segment_id,celex,node_id,tipo,identificatore,llm_status,evidence,lamf_L1,lamf_L2,articolo_id
dlgs_163_2006__articolo__253,dlgs_163_2006,dlgs_163_2006,articolo,253,ok,"[{""testo"": ""Le disposizioni del presente codice si applicano ai contratti i cui bandi o avvisi ... siano pubblicati successivamente alla sua entrata in vigore"", ""layer"": ""L1"", ""motivo"": ""This sets the temporal scope of application of the code, which is a core framework rule.""}, {""testo"": ""fino all’entrata in vigore del regolamento di cui all’articolo 5, continuano ad applicarsi ..."", ""layer"": ""L1"", ""motivo"": ""This is a transitional rule determining which legal regime applies, affecting the framework rather than technical operation.""}, {""testo"": ""definisce le necessarie modalita' tecniche, organizzative e applicative"", ""layer"": ""L2"", ""motivo"": ""This delegates specification of technical and operational details, which is characteristic of implementing rules.""}, {""testo"": ""le forme di pubblicita' per i contratti sotto soglia ... sono sostituite dalla pubblicazione sui siti informatici"", ""layer"": ""L2"", ""motivo"": ""This prescribes a concrete publication procedure and operational method.""}]",85.0,15.0,253
dlgs_163_2006__articolo__254,dlgs_163_2006,dlgs_163_2006,articolo,254,ok,"[{""testo"": ""Dall’attuazione del presente codice non devono derivare nuovi o maggiori oneri a carico della finanza pubblica."", ""layer"": ""L2"", ""motivo"": ""This is a financial implementation constraint, setting an operational rule on budgetary effects.""}, {""testo"": ""Ogni intervento normativo incidente sul codice... va attuato mediante esplicita modifica, integrazione, deroga o sospensione delle specifiche disposizioni in esso contenute."", ""layer"": ""L2"", ""motivo"": ""This prescribes the procedure for how later norms must amend the code.""}, {""testo"": ""A decorrere dalla data di entrata in vigore del presente codice, sono o restano abrogati:"", ""layer"": ""L2"", ""motivo"": ""This is an operational rule on legal effects and timing of repeal.""}, {""testo"": ""Il regolamento di cui all’articolo 5 elenca le norme abrogate"", ""layer"": ""L2"", ""motivo"": ""This delegates a technical task of listing repealed provisions to a regulation.""}, {""testo"": ""Il presente codice entra in vigore sessanta giorni dopo la sua pubblicazione nella Gazzetta Ufficiale"", ""layer"": ""L2"", ""motivo"": ""This sets a concrete commencement timeline.""}]",20.0,80.0,254
dlgs_56_2017__articolo__3,dlgs_56_2017,dlgs_56_2017,articolo,3,ok,"[{""testo"": ""All’articolo 2, comma 2, del decreto legislativo 18 aprile 2016, n. 50, la parola: “ragionale” è sostituita dalla seguente: “regionale”."", ""layer"": ""L2"", ""motivo"": ""This is a technical corrective amendment to an existing provision, changing a term in an operative rule rather than setting core principles.""}, {""testo"": ""Modifi che all’articolo 2 del decreto legislativo 18 aprile 2016, n. 50"", ""layer"": ""L2"", ""motivo"": ""The segment concerns an amendment to implementation details of procurement legislation, which is operational in nature.""}, {""testo"": ""attuazione delle direttive 2014/23/UE, 2014/24/UE e 2014/25/UE"", ""layer"": ""L1"", ""motivo"": ""This references the broader legislative framework, but in this segment it serves only as context for the amendment and is not the main function.""}]",10.0,90.0,3
dlgs_56_2017__articolo__4,dlgs_56_2017,dlgs_56_2017,articolo,4,ok,"[{""testo"": ""«lavori di categoria prevalente»"", ""layer"": ""L1"", ""motivo"": ""This is a statutory definition of a key concept used in the procurement framework.""}, {""testo"": ""«lavori di categoria scorporabile»"", ""layer"": ""L1"", ""motivo"": ""This provision defines another essential category within the legal scheme.""}, {""testo"": ""«principio di unicità dell’invio»"", ""layer"": ""L1"", ""motivo"": ""It establishes a general principle governing how data must be provided across systems.""}, {""testo"": ""«programma biennale degli acquisti di beni e servizi»"", ""layer"": ""L2"", ""motivo"": ""This defines an operational planning document and its function in procurement programming.""}, {""testo"": ""«capitolato prestazionale»"", ""layer"": ""L2"", ""motivo"": ""This sets technical and functional requirements that the completed work must satisfy.""}]",80.0,20.0,4
dlgs_56_2017__articolo__8,dlgs_56_2017,dlgs_56_2017,articolo,8,ok,"[{""testo"": ""“La disciplina del presente articolo non si applica alla pianificazione delle attività dei soggetti aggregatori e delle centrali di committenza.”"", ""layer"": ""L2"", ""motivo"": ""This is an operational exclusion rule that specifies the scope of application in practice.""}, {""testo"": ""“All’articolo 17 del decreto legislativo 18 aprile 2016, n. 50, al comma 1, lettera d), punto 2)”"", ""layer"": ""L2"", ""motivo"": ""This is a technical amendment to an existing provision, affecting how the rule is applied.""}, {""testo"": ""“la parola: ‘individuandole’ è sostituita dalla seguente: ‘individuate’”"", ""layer"": ""L2"", ""motivo"": ""This is a drafting correction with no core framework or institutional content.""}]",20.0,80.0,8
dlgs_56_2017__articolo__12,dlgs_56_2017,dlgs_56_2017,articolo,12,ok,"[{""testo"": ""Modifi che all’articolo 22 del decreto legislativo 18 aprile 2016, n. 50"", ""layer"": ""L1"", ""motivo"": ""This indicates an amendment to an existing legal provision, but the segment does not specify whether the change concerns core rights, scope, or institutional powers versus technical implementation.""}, {""testo"": ""Art. 12."", ""layer"": ""L2"", ""motivo"": ""This is only a structural reference to an article and does not itself contain substantive framework rules, so it provides no clear basis beyond procedural placement.""}]",50.0,50.0,12
dlgs_56_2017__articolo__9,dlgs_56_2017,dlgs_56_2017,articolo,9,ok,"[{""testo"": ""“Le disposizioni del presente codice non si applicano agli appalti aventi ad oggetto l’acquisto di prodotti agricoli e alimentari...”"", ""layer"": ""L1"", ""motivo"": ""This creates a substantive exclusion from the scope of the code, which is a core framework choice.""}, {""testo"": ""“sono altresì stabilite le modalità di monitoraggio sull’applicazione dell’istituto del dibattito pubblico”"", ""layer"": ""L2"", ""motivo"": ""This concerns monitoring methods and operational application, which is technical implementation.""}, {""testo"": ""“è istituita ... una commissione presso il Ministero delle infrastrutture e dei trasporti”"", ""layer"": ""L1"", ""motivo"": ""This establishes an institutional body and assigns it a role, which is a framework-level element.""}, {""testo"": ""“il contenuto minimo del quadro esigenziale che devono predisporre le stazioni appaltanti”"", ""layer"": ""L2"", ""motivo"": ""This specifies a minimum technical content requirement for contracting authorities.""}, {""testo"": ""“è disciplinata una progettazione semplificata ... fino a un importo di 2.500.000 euro”"", ""layer"": ""L2"", ""motivo"": ""This sets an operational procedure and a quantitative threshold for simplified design.""}, {""testo"": ""“i prezzari regionali aggiornati annualmente”"", ""layer"": ""L2"", ""motivo"": ""This establishes a technical pricing and update mechanism for procurement calculations.""}, {""testo"": ""“Le stazioni appaltanti non possono subordinare la corresponsione dei compensi ... all’ottenimento del finanziamento”"", ""layer"": ""L1"", ""motivo"": ""This lays down a general rule protecting payment conditions for designers, which is a substantive obligation.""}]",65.0,35.0,9
dlgs_56_2017__articolo__15,dlgs_56_2017,dlgs_56_2017,articolo,15,ok,"[{""testo"": ""sono adottate linee guida finalizzate ad assicurare speditezza, efficienza ed efficacia alla procedura di cui al presente articolo"", ""layer"": ""L2"", ""motivo"": ""This sets operational guidance for how the procedure must be carried out.""}, {""testo"": ""sono individuati procedimenti semplificati, con termini certi"", ""layer"": ""L2"", ""motivo"": ""This specifies procedural rules and timelines, which are technical implementation details.""}, {""testo"": ""le stazioni appaltanti ... possono ricorrere alla procedura di cui al regolamento"", ""layer"": ""L1"", ""motivo"": ""This creates a general legal possibility/condition for contracting authorities to use a special procedure.""}, {""testo"": ""in caso di ritenuta eccessiva durata del procedimento"", ""layer"": ""L2"", ""motivo"": ""This introduces an operational trigger for applying the procedure.""}, {""testo"": ""gli enti gestori di servizi pubblici a rete forniscono, contestualmente al proprio parere, il cronoprogramma di risoluzione delle interferenze"", ""layer"": ""L2"", ""motivo"": ""This imposes a concrete reporting/procedural requirement with a specific timing.""}]",35.0,65.0,15
dlgs_56_2017__articolo__16,dlgs_56_2017,dlgs_56_2017,articolo,16,ok,"[{""testo"": ""La stazione appaltante, nei contratti relativi ai lavori, verifica la rispondenza degli elaborati progettuali ai documenti di cui all’articolo 23, nonché la loro conformità alla normativa vigente."", ""layer"": ""L2"", ""motivo"": ""This sets an operational verification duty and compliance check procedure.""}, {""testo"": ""nei casi in cui è consentito l’affidamento congiunto di progettazione ed esecuzione, la verifica della progettazione redatta dall’aggiudicatario ha luogo prima dell’inizio dei lavori"", ""layer"": ""L2"", ""motivo"": ""This specifies a procedural timing rule for project verification.""}, {""testo"": ""Il soggetto aggiudicatore sottopone a verifica preventiva di congruità i costi di progettazione per la risoluzione delle interferenze"", ""layer"": ""L2"", ""motivo"": ""This imposes a technical pre-check on costs, which is an operational requirement.""}, {""testo"": ""Il mancato rispetto del suddetto programma di risoluzione delle interferenze ... comporta per l’ente gestore responsabilità patrimoniale"", ""layer"": ""L2"", ""motivo"": ""This establishes an enforcement consequence tied to compliance with a program.""}, {""testo"": ""le stazioni appaltanti provvedono all’assolvimento degli obblighi informativi e di pubblicità disposti dal presente codice"", ""layer"": ""L2"", ""motivo"": ""This is a reporting/publicity implementation rule.""}, {""testo"": ""condividono un protocollo generale per definire le regole di interoperabilità e le modalità di interscambio dei dati e degli atti"", ""layer"": ""L2"", ""motivo"": ""This specifies technical interoperability rules and data exchange modalities.""}, {""testo"": ""le disposizioni del presente codice che disciplinano gli appalti nei settori speciali"", ""layer"": ""L1"", ""motivo"": ""This refers to the scope of the code and the substantive regime applicable to special sectors.""}, {""testo"": ""il contratto misto è aggiudicato in conformità con le disposizioni del presente codice"", ""layer"": ""L1"", ""motivo"": ""This establishes a general legal rule on how mixed contracts must be awarded.""}]",35.0,65.0,16
dlgs_56_2017__articolo__19,dlgs_56_2017,dlgs_56_2017,articolo,19,ok,"[{""testo"": ""“le parole: ‘all’articolo 5,’ sono inserite le seguenti: ‘alla composizione della commissione giudicatrice e ai curricula dei suoi componenti’”"", ""layer"": ""L2"", ""motivo"": ""This adds a specific disclosure requirement about commission composition and CVs, which is an operational transparency rule.""}, {""testo"": ""“Entro il medesimo termine di due giorni è dato avviso ai candidati e ai concorrenti”"", ""layer"": ""L2"", ""motivo"": ""This sets a concrete procedural deadline for notifying candidates and bidders.""}, {""testo"": ""“il termine per l’impugnativa ... decorre dal momento in cui gli atti ... sono resi in concreto disponibili”"", ""layer"": ""L2"", ""motivo"": ""This specifies how the appeal period is calculated, which is a procedural enforcement rule.""}, {""testo"": ""“sull’importo netto progressivo delle prestazioni è operata una ritenuta dello 0,50 per cento”"", ""layer"": ""L2"", ""motivo"": ""This establishes a quantitative financial threshold and withholding mechanism.""}, {""testo"": ""“i criteri ambientali minimi ... sono tenuti in considerazione anche ai fini della stesura dei documenti di gara”"", ""layer"": ""L2"", ""motivo"": ""This operationalizes how environmental criteria must be applied in procurement documents.""}, {""testo"": ""“L’obbligo di cui ai commi 1 e 2 si applica per gli affidamenti di qualunque importo”"", ""layer"": ""L2"", ""motivo"": ""This defines the scope of application of the rule in practical terms.""}, {""testo"": ""“con proprie linee guida”"", ""layer"": ""L1"", ""motivo"": ""This delegates rule-setting power to issue guidelines, which is a Level 1 institutional/delegation element.""}]",20.0,80.0,19
dlgs_56_2017__articolo__24,dlgs_56_2017,dlgs_56_2017,articolo,24,ok,"[{""testo"": ""\""Ai fini dell'applicazione del presente codice, le soglie di rilevanza comunitaria sono:\"""", ""layer"": ""L1"", ""motivo"": ""This defines the scope-related thresholds for applying the code, which has a framework-defining character.""}, {""testo"": ""\""le soglie di rilevanza comunitaria sono:\"""", ""layer"": ""L2"", ""motivo"": ""This specifies operational quantitative thresholds used in procurement procedures.""}, {""testo"": ""\""Nella procedura di cui all'articolo 36, comma 2, lettera a), la stazione appaltante può procedere ad affidamento\"""", ""layer"": ""L2"", ""motivo"": ""This introduces a procedural rule for how the contracting authority may proceed in a specific procedure.""}, {""testo"": ""\""Sul valore del contratto di appalto\"""", ""layer"": ""L2"", ""motivo"": ""This is a technical drafting change concerning the value basis used for calculation, which is operational in nature.""}]",20.0,80.0,24
dlgs_56_2017__articolo__25,dlgs_56_2017,dlgs_56_2017,articolo,25,ok,"[{""testo"": ""“Le stazioni appaltanti possono, altresì, applicare le disposizioni di cui all’articolo 50.”"", ""layer"": ""L1"", ""motivo"": ""This is a delegation/authorization clause giving contracting authorities discretion to apply another set of rules.""}, {""testo"": ""“la verifica dei requisiti avviene sull’aggiudicatario”"", ""layer"": ""L2"", ""motivo"": ""This specifies an operational verification procedure for compliance.""}, {""testo"": ""“per gli affidamenti di importo inferiore a 40.000 euro, la verifica sull’assenza dei motivi di esclusione ... è effettuata su un campione significativo”"", ""layer"": ""L2"", ""motivo"": ""This sets a technical compliance-check mechanism and sampling rule.""}, {""testo"": ""“Nelle predette linee guida sono anche indicate specifiche modalità di rotazione degli inviti e degli affidamenti”"", ""layer"": ""L2"", ""motivo"": ""This concerns procedural implementation details and technical modes of application.""}, {""testo"": ""“assolvimento degli obblighi di comunicazione dei dati sui contratti pubblici”"", ""layer"": ""L2"", ""motivo"": ""This imposes reporting/communication obligations, which are operational in nature.""}, {""testo"": ""“Le amministrazioni ... verificano la sussistenza dei requisiti ... e ne danno comunicazione all’ANAC”"", ""layer"": ""L2"", ""motivo"": ""This describes a concrete verification and notification process.""}]",35.0,65.0,25
dlgs_56_2017__articolo__26,dlgs_56_2017,dlgs_56_2017,articolo,26,ok,"[{""testo"": ""“sono apportate le seguenti modificazioni”"", ""layer"": ""L2"", ""motivo"": ""The provision mainly amends existing procurement rules, which is an operational legislative adjustment.""}, {""testo"": ""“È fatto divieto di porre a carico dei concorrenti, nonché dell’aggiudicatario, eventuali costi connessi alla gestione delle piattaforme”"", ""layer"": ""L1"", ""motivo"": ""This establishes a general legal obligation/prohibition affecting participants in the procurement system.""}, {""testo"": ""“dopo il comma 2 è inserito il seguente”"", ""layer"": ""L2"", ""motivo"": ""This is a technical amendment to the structure and application of an existing article.""}]",80.0,20.0,26
dlgs_56_2017__articolo__31,dlgs_56_2017,dlgs_56_2017,articolo,31,ok,"[{""testo"": ""I consorzi ... al fine della qualificazione, possono utilizzare sia i requisiti di qualificazione maturati in proprio, sia quelli posseduti dalle singole imprese consorziate"", ""layer"": ""L1"", ""motivo"": ""This sets a substantive rule on how consortia may use qualification requirements, which is a general legal obligation/right.""}, {""testo"": ""Con le linee guida dell’ANAC di cui all’articolo 84, comma 2"", ""layer"": ""L1"", ""motivo"": ""This delegates further specification to ANAC guidelines, which is an institutional/delegation element.""}, {""testo"": ""le parole: “possono inserire” sono sostituite dalla seguente: “inseriscono”"", ""layer"": ""L2"", ""motivo"": ""This is an operational drafting change affecting the procedure for inserting information, with a technical application focus.""}]",80.0,20.0,31
dlgs_56_2017__articolo__34,dlgs_56_2017,dlgs_56_2017,articolo,34,ok,"[{""testo"": ""i criteri per l’imputazione delle prestazioni eseguite al consorzio o ai singoli consorziati"", ""layer"": ""L2"", ""motivo"": ""This sets a technical rule for how performed services are attributed, which is an operational allocation criterion.""}, {""testo"": ""All’articolo 52 del decreto legislativo 18 aprile 2016, n. 50 sono apportate le seguenti modificazioni"", ""layer"": ""L2"", ""motivo"": ""The provision amends existing procedural wording and application rules rather than establishing core principles.""}, {""testo"": ""al comma 5, secondo periodo, le parole: “Essi esaminano” sono sostituite dalle seguenti: “Esse esaminano”"", ""layer"": ""L2"", ""motivo"": ""This is a drafting correction affecting the operational text of the procedure.""}, {""testo"": ""al comma 12, le parole: “si applica il comma 5” sono sostituite dalle seguenti: “si applicano i commi 5 e 7”"", ""layer"": ""L2"", ""motivo"": ""This changes the scope of application of procedural rules, which is technical and operational.""}]",20.0,80.0,34
dlgs_56_2017__articolo__35,dlgs_56_2017,dlgs_56_2017,articolo,35,ok,"[{""testo"": ""“i lavori come definiti all’articolo 3, comma 1, lettera oo-ter”"", ""layer"": ""L1"", ""motivo"": ""This is a definitional cross-reference that helps determine the scope of the provision.""}, {""testo"": ""“dopo le parole: ‘direttore dei lavori’ sono inserite le seguenti: ‘, del direttore dell’esecuzione’”"", ""layer"": ""L1"", ""motivo"": ""This expands the set of institutional/role references within the legal framework.""}, {""testo"": ""“È consentito, per le ragioni indicate ai successivi commi 17, 18 e 19 ... designare”"", ""layer"": ""L2"", ""motivo"": ""This introduces an operational rule governing when a designation is permitted, which is procedural in nature.""}]",80.0,20.0,35
dlgs_56_2017__articolo__36,dlgs_56_2017,dlgs_56_2017,articolo,36,ok,"[{""testo"": ""Per le prestazioni a corpo il prezzo offerto rimane fisso e non può variare in aumento o in diminuzione"", ""layer"": ""L2"", ""motivo"": ""This sets a technical pricing rule for contract execution.""}, {""testo"": ""Per le prestazioni a misura il prezzo convenuto può variare, in aumento o in diminuzione, secondo la quantità effettiva dei lavori eseguiti"", ""layer"": ""L2"", ""motivo"": ""This specifies an operational mechanism for adjusting payment based on actual quantities.""}, {""testo"": ""i contratti per l’esecuzione dei lavori pubblici sono stipulati a corpo o a misura, o in parte a corpo e in parte a misura"", ""layer"": ""L2"", ""motivo"": ""This provides a procedural/technical rule on contract form.""}, {""testo"": ""In relazione alla natura dell’opera"", ""layer"": ""L1"", ""motivo"": ""This contains a general framing criterion linked to the type of work.""}]",20.0,80.0,36
dlgs_56_2017__articolo__39,dlgs_56_2017,dlgs_56_2017,articolo,39,ok,"[{""testo"": ""“Le amministrazioni aggiudicatrici possono ulteriormente ridurre di cinque giorni il termine”"", ""layer"": ""L2"", ""motivo"": ""This sets a specific procedural time adjustment for procurement, which is an operational rule.""}, {""testo"": ""“nel caso di presentazione di offerte per via elettronica”"", ""layer"": ""L2"", ""motivo"": ""This specifies the condition under which the procedural deadline reduction applies, making it a technical application rule.""}, {""testo"": ""“delle procedure”"", ""layer"": ""L2"", ""motivo"": ""The amendment concerns procedures, indicating implementation-level regulation rather than core principles.""}, {""testo"": ""“oggetto del contratto”"", ""layer"": ""L1"", ""motivo"": ""This phrase relates to the subject matter of contracts, which is more definitional and framework-oriented.""}]",20.0,80.0,39
dlgs_56_2017__articolo__40,dlgs_56_2017,dlgs_56_2017,articolo,40,ok,"[{""testo"": ""Le stazioni appaltanti possono ricorrere all’affidamento della progettazione esecutiva e dell’esecuzione di lavori"", ""layer"": ""L1"", ""motivo"": ""This sets a general procurement option/power for contracting authorities, which has a framework character.""}, {""testo"": ""nei casi in cui l’elemento tecnologico o innovativo delle opere oggetto dell’appalto sia nettamente prevalente rispetto all’importo complessivo dei lavori"", ""layer"": ""L2"", ""motivo"": ""This introduces a technical condition and quantitative/operational benchmark for when the rule applies.""}, {""testo"": ""Il ricorso agli affidamenti di cui al comma 1-bis deve essere motivato nella determina a contrarre"", ""layer"": ""L2"", ""motivo"": ""This specifies a procedural requirement for justification in the contracting decision.""}, {""testo"": ""I termini di cui al presente comma sono ridotti nei casi previsti dall’articolo 61, commi 4, 5 e 6"", ""layer"": ""L2"", ""motivo"": ""This sets an operational timing rule and cross-references procedural exceptions.""}, {""testo"": ""sono considerate irregolari le offerte"", ""layer"": ""L2"", ""motivo"": ""This establishes an enforcement/compliance classification rule for bids.""}]",20.0,80.0,40
dlgs_56_2017__articolo__42,dlgs_56_2017,dlgs_56_2017,articolo,42,ok,"[{""testo"": ""La nomina del RUP a membro delle commissioni di gara è valutata con riferimento alla singola procedura."", ""layer"": ""L2"", ""motivo"": ""This sets an operational rule for how a specific appointment is assessed in procurement procedures.""}, {""testo"": ""Le stazioni appaltanti, prima del conferimento dell’incarico, accertano l’insussistenza delle cause ostative alla nomina a componente della commissione giudicatrice"", ""layer"": ""L2"", ""motivo"": ""This imposes a procedural verification step before appointment.""}, {""testo"": ""La sussistenza di cause ostative o la dichiarazione di incompatibilità dei candidati devono essere tempestivamente comunicate dalla stazione appaltante all’ANAC"", ""layer"": ""L2"", ""motivo"": ""This establishes a reporting obligation and timing requirement.""}, {""testo"": ""e non superiore a ventiquattro mesi"", ""layer"": ""L2"", ""motivo"": ""This is a quantitative temporal limit, which is technical and operational.""}, {""testo"": ""le parole: “da essi programmati” sono sostituite dalle seguenti: “da esse programmati”"", ""layer"": ""L1"", ""motivo"": ""This is a textual amendment with no substantive regulatory function beyond drafting.""}]",20.0,80.0,42
dlgs_56_2017__articolo__47,dlgs_56_2017,dlgs_56_2017,articolo,47,ok,"[{""testo"": ""“ad ogni candidato escluso, i motivi del rigetto della sua domanda di partecipazione”"", ""layer"": ""L2"", ""motivo"": ""This adds a specific procedural disclosure requirement for excluded candidates.""}, {""testo"": ""“sono abrogato”"", ""layer"": ""L2"", ""motivo"": ""This is a technical amendment to an existing rule rather than a core framework provision.""}, {""testo"": ""“con apposite linee guida”"", ""layer"": ""L2"", ""motivo"": ""This delegates operational detail to guidelines, indicating implementation-level rules.""}, {""testo"": ""“sono, altresì, disciplinate le modalità di funzionamento delle commissioni giudicatrici”"", ""layer"": ""L2"", ""motivo"": ""This specifies procedures for how evaluation commissions operate.""}, {""testo"": ""“prevedendo, di norma, sedute pubbliche, nonché sedute riservate”"", ""layer"": ""L2"", ""motivo"": ""This sets concrete procedural modalities for hearings and evaluations.""}]",20.0,80.0,47
dlgs_56_2017__articolo__52,dlgs_56_2017,dlgs_56_2017,articolo,52,ok,"[{""testo"": ""“decreto del Ministro delle infrastrutture e dei trasporti da adottare, su proposta dell’ANAC”"", ""layer"": ""L1"", ""motivo"": ""This delegates rule-making power to a minister on ANAC proposal, which is an institutional/implementing arrangement.""}, {""testo"": ""“nel bando sono indicate le eventuali misure in cui gli stessi requisiti devono essere posseduti”"", ""layer"": ""L2"", ""motivo"": ""This specifies an operational rule for how qualification requirements must be stated in tender notices.""}, {""testo"": ""“La mandataria in ogni caso deve possedere i requisiti ed eseguire le prestazioni in misura maggioritaria.”"", ""layer"": ""L2"", ""motivo"": ""This sets a concrete technical requirement for consortium participation and performance.""}, {""testo"": ""“la stazione appaltante assegna al concorrente un termine, non superiore a dieci giorni”"", ""layer"": ""L2"", ""motivo"": ""This establishes a procedural deadline within the procurement correction process.""}, {""testo"": ""“In caso di inutile decorso del termine di regolarizzazione, il concorrente è escluso dalla gara.”"", ""layer"": ""L2"", ""motivo"": ""This describes an enforcement consequence tied to the procedure.""}]",20.0,80.0,52
dlgs_56_2017__articolo__50,dlgs_56_2017,dlgs_56_2017,articolo,50,ok,"[{""testo"": ""È istituito presso l’ANAC, che ne cura la gestione, il sistema del rating di impresa e delle relative premialità"", ""layer"": ""L1"", ""motivo"": ""This establishes an institutional framework and assigns a core role to ANAC.""}, {""testo"": ""per il controllo in fase di esecuzione del contratto della permanenza dei suddetti requisiti"", ""layer"": ""L2"", ""motivo"": ""This specifies an operational control mechanism during contract execution.""}, {""testo"": ""Le linee guida di cui al precedente periodo istituiscono altresì un sistema amministrativo"", ""layer"": ""L2"", ""motivo"": ""This describes a procedural/administrative implementation system.""}, {""testo"": ""prevedendo altresì uno specifico regime sanzionatorio nei casi di omessa o tardiva denuncia"", ""layer"": ""L2"", ""motivo"": ""This sets enforcement and sanctioning rules.""}, {""testo"": ""I requisiti reputazionali alla base del rating di impresa"", ""layer"": ""L2"", ""motivo"": ""This defines technical criteria used for calculating the rating.""}, {""testo"": ""Per il calcolo del rating di impresa si tiene conto del comportamento degli operatori economici"", ""layer"": ""L2"", ""motivo"": ""This provides an operational rule for how the rating is calculated.""}]",35.0,65.0,50
dlgs_56_2017__articolo__57,dlgs_56_2017,dlgs_56_2017,articolo,57,ok,"[{""testo"": ""dopo le parole: “devono risultare” è inserita la seguente: “conformi”"", ""layer"": ""L2"", ""motivo"": ""This adds a technical compliance requirement for the relevant documents or conditions.""}, {""testo"": ""Il presente comma non si applica alle microimprese, piccole e medie imprese"", ""layer"": ""L2"", ""motivo"": ""This creates an operational exemption rule for certain categories of enterprises.""}, {""testo"": ""Le garanzie fi deiussorie devono essere conformi allo schema tipo di cui all’articolo 103, comma 9"", ""layer"": ""L2"", ""motivo"": ""This specifies a technical standard that guarantees must follow.""}]",10.0,90.0,57
dlgs_56_2017__articolo__60,dlgs_56_2017,dlgs_56_2017,articolo,60,ok,"[{""testo"": ""“All’articolo 91, comma 2, primo periodo, del decreto legislativo 18 aprile 2016, n. 50, dopo la parola: ‘proporzionalità’ è inserito il seguente segno di interpunzione: ‘,’.”"", ""layer"": ""L2"", ""motivo"": ""This is a technical amendment to drafting punctuation and does not define rights, scope, or institutional powers.""}, {""testo"": ""“Modifiche all’articolo 95 del decreto legislativo 18 aprile 2016, n. 50”"", ""layer"": ""L2"", ""motivo"": ""The provision is an operational legislative change to an existing article, which is characteristic of implementation-level text.""}]",0.0,100.0,60
dlgs_56_2017__articolo__59,dlgs_56_2017,dlgs_56_2017,articolo,59,ok,"[{""testo"": ""\""Nell’offerta economica l’operatore deve indicare i propri costi della manodopera e gli oneri aziendali\"""", ""layer"": ""L2"", ""motivo"": ""This sets a specific operational disclosure requirement for bids.""}, {""testo"": ""\""Le stazioni appaltanti, relativamente ai costi della manodopera, prima dell’aggiudicazione procedono a verificare\"""", ""layer"": ""L2"", ""motivo"": ""This prescribes a verification procedure and timing for compliance.""}, {""testo"": ""\""la stazione appaltante stabilisce un tetto massimo per il punteggio economico entro il limite del 30 per cento\"""", ""layer"": ""L2"", ""motivo"": ""This establishes a quantitative benchmark for scoring methodology.""}, {""testo"": ""\""Il calcolo di cui al comma 2 è effettuato ove il numero delle offerte ammesse sia pari o superiore a cinque\"""", ""layer"": ""L2"", ""motivo"": ""This defines an operational condition for applying the calculation method.""}, {""testo"": ""\""le parole: ‘dall’aggiudicazione dell’appalto’ sono sostituite dalle seguenti: ‘dalla conclusione del contratto’\"""", ""layer"": ""L2"", ""motivo"": ""This adjusts the procedural starting point for a time-related rule.""}]",20.0,80.0,59
dlgs_56_2017__articolo__64,dlgs_56_2017,dlgs_56_2017,articolo,64,ok,"[{""testo"": ""In caso di appalti aggiudicati con il criterio di cui al comma 3, le stazioni appaltanti non possono attribuire alcun punteggio per l’offerta di opere aggiuntive rispetto a quanto previsto nel progetto esecutivo a base d’asta."", ""layer"": ""L2"", ""motivo"": ""This sets a specific operational rule for how contracting authorities must score bids in a procurement procedure.""}, {""testo"": ""le parole: “alla Commissione europea, o, quando ne facciano richiesta, alle autorità, agli organismi o alle strutture competenti” sono sostituite dalle seguenti: “alla Commissione europea, alle autorità, agli organismi o alle strutture competenti, quando tale relazione è richiesta”"", ""layer"": ""L2"", ""motivo"": ""This is a technical drafting change affecting the conditions for reporting, which is procedural in nature.""}, {""testo"": ""All’articolo 96, comma 3, del decreto legislativo 18 aprile 2016, n. 50 le parole: “presente decreto” sono sostituite dalle seguenti: “presente codice”."", ""layer"": ""L1"", ""motivo"": ""This is a minor definitional/terminological amendment, but it has limited substantive weight compared with the operational rules.""}]",10.0,90.0,64
dlgs_56_2017__articolo__62,dlgs_56_2017,dlgs_56_2017,articolo,62,ok,"[{""testo"": ""“Per i contratti pubblici di lavori di importo superiore a 1 milione di euro e inferiore alla soglia di cui all’articolo 35 il certificato di collaudo ... può essere sostituito dal certificato di regolare esecuzione”"", ""layer"": ""L2"", ""motivo"": ""This sets an operational rule and a quantitative threshold for when a certificate may replace collaudo.""}, {""testo"": ""“Per i lavori di importo pari o inferiore a 1 milione di euro e per forniture e servizi di importo inferiore alla soglia di cui all’articolo 35, è sempre facoltà della stazione appaltante sostituire il certificato di collaudo”"", ""layer"": ""L2"", ""motivo"": ""This establishes a technical application rule tied to contract value thresholds.""}, {""testo"": ""“Nel medesimo decreto sono altresì disciplinate le modalità e le procedure di predisposizione degli albi dei collaudatori”"", ""layer"": ""L2"", ""motivo"": ""This delegates procedural and technical implementation details.""}, {""testo"": ""“i criteri di iscrizione secondo requisiti di moralità, competenza e professionalità”"", ""layer"": ""L2"", ""motivo"": ""This specifies operational criteria for registration in the relevant lists.""}, {""testo"": ""“la stazione appaltante, su indicazione del direttore dell’esecuzione, può nominare un assistente del direttore dell’esecuzione”"", ""layer"": ""L2"", ""motivo"": ""This describes a procedural mechanism for appointing an assistant in execution of the contract.""}]",20.0,80.0,62
