segment_id,celex,node_id,articolo_id,llm_status,pct__Foundational_and_structural_provisions,pct__Scope_and_exclusion_clauses,pct__Exception_and_derogation_clauses,pct__Implementation_and_procedural_rules,pct__Cross-reference_and_incorporation_clauses,pct__Technical_amending_provisions
dlgs_36_2023__articolo__212,dlgs_36_2023,dlgs_36_2023,212,ok,10.0,20.0,25.0,45.0,0.0,0.0
dlgs_36_2023__articolo__213,dlgs_36_2023,dlgs_36_2023,213,ok,35.0,10.0,15.0,30.0,10.0,0.0
dlgs_36_2023__articolo__214,dlgs_36_2023,dlgs_36_2023,214,ok,18.0,14.0,16.0,38.0,10.0,4.0
dlgs_36_2023__articolo__215,dlgs_36_2023,dlgs_36_2023,215,ok,45.0,10.0,5.0,25.0,10.0,5.0
dlgs_36_2023__articolo__216,dlgs_36_2023,dlgs_36_2023,216,ok,5.0,15.0,20.0,45.0,15.0,0.0
dlgs_36_2023__articolo__217,dlgs_36_2023,dlgs_36_2023,217,ok,10.0,20.0,25.0,15.0,30.0,0.0
dlgs_36_2023__articolo__218,dlgs_36_2023,dlgs_36_2023,218,ok,15.0,0.0,0.0,50.0,35.0,0.0
dlgs_36_2023__articolo__219,dlgs_36_2023,dlgs_36_2023,219,ok,0.0,0.0,15.0,85.0,0.0,0.0
dlgs_36_2023__articolo__220,dlgs_36_2023,dlgs_36_2023,220,ok,10.0,0.0,0.0,70.0,20.0,0.0
dlgs_36_2023__articolo__221,dlgs_36_2023,dlgs_36_2023,221,ok,55.0,0.0,0.0,35.0,10.0,0.0
dlgs_36_2023__articolo__222,dlgs_36_2023,dlgs_36_2023,222,ok,45.0,8.0,7.0,35.0,5.0,0.0
dlgs_36_2023__articolo__223,dlgs_36_2023,dlgs_36_2023,223,ok,45.0,0.0,5.0,40.0,10.0,0.0
dlgs_36_2023__articolo__224,dlgs_36_2023,dlgs_36_2023,224,ok,15.0,0.0,5.0,10.0,20.0,50.0
dlgs_36_2023__articolo__225,dlgs_36_2023,dlgs_36_2023,225,ok,15.0,10.0,15.0,30.0,25.0,5.0
dlgs_36_2023__articolo__226,dlgs_36_2023,dlgs_36_2023,226,ok,12.0,18.0,20.0,15.0,25.0,10.0
dlgs_36_2023__articolo__227,dlgs_36_2023,dlgs_36_2023,227,ok,0.0,0.0,10.0,0.0,20.0,70.0
dlgs_36_2023__articolo__228,dlgs_36_2023,dlgs_36_2023,228,ok,10.0,0.0,0.0,70.0,20.0,0.0
dlgs_36_2023__articolo__229,dlgs_36_2023,dlgs_36_2023,229,ok,5.0,10.0,5.0,55.0,10.0,15.0
dlgs_163_2006__articolo__2,dlgs_163_2006,dlgs_163_2006,2,ok,35.0,10.0,8.0,27.0,15.0,5.0
dlgs_163_2006__articolo__4,dlgs_163_2006,dlgs_163_2006,4,ok,35.0,15.0,20.0,10.0,20.0,0.0
dlgs_163_2006__articolo__5,dlgs_163_2006,dlgs_163_2006,5,ok,35.0,5.0,10.0,35.0,10.0,5.0
dlgs_163_2006__articolo__6,dlgs_163_2006,dlgs_163_2006,6,ok,55.0,10.0,5.0,25.0,5.0,0.0
dlgs_163_2006__articolo__7,dlgs_163_2006,dlgs_163_2006,7,ok,45.0,5.0,8.0,35.0,7.0,0.0
dlgs_163_2006__articolo__20,dlgs_163_2006,dlgs_163_2006,20,ok,2.0,48.0,20.0,5.0,25.0,0.0
dlgs_163_2006__articolo__23,dlgs_163_2006,dlgs_163_2006,23,ok,0.0,30.0,20.0,0.0,25.0,25.0
dlgs_163_2006__articolo__24,dlgs_163_2006,dlgs_163_2006,24,ok,5.0,45.0,20.0,15.0,10.0,5.0
dlgs_163_2006__articolo__28,dlgs_163_2006,dlgs_163_2006,28,ok,12.0,6.0,10.0,62.0,10.0,0.0
dlgs_163_2006__articolo__49,dlgs_163_2006,dlgs_163_2006,49,ok,8.0,18.0,22.0,38.0,14.0,0.0
dlgs_163_2006__articolo__54,dlgs_163_2006,dlgs_163_2006,54,ok,35.0,0.0,15.0,35.0,15.0,0.0
dlgs_163_2006__articolo__55,dlgs_163_2006,dlgs_163_2006,55,ok,8.0,10.0,42.0,30.0,10.0,0.0
dlgs_163_2006__articolo__58,dlgs_163_2006,dlgs_163_2006,58,ok,8.0,10.0,7.0,70.0,5.0,0.0
dlgs_163_2006__articolo__59,dlgs_163_2006,dlgs_163_2006,59,ok,12.0,18.0,10.0,55.0,5.0,0.0
dlgs_163_2006__articolo__65,dlgs_163_2006,dlgs_163_2006,65,ok,18.0,8.0,12.0,42.0,18.0,2.0
dlgs_163_2006__articolo__69,dlgs_163_2006,dlgs_163_2006,69,ok,15.0,0.0,20.0,60.0,5.0,0.0
dlgs_163_2006__articolo__71,dlgs_163_2006,dlgs_163_2006,71,ok,2.0,0.0,20.0,58.0,20.0,0.0
dlgs_163_2006__articolo__75,dlgs_163_2006,dlgs_163_2006,75,ok,30.0,10.0,15.0,35.0,10.0,0.0
dlgs_163_2006__articolo__76,dlgs_163_2006,dlgs_163_2006,76,ok,5.0,0.0,10.0,60.0,20.0,5.0
dlgs_163_2006__articolo__83,dlgs_163_2006,dlgs_163_2006,83,ok,10.0,0.0,0.0,55.0,20.0,15.0
dlgs_163_2006__articolo__84,dlgs_163_2006,dlgs_163_2006,84,ok,5.0,0.0,10.0,70.0,10.0,5.0
dlgs_163_2006__articolo__86,dlgs_163_2006,dlgs_163_2006,86,ok,12.0,8.0,25.0,40.0,10.0,5.0
dlgs_163_2006__articolo__94,dlgs_163_2006,dlgs_163_2006,94,ok,20.0,15.0,0.0,45.0,20.0,0.0
dlgs_163_2006__articolo__95,dlgs_163_2006,dlgs_163_2006,95,ok,8.0,18.0,22.0,42.0,10.0,0.0
dlgs_163_2006__articolo__98,dlgs_163_2006,dlgs_163_2006,98,ok,18.0,22.0,15.0,35.0,10.0,0.0
dlgs_163_2006__articolo__108,dlgs_163_2006,dlgs_163_2006,108,ok,15.0,20.0,10.0,45.0,10.0,0.0
dlgs_163_2006__articolo__106,dlgs_163_2006,dlgs_163_2006,106,ok,12.0,3.0,10.0,45.0,15.0,15.0
dlgs_163_2006__articolo__110,dlgs_163_2006,dlgs_163_2006,110,ok,5.0,10.0,15.0,60.0,5.0,5.0
dlgs_163_2006__articolo__113,dlgs_163_2006,dlgs_163_2006,113,ok,5.0,0.0,20.0,45.0,10.0,20.0
dlgs_163_2006__articolo__116,dlgs_163_2006,dlgs_163_2006,116,ok,20.0,10.0,15.0,35.0,15.0,5.0
dlgs_163_2006__articolo__119,dlgs_163_2006,dlgs_163_2006,119,ok,15.0,10.0,10.0,50.0,15.0,0.0
dlgs_163_2006__articolo__121,dlgs_163_2006,dlgs_163_2006,121,ok,12.0,18.0,14.0,38.0,18.0,0.0
dlgs_163_2006__articolo__122,dlgs_163_2006,dlgs_163_2006,122,ok,10.0,15.0,25.0,40.0,10.0,0.0
dlgs_163_2006__articolo__123,dlgs_163_2006,dlgs_163_2006,123,ok,5.0,15.0,20.0,45.0,10.0,5.0
dlgs_163_2006__articolo__125,dlgs_163_2006,dlgs_163_2006,125,ok,8.0,18.0,20.0,48.0,6.0,0.0
dlgs_163_2006__articolo__127,dlgs_163_2006,dlgs_163_2006,127,ok,45.0,12.0,10.0,28.0,5.0,0.0
dlgs_163_2006__articolo__131,dlgs_163_2006,dlgs_163_2006,131,ok,15.0,10.0,20.0,45.0,5.0,5.0
dlgs_163_2006__articolo__134,dlgs_163_2006,dlgs_163_2006,134,ok,0.0,0.0,0.0,20.0,30.0,50.0
dlgs_163_2006__articolo__136,dlgs_163_2006,dlgs_163_2006,136,ok,2.0,1.0,7.0,72.0,6.0,12.0
dlgs_163_2006__articolo__140,dlgs_163_2006,dlgs_163_2006,140,ok,5.0,10.0,20.0,55.0,5.0,5.0
dlgs_163_2006__articolo__141,dlgs_163_2006,dlgs_163_2006,141,ok,35.0,20.0,15.0,20.0,10.0,0.0
dlgs_163_2006__articolo__147,dlgs_163_2006,dlgs_163_2006,147,ok,20.0,10.0,30.0,25.0,10.0,5.0
dlgs_163_2006__articolo__145,dlgs_163_2006,dlgs_163_2006,145,ok,10.0,5.0,20.0,50.0,15.0,0.0
dlgs_163_2006__articolo__149,dlgs_163_2006,dlgs_163_2006,149,ok,18.0,12.0,10.0,42.0,14.0,4.0
dlgs_163_2006__articolo__155,dlgs_163_2006,dlgs_163_2006,155,ok,10.0,5.0,15.0,45.0,25.0,0.0
dlgs_163_2006__articolo__164,dlgs_163_2006,dlgs_163_2006,164,ok,12.0,8.0,15.0,45.0,15.0,5.0
dlgs_163_2006__articolo__167,dlgs_163_2006,dlgs_163_2006,167,ok,10.0,0.0,12.0,48.0,22.0,8.0
dlgs_163_2006__articolo__168,dlgs_163_2006,dlgs_163_2006,168,ok,25.0,15.0,15.0,35.0,5.0,5.0
dlgs_163_2006__articolo__175,dlgs_163_2006,dlgs_163_2006,175,ok,35.0,5.0,10.0,40.0,10.0,0.0
dlgs_163_2006__articolo__178,dlgs_163_2006,dlgs_163_2006,178,ok,15.0,20.0,10.0,35.0,20.0,0.0
dlgs_163_2006__articolo__180,dlgs_163_2006,dlgs_163_2006,180,ok,15.0,10.0,5.0,45.0,20.0,5.0
dlgs_163_2006__articolo__183,dlgs_163_2006,dlgs_163_2006,183,ok,18.0,28.0,12.0,30.0,10.0,2.0
dlgs_163_2006__articolo__184,dlgs_163_2006,dlgs_163_2006,184,ok,10.0,0.0,15.0,60.0,5.0,10.0
dlgs_163_2006__articolo__187,dlgs_163_2006,dlgs_163_2006,187,ok,12.0,8.0,10.0,45.0,15.0,10.0
dlgs_163_2006__articolo__195,dlgs_163_2006,dlgs_163_2006,195,ok,30.0,20.0,10.0,25.0,12.0,3.0
dlgs_163_2006__articolo__199,dlgs_163_2006,dlgs_163_2006,199,ok,18.0,14.0,20.0,38.0,10.0,0.0
dlgs_163_2006__articolo__207,dlgs_163_2006,dlgs_163_2006,207,ok,15.0,35.0,25.0,10.0,15.0,0.0
dlgs_163_2006__articolo__209,dlgs_163_2006,dlgs_163_2006,209,ok,20.0,35.0,15.0,10.0,20.0,0.0
dlgs_163_2006__articolo__215,dlgs_163_2006,dlgs_163_2006,215,ok,0.0,70.0,20.0,0.0,10.0,0.0
dlgs_163_2006__articolo__212,dlgs_163_2006,dlgs_163_2006,212,ok,5.0,55.0,10.0,0.0,20.0,10.0
dlgs_163_2006__articolo__213,dlgs_163_2006,dlgs_163_2006,213,ok,8.0,37.0,12.0,28.0,15.0,0.0
dlgs_163_2006__articolo__227,dlgs_163_2006,dlgs_163_2006,227,ok,10.0,15.0,20.0,40.0,15.0,0.0
dlgs_163_2006__articolo__234,dlgs_163_2006,dlgs_163_2006,234,ok,45.0,30.0,15.0,0.0,10.0,0.0
dlgs_163_2006__articolo__236,dlgs_163_2006,dlgs_163_2006,236,ok,25.0,20.0,10.0,20.0,15.0,10.0
dlgs_163_2006__articolo__240,dlgs_163_2006,dlgs_163_2006,240,ok,8.0,14.0,18.0,60.0,0.0,0.0
dlgs_163_2006__articolo__242,dlgs_163_2006,dlgs_163_2006,242,ok,12.0,14.0,18.0,42.0,6.0,8.0
dlgs_163_2006__articolo__245,dlgs_163_2006,dlgs_163_2006,245,ok,15.0,10.0,20.0,30.0,15.0,10.0
dlgs_163_2006__articolo__246,dlgs_163_2006,dlgs_163_2006,246,ok,15.0,10.0,15.0,40.0,10.0,10.0
dlgs_163_2006__articolo__249,dlgs_163_2006,dlgs_163_2006,249,ok,10.0,0.0,0.0,70.0,20.0,0.0
dlgs_163_2006__articolo__251,dlgs_163_2006,dlgs_163_2006,251,ok,10.0,10.0,15.0,55.0,5.0,5.0
dlgs_163_2006__articolo__253,dlgs_163_2006,dlgs_163_2006,253,ok,5.0,18.0,22.0,20.0,30.0,5.0
dlgs_163_2006__articolo__254,dlgs_163_2006,dlgs_163_2006,254,ok,5.0,0.0,5.0,15.0,40.0,35.0
dlgs_56_2017__articolo__3,dlgs_56_2017,dlgs_56_2017,3,ok,0.0,0.0,0.0,0.0,10.0,90.0
dlgs_56_2017__articolo__4,dlgs_56_2017,dlgs_56_2017,4,ok,35.0,10.0,8.0,12.0,5.0,30.0
dlgs_56_2017__articolo__8,dlgs_56_2017,dlgs_56_2017,8,ok,0.0,0.0,5.0,0.0,0.0,95.0
dlgs_56_2017__articolo__12,dlgs_56_2017,dlgs_56_2017,12,ok,0.0,0.0,0.0,0.0,0.0,100.0
dlgs_56_2017__articolo__9,dlgs_56_2017,dlgs_56_2017,9,ok,18.0,12.0,10.0,44.0,6.0,10.0
dlgs_56_2017__articolo__15,dlgs_56_2017,dlgs_56_2017,15,ok,5.0,10.0,20.0,25.0,5.0,35.0
dlgs_56_2017__articolo__16,dlgs_56_2017,dlgs_56_2017,16,ok,12.0,18.0,14.0,28.0,10.0,18.0
dlgs_56_2017__articolo__19,dlgs_56_2017,dlgs_56_2017,19,ok,4.0,0.0,0.0,68.0,4.0,24.0
dlgs_56_2017__articolo__24,dlgs_56_2017,dlgs_56_2017,24,ok,0.0,0.0,0.0,10.0,0.0,90.0
dlgs_56_2017__articolo__25,dlgs_56_2017,dlgs_56_2017,25,ok,5.0,10.0,15.0,35.0,5.0,30.0
dlgs_56_2017__articolo__26,dlgs_56_2017,dlgs_56_2017,26,ok,0.0,0.0,0.0,0.0,0.0,100.0
dlgs_56_2017__articolo__31,dlgs_56_2017,dlgs_56_2017,31,ok,0.0,0.0,10.0,20.0,15.0,55.0
dlgs_56_2017__articolo__34,dlgs_56_2017,dlgs_56_2017,34,ok,0.0,0.0,0.0,0.0,0.0,100.0
dlgs_56_2017__articolo__35,dlgs_56_2017,dlgs_56_2017,35,ok,0.0,0.0,10.0,0.0,0.0,90.0
dlgs_56_2017__articolo__36,dlgs_56_2017,dlgs_56_2017,36,ok,2.0,0.0,8.0,5.0,0.0,85.0
dlgs_56_2017__articolo__39,dlgs_56_2017,dlgs_56_2017,39,ok,0.0,0.0,0.0,5.0,0.0,95.0
dlgs_56_2017__articolo__40,dlgs_56_2017,dlgs_56_2017,40,ok,0.0,10.0,20.0,20.0,5.0,45.0
dlgs_56_2017__articolo__42,dlgs_56_2017,dlgs_56_2017,42,ok,0.0,0.0,0.0,0.0,0.0,100.0
dlgs_56_2017__articolo__47,dlgs_56_2017,dlgs_56_2017,47,ok,0.0,0.0,0.0,35.0,10.0,55.0
dlgs_56_2017__articolo__48,dlgs_56_2017,dlgs_56_2017,48,ok,0.0,0.0,0.0,60.0,5.0,35.0
dlgs_56_2017__articolo__52,dlgs_56_2017,dlgs_56_2017,52,ok,0.0,5.0,10.0,10.0,0.0,75.0
dlgs_56_2017__articolo__50,dlgs_56_2017,dlgs_56_2017,50,ok,25.0,5.0,10.0,20.0,15.0,25.0
dlgs_56_2017__articolo__53,dlgs_56_2017,dlgs_56_2017,53,ok,0.0,0.0,15.0,25.0,20.0,40.0
dlgs_56_2017__articolo__57,dlgs_56_2017,dlgs_56_2017,57,ok,0.0,10.0,15.0,20.0,5.0,50.0
dlgs_56_2017__articolo__60,dlgs_56_2017,dlgs_56_2017,60,ok,0.0,0.0,0.0,0.0,0.0,100.0
dlgs_56_2017__articolo__59,dlgs_56_2017,dlgs_56_2017,59,ok,10.0,15.0,20.0,25.0,10.0,20.0
dlgs_56_2017__articolo__64,dlgs_56_2017,dlgs_56_2017,64,ok,0.0,0.0,5.0,0.0,0.0,95.0
dlgs_56_2017__articolo__62,dlgs_56_2017,dlgs_56_2017,62,ok,5.0,10.0,20.0,35.0,15.0,15.0
dlgs_56_2017__articolo__67,dlgs_56_2017,dlgs_56_2017,67,ok,0.0,0.0,0.0,12.0,0.0,88.0
dlgs_56_2017__articolo__69,dlgs_56_2017,dlgs_56_2017,69,ok,5.0,10.0,20.0,15.0,0.0,50.0
dlgs_56_2017__articolo__75,dlgs_56_2017,dlgs_56_2017,75,ok,0.0,0.0,0.0,35.0,10.0,55.0
dlgs_56_2017__articolo__73,dlgs_56_2017,dlgs_56_2017,73,ok,5.0,10.0,10.0,20.0,0.0,55.0
dlgs_56_2017__articolo__81,dlgs_56_2017,dlgs_56_2017,81,ok,5.0,0.0,5.0,20.0,0.0,70.0
dlgs_56_2017__articolo__87,dlgs_56_2017,dlgs_56_2017,87,ok,0.0,0.0,0.0,0.0,30.0,70.0
dlgs_56_2017__articolo__84,dlgs_56_2017,dlgs_56_2017,84,ok,0.0,0.0,0.0,0.0,0.0,100.0
dlgs_56_2017__articolo__88,dlgs_56_2017,dlgs_56_2017,88,ok,0.0,0.0,0.0,5.0,10.0,85.0
dlgs_56_2017__articolo__86,dlgs_56_2017,dlgs_56_2017,86,ok,10.0,5.0,10.0,15.0,15.0,45.0
dlgs_56_2017__articolo__94,dlgs_56_2017,dlgs_56_2017,94,ok,0.0,0.0,0.0,0.0,0.0,100.0
dlgs_56_2017__articolo__95,dlgs_56_2017,dlgs_56_2017,95,ok,0.0,0.0,20.0,35.0,5.0,40.0
dlgs_56_2017__articolo__97,dlgs_56_2017,dlgs_56_2017,97,ok,5.0,10.0,0.0,15.0,0.0,70.0
dlgs_56_2017__articolo__98,dlgs_56_2017,dlgs_56_2017,98,ok,0.0,0.0,0.0,0.0,0.0,100.0
dlgs_56_2017__articolo__100,dlgs_56_2017,dlgs_56_2017,100,ok,0.0,0.0,0.0,0.0,0.0,100.0
dlgs_56_2017__articolo__99,dlgs_56_2017,dlgs_56_2017,99,ok,0.0,0.0,0.0,0.0,10.0,90.0
dlgs_56_2017__articolo__101,dlgs_56_2017,dlgs_56_2017,101,ok,0.0,0.0,5.0,20.0,5.0,70.0
dlgs_56_2017__articolo__105,dlgs_56_2017,dlgs_56_2017,105,ok,8.0,7.0,10.0,20.0,20.0,35.0
dlgs_56_2017__articolo__106,dlgs_56_2017,dlgs_56_2017,106,ok,5.0,0.0,0.0,0.0,10.0,85.0
dlgs_56_2017__articolo__112,dlgs_56_2017,dlgs_56_2017,112,ok,0.0,0.0,0.0,0.0,10.0,90.0
dlgs_56_2017__articolo__109,dlgs_56_2017,dlgs_56_2017,109,ok,5.0,0.0,3.0,27.0,10.0,55.0
dlgs_56_2017__articolo__114,dlgs_56_2017,dlgs_56_2017,114,ok,0.0,0.0,0.0,0.0,0.0,100.0
dlgs_56_2017__articolo__119,dlgs_56_2017,dlgs_56_2017,119,ok,5.0,0.0,10.0,0.0,0.0,85.0
dlgs_56_2017__articolo__116,dlgs_56_2017,dlgs_56_2017,116,ok,20.0,0.0,10.0,25.0,15.0,30.0
dlgs_56_2017__articolo__120,dlgs_56_2017,dlgs_56_2017,120,ok,5.0,0.0,8.0,12.0,10.0,65.0
dlgs_56_2017__articolo__124,dlgs_56_2017,dlgs_56_2017,124,ok,5.0,0.0,0.0,30.0,15.0,50.0
dlgs_56_2017__articolo__128,dlgs_56_2017,dlgs_56_2017,128,ok,5.0,10.0,20.0,35.0,15.0,15.0
l_78_2022__articolo__1,l_78_2022,l_78_2022,1,ok,34.0,6.0,14.0,38.0,8.0,0.0
l_78_2022__articolo__2,l_78_2022,l_78_2022,2,ok,8.0,5.0,12.0,55.0,15.0,5.0
l_78_2022__articolo__3,l_78_2022,l_78_2022,3,ok,10.0,5.0,15.0,45.0,20.0,5.0
l_11_2016__articolo__1,l_11_2016,l_11_2016,1,ok,0.0,0.0,0.0,0.0,0.0,100.0
l_11_2016__articolo__2,l_11_2016,l_11_2016,2,ok,12.0,10.0,18.0,30.0,25.0,5.0
l_11_2016__articolo__3,l_11_2016,l_11_2016,3,ok,5.0,0.0,0.0,55.0,35.0,5.0
l_11_2016__articolo__4,l_11_2016,l_11_2016,4,ok,15.0,5.0,10.0,35.0,30.0,5.0
l_11_2016__articolo__6,l_11_2016,l_11_2016,6,ok,5.0,0.0,0.0,65.0,25.0,5.0
l_11_2016__articolo__5,l_11_2016,l_11_2016,5,ok,15.0,0.0,0.0,45.0,25.0,15.0
l_11_2016__articolo__7,l_11_2016,l_11_2016,7,ok,5.0,5.0,5.0,65.0,20.0,0.0
l_108_2021__articolo__1,l_108_2021,l_108_2021,1,ok,12.0,4.0,14.0,42.0,10.0,18.0
l_108_2021__articolo__2,l_108_2021,l_108_2021,2,ok,35.0,5.0,10.0,35.0,10.0,5.0
l_108_2021__articolo__3,l_108_2021,l_108_2021,3,ok,42.0,3.0,2.0,43.0,10.0,0.0
l_108_2021__articolo__6,l_108_2021,l_108_2021,6,ok,25.0,10.0,12.0,40.0,10.0,3.0
l_108_2021__articolo__11 - bis,l_108_2021,l_108_2021,11 - bis,ok,20.0,5.0,15.0,45.0,15.0,0.0
l_108_2021__articolo__12,l_108_2021,l_108_2021,12,ok,18.0,4.0,28.0,32.0,12.0,6.0
l_108_2021__articolo__15 - bis,l_108_2021,l_108_2021,15 - bis,ok,5.0,7.0,18.0,52.0,8.0,10.0
l_108_2021__articolo__17,l_108_2021,l_108_2021,17,ok,15.0,5.0,10.0,40.0,5.0,25.0
l_108_2021__articolo__18,l_108_2021,l_108_2021,18,ok,18.0,12.0,8.0,20.0,22.0,20.0
l_108_2021__articolo__20,l_108_2021,l_108_2021,20,ok,10.0,15.0,20.0,15.0,5.0,35.0
l_108_2021__articolo__18 - bis,l_108_2021,l_108_2021,18 - bis,ok,8.0,12.0,18.0,45.0,12.0,5.0
l_108_2021__articolo__23,l_108_2021,l_108_2021,23,ok,12.0,5.0,8.0,55.0,12.0,8.0
l_108_2021__articolo__24 - bis,l_108_2021,l_108_2021,24 - bis,ok,12.0,8.0,10.0,40.0,15.0,15.0
l_108_2021__articolo__25,l_108_2021,l_108_2021,25,ok,0.0,10.0,0.0,20.0,0.0,70.0
l_108_2021__articolo__27,l_108_2021,l_108_2021,27,ok,38.0,7.0,8.0,37.0,5.0,5.0
l_108_2021__articolo__31,l_108_2021,l_108_2021,31,ok,18.0,22.0,20.0,12.0,10.0,18.0
l_108_2021__articolo__31 - quinquies,l_108_2021,l_108_2021,31 - quinquies,ok,10.0,20.0,10.0,25.0,15.0,20.0
l_108_2021__articolo__32,l_108_2021,l_108_2021,32,ok,5.0,10.0,20.0,30.0,5.0,30.0
l_108_2021__articolo__32 - quater,l_108_2021,l_108_2021,32 - quater,ok,25.0,10.0,10.0,20.0,5.0,30.0
l_108_2021__articolo__33,l_108_2021,l_108_2021,33,ok,5.0,20.0,15.0,20.0,35.0,5.0
l_108_2021__articolo__33 - ter,l_108_2021,l_108_2021,33 - ter,ok,5.0,10.0,20.0,35.0,5.0,25.0
l_108_2021__articolo__36,l_108_2021,l_108_2021,36,ok,45.0,10.0,20.0,15.0,5.0,5.0
l_108_2021__articolo__36 - ter,l_108_2021,l_108_2021,36 - ter,ok,12.0,8.0,18.0,32.0,10.0,20.0
l_108_2021__articolo__39 - quater,l_108_2021,l_108_2021,39 - quater,ok,45.0,5.0,3.0,22.0,15.0,10.0
l_108_2021__articolo__39 - sexies,l_108_2021,l_108_2021,39 - sexies,ok,8.0,6.0,10.0,24.0,12.0,40.0
l_108_2021__articolo__42,l_108_2021,l_108_2021,42,ok,45.0,0.0,5.0,40.0,10.0,0.0
l_108_2021__articolo__43,l_108_2021,l_108_2021,43,ok,35.0,5.0,10.0,35.0,10.0,5.0
l_108_2021__articolo__45,l_108_2021,l_108_2021,45,ok,35.0,10.0,5.0,40.0,10.0,0.0
l_108_2021__articolo__47 - ter,l_108_2021,l_108_2021,47 - ter,ok,10.0,15.0,20.0,35.0,15.0,5.0
l_108_2021__articolo__48,l_108_2021,l_108_2021,48,ok,18.0,14.0,28.0,22.0,8.0,10.0
l_108_2021__articolo__50,l_108_2021,l_108_2021,50,ok,18.0,7.0,20.0,17.0,8.0,30.0
l_108_2021__articolo__53,l_108_2021,l_108_2021,53,ok,12.0,8.0,14.0,26.0,20.0,20.0
l_108_2021__articolo__54,l_108_2021,l_108_2021,54,ok,35.0,10.0,15.0,25.0,15.0,0.0
l_108_2021__articolo__55 - bis,l_108_2021,l_108_2021,55 - bis,ok,5.0,10.0,15.0,30.0,10.0,30.0
l_108_2021__articolo__56 - quater,l_108_2021,l_108_2021,56 - quater,ok,8.0,7.0,18.0,42.0,10.0,15.0
l_108_2021__articolo__57,l_108_2021,l_108_2021,57,ok,12.0,8.0,18.0,45.0,7.0,10.0
l_108_2021__articolo__59,l_108_2021,l_108_2021,59,ok,10.0,0.0,0.0,25.0,45.0,20.0
l_108_2021__articolo__60,l_108_2021,l_108_2021,60,ok,0.0,0.0,0.0,0.0,0.0,100.0
l_108_2021__articolo__61,l_108_2021,l_108_2021,61,ok,5.0,10.0,15.0,20.0,10.0,40.0
l_108_2021__articolo__62,l_108_2021,l_108_2021,62,ok,5.0,0.0,0.0,20.0,10.0,65.0
l_108_2021__articolo__63,l_108_2021,l_108_2021,63,ok,18.0,22.0,14.0,18.0,4.0,24.0
l_108_2021__articolo__65 - bis,l_108_2021,l_108_2021,65 - bis,ok,10.0,5.0,15.0,35.0,10.0,25.0
l_108_2021__articolo__66 - bis,l_108_2021,l_108_2021,66 - bis,ok,0.0,0.0,0.0,10.0,0.0,90.0
l_108_2021__articolo__66 - quinquies,l_108_2021,l_108_2021,66 - quinquies,ok,0.0,0.0,0.0,10.0,20.0,70.0
l_108_2021__articolo__67,l_108_2021,l_108_2021,67,ok,0.0,0.0,0.0,10.0,15.0,75.0
l_120_2020__articolo__1,l_120_2020,l_120_2020,1,ok,12.0,8.0,18.0,22.0,20.0,20.0
l_120_2020__articolo__2 - bis,l_120_2020,l_120_2020,2 - bis,ok,8.0,12.0,35.0,25.0,15.0,5.0
l_120_2020__articolo__3,l_120_2020,l_120_2020,3,ok,35.0,15.0,20.0,20.0,5.0,5.0
l_120_2020__articolo__4,l_120_2020,l_120_2020,4,ok,5.0,10.0,15.0,30.0,25.0,15.0
l_120_2020__articolo__5,l_120_2020,l_120_2020,5,ok,8.0,12.0,25.0,30.0,15.0,10.0
l_120_2020__articolo__7,l_120_2020,l_120_2020,7,ok,18.0,10.0,22.0,34.0,10.0,6.0
l_120_2020__articolo__8 - bis,l_120_2020,l_120_2020,8 - bis,ok,0.0,0.0,0.0,20.0,0.0,80.0
l_120_2020__articolo__9,l_120_2020,l_120_2020,9,ok,35.0,12.0,18.0,20.0,10.0,5.0
l_120_2020__articolo__10,l_120_2020,l_120_2020,10,ok,22.0,18.0,20.0,10.0,5.0,25.0
l_120_2020__articolo__11,l_120_2020,l_120_2020,11,ok,18.0,5.0,7.0,55.0,5.0,10.0
l_120_2020__articolo__15,l_120_2020,l_120_2020,15,ok,15.0,5.0,10.0,35.0,10.0,25.0
l_120_2020__articolo__16 - ter,l_120_2020,l_120_2020,16 - ter,ok,5.0,18.0,24.0,10.0,13.0,30.0
l_120_2020__articolo__16 - quater,l_120_2020,l_120_2020,16 - quater,ok,5.0,10.0,25.0,35.0,10.0,15.0
l_120_2020__articolo__16 - quinquies,l_120_2020,l_120_2020,16 - quinquies,ok,12.0,6.0,14.0,28.0,10.0,30.0
l_120_2020__articolo__19,l_120_2020,l_120_2020,19,ok,12.0,8.0,14.0,38.0,18.0,10.0
l_120_2020__articolo__20 - bis,l_120_2020,l_120_2020,20 - bis,ok,15.0,10.0,20.0,35.0,10.0,10.0
l_120_2020__articolo__22,l_120_2020,l_120_2020,22,ok,18.0,12.0,8.0,22.0,5.0,35.0
l_120_2020__articolo__29 - ter,l_120_2020,l_120_2020,29 - ter,ok,20.0,5.0,10.0,20.0,5.0,40.0
l_120_2020__articolo__31,l_120_2020,l_120_2020,31,ok,55.0,8.0,7.0,22.0,3.0,5.0
l_120_2020__articolo__37,l_120_2020,l_120_2020,37,ok,8.0,24.0,20.0,33.0,5.0,10.0
l_120_2020__articolo__38 - bis,l_120_2020,l_120_2020,38 - bis,ok,10.0,35.0,15.0,10.0,20.0,10.0
