segment_id,celex,node_id,tipo,identificatore,llm_status,evidence,lamf_L1,lamf_L2,lamf_L3,lamf_L4
l_108_2021__articolo__42,l_108_2021,l_108_2021,articolo,42,ok,"[{""testo"": ""Art. 42."", ""layer"": ""L2"", ""motivo"": ""This is a statutory article within a legislative act, so its core function is codification/transposition of binding rules rather than primary constitutional norm-making.""}, {""testo"": ""La piattaforma nazionale-DGC per l’emissione, il rilascio e la verifica delle certificazioni COVID-19"", ""layer"": ""L3"", ""motivo"": ""This establishes an implementing digital infrastructure and specifies how the system must operate, which is characteristic of regulatory/implementing norms.""}, {""testo"": ""sono rese disponibili all’interessato"", ""layer"": ""L4"", ""motivo"": ""This prescribes the concrete operational modality for access to certificates, a detailed procedural rule.""}, {""testo"": ""tramite autenticazione al portale della piattaforma nazionale"", ""layer"": ""L4"", ""motivo"": ""This is a technical-access requirement describing the exact procedure for use of the platform.""}, {""testo"": ""le regioni e le province autonome di Trento e di Bolzano trasmettono alla piattaforma"", ""layer"": ""L3"", ""motivo"": ""This allocates implementation duties to public bodies and sets the operational framework for data transmission.""}, {""testo"": ""con le modalità individuate con il decreto del Presidente del Consiglio dei ministri"", ""layer"": ""L3"", ""motivo"": ""This expressly delegates the specification of application modalities to a secondary regulatory act.""}, {""testo"": ""entro un congruo termine perentorio"", ""layer"": ""L4"", ""motivo"": ""This introduces a procedural deadline tied to enforcement, which is a detailed operational norm.""}, {""testo"": ""può nominare un commissario ad acta"", ""layer"": ""L4"", ""motivo"": ""This provides a concrete enforcement mechanism for non-compliance, typical of operational provisions.""}, {""testo"": ""Al commissario non spettano compensi, indennità o rimborsi"", ""layer"": ""L4"", ""motivo"": ""This is a specific administrative-financial rule governing the execution of the enforcement mechanism.""}]",10.0,55.0,20.0,15.0
l_108_2021__articolo__43,l_108_2021,l_108_2021,articolo,43,ok,"[{""testo"": ""Con decreto del Ministro delle infrastrutture e della mobilità sostenibili"", ""layer"": ""L3"", ""motivo"": ""This delegates implementation to a ministerial decree, which is a regulatory/implementing act rather than a primary norm.""}, {""testo"": ""ai sensi dell’articolo 17, comma 3, della legge 23 agosto 1988, n. 400"", ""layer"": ""L1"", ""motivo"": ""This is an enabling reference to the general legal framework for secondary rule-making powers.""}, {""testo"": ""è istituito, senza nuovi o maggiori oneri per la finanza pubblica, l’Osservatorio tecnico di supporto"", ""layer"": ""L3"", ""motivo"": ""The creation of an administrative body with support functions is an implementing-organizational provision.""}, {""testo"": ""entro quindici giorni dalla ricezione"", ""layer"": ""L4"", ""motivo"": ""This sets a concrete procedural deadline, typical of operational norms.""}, {""testo"": ""entro e non oltre il termine di quindici giorni"", ""layer"": ""L4"", ""motivo"": ""This is a detailed time limit governing the procedure’s execution.""}, {""testo"": ""il parere si intende reso in senso favorevole"", ""layer"": ""L4"", ""motivo"": ""This establishes an automatic procedural consequence tied to non-action, which is an operational enforcement mechanism.""}, {""testo"": ""prima dell’approvazione di cui all’articolo 27 del decreto legislativo 18 aprile 2016, n. 50"", ""layer"": ""L2"", ""motivo"": ""This operates within the codified public procurement framework and modifies the procedural sequence of the code.""}, {""testo"": ""il progetto di fattibilità tecnica ed economica ... è trasmesso, a cura della stazione appaltante"", ""layer"": ""L2"", ""motivo"": ""This prescribes a general procedural obligation for contracting authorities within the legislative code.""}, {""testo"": ""Decorsi tali termini, il parere si intende reso in senso favorevole"", ""layer"": ""L4"", ""motivo"": ""This is a specific procedural rule with a clear legal effect upon expiry of the deadline.""}]",10.0,70.0,15.0,5.0
l_108_2021__articolo__45,l_108_2021,l_108_2021,articolo,45,ok,"[{""testo"": ""regolamento (UE) 2021/240 ... e al regolamento (UE) 2021/241"", ""layer"": ""L1"", ""motivo"": ""These references anchor the provision in higher-level EU framework objectives, showing a primary enabling and programmatic function rather than detailed implementation.""}, {""testo"": ""è istituito, fino al 31 dicembre 2026, presso il Consiglio superiore dei lavori pubblici"", ""layer"": ""L2"", ""motivo"": ""The article directly creates a temporary institutional arrangement within the statutory framework, which is characteristic of codifying/organizing legislation.""}, {""testo"": ""con decreto del Ministro delle infrastrutture e della mobilità sostenibili"", ""layer"": ""L3"", ""motivo"": ""This delegates operational specification to a ministerial decree, indicating an implementing-regulatory layer.""}, {""testo"": ""entro sessanta giorni"", ""layer"": ""L4"", ""motivo"": ""The provision sets a precise deadline, which is a typical procedural-operational rule.""}, {""testo"": ""nei limiti di una spesa pari a euro 391.490"", ""layer"": ""L4"", ""motivo"": ""The article contains exact financial thresholds and caps, reflecting detailed operational regulation.""}, {""testo"": ""soglie dimensionali delle opere da sottoporre obbligatoriamente a dibattito pubblico"", ""layer"": ""L4"", ""motivo"": ""This is a concrete procedural criterion that determines when a specific administrative procedure applies.""}, {""testo"": ""a pena di esclusione"", ""layer"": ""L4"", ""motivo"": ""This is an enforcement mechanism tied to a formal requirement, which is typical of detailed procedural norms.""}]",10.0,20.0,30.0,40.0
l_108_2021__articolo__47 - ter,l_108_2021,l_108_2021,articolo,47 - ter,ok,"[{""testo"": ""Ai fini della tutela della libera concorrenza e di garantire il pluralismo degli operatori nel mercato"", ""layer"": ""L1"", ""motivo"": ""This states a general regulatory objective and principle, which is characteristic of primary normative framing rather than operational detail.""}, {""testo"": ""le disposizioni di cui al presente articolo si applicano compatibilmente con il diritto dell'Unione europea"", ""layer"": ""L1"", ""motivo"": ""This is a general clause of systemic coordination with higher-ranking law, typical of foundational norms.""}, {""testo"": ""All’articolo 177, comma 2, primo periodo, del codice dei contratti pubblici ... le parole: «31 dicembre 2021» sono sostituite dalle seguenti: «31 dicembre 2022»"", ""layer"": ""L2"", ""motivo"": ""This amends a legislative code through a statutory modification, which is a codification-level intervention.""}, {""testo"": ""le procedure afferenti agli investimenti pubblici finanziati ... possono prevedere, nel bando di gara, nell’avviso o nell’invito criteri premiali"", ""layer"": ""L2"", ""motivo"": ""This sets a general legal rule on what procurement procedures may include, defining rights and obligations at the code/statute level.""}, {""testo"": ""si applica l’articolo 125 del codice del processo amministrativo"", ""layer"": ""L3"", ""motivo"": ""This is a cross-reference to an implementing procedural regime, indicating application of an operational judicial rule.""}, {""testo"": ""Sul progetto di fattibilità tecnica ed economica posto a base di gara, è sempre convocata la conferenza di servizi"", ""layer"": ""L4"", ""motivo"": ""This prescribes a concrete procedural step with mandatory timing/sequence, which is detailed operational regulation.""}, {""testo"": ""entro cinque giorni dall’aggiudicazione"", ""layer"": ""L4"", ""motivo"": ""This is a precise deadline, a classic feature of procedural-operational norms.""}, {""testo"": ""In entrambi i casi, l’offerta relativa al prezzo indica distintamente il corrispettivo richiesto"", ""layer"": ""L4"", ""motivo"": ""This imposes a formal content requirement for offers, which belongs to detailed operational rules.""}]",10.0,55.0,5.0,30.0
l_108_2021__articolo__48,l_108_2021,l_108_2021,articolo,48,empty,[],0.0,0.0,0.0,0.0
l_108_2021__articolo__50,l_108_2021,l_108_2021,articolo,50,ok,"[{""testo"": ""\""Al fine di conseguire gli obbiettivi di cui al regolamento (UE) 2021/240 ... e al regolamento (UE) 2021/241\"""", ""layer"": ""L1"", ""motivo"": ""This refers to the EU-level enabling framework and the general policy purpose, which is characteristic of primary normative context rather than operational detail.""}, {""testo"": ""\""si applicano le disposizioni del presente titolo, nonché le disposizioni del presente articolo\"""", ""layer"": ""L2"", ""motivo"": ""This is a codifying legislative provision that defines the applicable legal regime and general rules for procurement under PNRR/PNC funding.""}, {""testo"": ""\""In deroga all’articolo 113-bis del decreto legislativo n. 50 del 2016\"""", ""layer"": ""L2"", ""motivo"": ""The text operates by modifying a legislative decree, which is typical of transposition/codification-level norms.""}, {""testo"": ""\""Entro sessanta giorni ... sono approvate apposite Linee\"""", ""layer"": ""L3"", ""motivo"": ""This delegates implementation to guidelines to be adopted later, which is a classic regulatory/implementing function.""}, {""testo"": ""\""previo parere del Consiglio superiore dei lavori pubblici\"""", ""layer"": ""L3"", ""motivo"": ""The requirement of a prior opinion for issuing implementing guidelines shows a secondary rule-making mechanism.""}, {""testo"": ""\""affidamento diretto per lavori di importo inferiore a 150.000 euro\"""", ""layer"": ""L4"", ""motivo"": ""This sets a precise numerical threshold governing the concrete procurement procedure.""}, {""testo"": ""\""le penali dovute ... possono essere calcolate in misura giornaliera compresa tra lo 0,6 per mille e l’1 per mille\"""", ""layer"": ""L4"", ""motivo"": ""This is a detailed operational rule with exact rates and calculation parameters.""}, {""testo"": ""\""entro cinque giorni dalla loro adozione\"""", ""layer"": ""L4"", ""motivo"": ""This imposes a specific deadline for procedural compliance, which is a hallmark of operational norms.""}, {""testo"": ""\""l’altezza minima interna utile ... è fissata in 2,4 metri\"""", ""layer"": ""L4"", ""motivo"": ""This is a technical-formal requirement expressed through exact measurements, clearly belonging to the operational level.""}]",5.0,20.0,15.0,60.0
l_108_2021__articolo__53,l_108_2021,l_108_2021,articolo,53,ok,"[{""testo"": ""«Fermo restando ... quanto previsto dall’articolo 1, comma 2, lettera a), del decreto-legge 16 luglio 2020, n. 76 ... così come modificato dal presente decreto»"", ""layer"": ""L2"", ""motivo"": ""The segment mainly amends and coordinates primary legislative sources, so its core function is codification/legislative modification rather than regulation.""}, {""testo"": ""«Al decreto legislativo 18 aprile 2016, n. 50 ... sono apportate le seguenti modificazioni»"", ""layer"": ""L2"", ""motivo"": ""It directly changes the Public Contracts Code, which is a legislative codification norm at the statutory level.""}, {""testo"": ""«la struttura della Presidenza del Consiglio ... esercita la funzione ... sentita l’AgID»"", ""layer"": ""L3"", ""motivo"": ""This assigns an implementing/coordination function to an administrative structure, indicating regulatory application rather than primary legislation.""}, {""testo"": ""«detta anche prescrizioni, obbligatorie e vincolanti»"", ""layer"": ""L3"", ""motivo"": ""The provision authorizes binding operational prescriptions, a classic implementing-regulatory feature.""}, {""testo"": ""«i termini e le regole tecniche per l’acquisizione, l’aggiornamento e la consultazione»"", ""layer"": ""L3"", ""motivo"": ""This specifies technical-operational rules for implementation, but still within a regulatory/administrative framework.""}, {""testo"": ""«le parole “31 dicembre 2021” sono sostituite dalle seguenti: “30 giugno 2023”»"", ""layer"": ""L4"", ""motivo"": ""This is a precise deadline adjustment, which is a detailed procedural norm.""}, {""testo"": ""«le verifiche successive ai fini del comprovato possesso dei requisiti da completarsi entro sessanta giorni»"", ""layer"": ""L4"", ""motivo"": ""It sets a concrete time limit for post-award verification, a typical operational rule.""}, {""testo"": ""«le amministrazioni stipulano il contratto e avviano l’esecuzione dello stesso secondo le modalità di cui all’articolo 75, comma 3»"", ""layer"": ""L4"", ""motivo"": ""This governs the concrete sequence and method of contract execution, which is procedural and operational.""}, {""testo"": ""«le stazioni appaltanti possono ricorrere alla procedura di cui all’articolo 48, comma 3»"", ""layer"": ""L4"", ""motivo"": ""The provision directs the use of a specific procedure in a narrowly defined case, showing detailed operational regulation.""}, {""testo"": ""«Fermo restando»"", ""layer"": ""L1"", ""motivo"": ""This formula signals preservation of the higher-level legal framework, but only marginally, since the segment is mostly amending legislation.""}]",10.0,55.0,20.0,15.0
l_108_2021__articolo__54,l_108_2021,l_108_2021,articolo,54,ok,"[{""testo"": ""“al fine di favorire il più celere svolgimento delle procedure connesse all’affidamento e all’esecuzione dei contratti pubblici”"", ""layer"": ""L1"", ""motivo"": ""This is a programmatic clause expressing the legislative purpose and general policy rationale, which is characteristic of primary framework norms.""}, {""testo"": ""“si applicano le disposizioni del citato articolo 30, comma 6”"", ""layer"": ""L2"", ""motivo"": ""This cross-reference incorporates an existing statutory rule into the procurement framework, which is typical of codifying/transposition-level norms.""}, {""testo"": ""“il Ministero dell’istruzione predispone linee guida tecniche”"", ""layer"": ""L3"", ""motivo"": ""The provision delegates operational specification to technical guidelines, a classic implementing/regulatory function.""}, {""testo"": ""“individua anche i termini che gli enti locali rispettano per la progettazione, l’affidamento, l’esecuzione e il collaudo dei lavori”"", ""layer"": ""L4"", ""motivo"": ""This sets concrete procedural deadlines and phases, which are detailed operational rules.""}, {""testo"": ""“l’invito è rivolto ad almeno cinque operatori economici”"", ""layer"": ""L4"", ""motivo"": ""This establishes a numerical threshold for the invitation procedure, a hallmark of procedural-operational regulation.""}, {""testo"": ""“in caso di inerzia degli enti locali beneficiari”"", ""layer"": ""L4"", ""motivo"": ""This creates a specific trigger for an enforcement mechanism tied to procedural default, which is operational in nature.""}, {""testo"": ""“secondo indicazioni del Ministero dell’istruzione, sentito il Ministero dell’economia e delle finanze”"", ""layer"": ""L3"", ""motivo"": ""This describes the administrative modality for applying the rule through ministerial indications, fitting implementing norms.""}]",10.0,35.0,30.0,25.0
l_108_2021__articolo__55 - bis,l_108_2021,l_108_2021,articolo,55 - bis,ok,"[{""testo"": ""Regolamento (UE) 2021/241"", ""layer"": ""L1"", ""motivo"": ""This is an EU-level enabling framework referenced to justify implementation timing and conditions, so it contributes to the primary legal framework rather than detailed execution.""}, {""testo"": ""in deroga a quanto previsto dall’articolo 163 del decreto legislativo 18 agosto 2000, n. 267"", ""layer"": ""L1"", ""motivo"": ""The provision operates by derogating from a general statutory rule, which is characteristic of a higher-level norm shaping the legal framework.""}, {""testo"": ""Art. 56. Disposizioni in materia di semplificazione per l’attuazione dei programmi del Ministero della salute ricompresi nel Piano nazionale di ripresa e resilienza"", ""layer"": ""L2"", ""motivo"": ""This is a legislative amendment within a codifying/sectoral statute, defining general legal rules for implementation of a policy area.""}, {""testo"": ""All’articolo 66 del regio decreto 21 dicembre 1933, n. 1736, sono aggiunti"", ""layer"": ""L2"", ""motivo"": ""The text amends an existing primary statutory framework, which is typical of codification/transposition-level legislation.""}, {""testo"": ""sono adottate le seguenti misure di semplificazione"", ""layer"": ""L3"", ""motivo"": ""This formula introduces implementing measures that specify how the statutory framework is to be applied in practice.""}, {""testo"": ""la banca negoziatrice delegante assicura il rispetto delle disposizioni attuative e delle regole tecniche"", ""layer"": ""L3"", ""motivo"": ""It refers to implementing rules and technical standards, which are classic regulatory/soft-law operational specifications.""}, {""testo"": ""entro sessanta giorni dalla richiesta"", ""layer"": ""L4"", ""motivo"": ""This is a precise procedural deadline governing administrative action, which is a detailed operational norm.""}, {""testo"": ""entro trenta giorni"", ""layer"": ""L4"", ""motivo"": ""This is another concrete time limit that directly structures the procedure at the operational level.""}, {""testo"": ""mediante apposita variazione"", ""layer"": ""L4"", ""motivo"": ""This prescribes a specific procedural form for budget handling, which is a detailed operational requirement.""}]",10.0,35.0,15.0,40.0
l_108_2021__articolo__56 - quater,l_108_2021,l_108_2021,articolo,56 - quater,ok,"[{""testo"": ""\""decreto legislativo 10 febbraio 2005, n. 30\"""", ""layer"": ""L2"", ""motivo"": ""It refers to a legislative decree that codifies sectoral rules, which is typical of transposition/codification norms.""}, {""testo"": ""\""si applicano ai programmi indicati nel PNRR\"""", ""layer"": ""L2"", ""motivo"": ""This extends an existing statutory framework to a defined policy program, indicating codifying legislative intervention rather than mere implementation.""}, {""testo"": ""\""sono apportate le seguenti modificazioni\"""", ""layer"": ""L2"", ""motivo"": ""The provision directly amends a primary legislative code, which is characteristic of level L2.""}, {""testo"": ""\""con decreto del Presidente del Consiglio dei ministri\"""", ""layer"": ""L3"", ""motivo"": ""This delegates operational specification to an implementing act, which is a hallmark of regulatory/implementing norms.""}, {""testo"": ""\""con decreto del Ministro della salute\"""", ""layer"": ""L3"", ""motivo"": ""The rule requires a ministerial decree to complete the discipline, showing implementation through secondary regulation.""}, {""testo"": ""\""previo parere dell'Agenzia italiana del farmaco\"""", ""layer"": ""L3"", ""motivo"": ""The involvement of an administrative authority in the decision process indicates soft-law/implementing governance rather than primary legislation.""}, {""testo"": ""\""entro il 30 settembre 2021\"""", ""layer"": ""L4"", ""motivo"": ""This is a precise deadline, a typical procedural-operational detail.""}, {""testo"": ""\""per l'anno 2021\"""", ""layer"": ""L4"", ""motivo"": ""The exact temporal and financial specification is an operational rule, not a general norm.""}, {""testo"": ""\""A tale fine è autorizzata la spesa di 4,4 milioni di euro\"""", ""layer"": ""L4"", ""motivo"": ""This sets a concrete expenditure amount, which is a detailed operational provision.""}, {""testo"": ""\""decreto del Presidente del Consiglio dei ministri, da adottare\"""", ""layer"": ""L1"", ""motivo"": ""The reference to a decree-making power delegated by statute reflects the enabling framework and primary delegation logic.""}]",15.0,55.0,20.0,10.0
l_108_2021__articolo__57,l_108_2021,l_108_2021,articolo,57,ok,"[{""testo"": ""«senza nuovi o maggiori oneri per la finanza pubblica»"", ""layer"": ""L1"", ""motivo"": ""This is a general constitutional/financial constraint formula that frames the exercise of legislative power rather than regulating procurement operations.""}, {""testo"": ""«operare in deroga alle disposizioni di legge in materia di contratti pubblici»"", ""layer"": ""L1"", ""motivo"": ""The clause establishes an exceptional legal regime and a derogation power, which belongs to the primary normative framework.""}, {""testo"": ""«il Commissario straordinario può, a richiesta degli enti competenti, assumere le funzioni di stazione appaltante»"", ""layer"": ""L2"", ""motivo"": ""This is a statutory allocation of powers and responsibilities within the procurement system, typical of codifying legislation.""}, {""testo"": ""«I progetti ... sono soggetti ad autorizzazione unica»"", ""layer"": ""L2"", ""motivo"": ""It creates a general legal procedure and obligation at legislative level, defining the applicable regime for projects in ZES.""}, {""testo"": ""«in applicazione dell’articolo 14-bis della legge 7 agosto 1990, n. 241»"", ""layer"": ""L2"", ""motivo"": ""The provision anchors the rule in ordinary-law procedural legislation and integrates it into the statutory framework.""}, {""testo"": ""«con apposita delibera del Comitato interministeriale»"", ""layer"": ""L3"", ""motivo"": ""This refers to an implementing act that specifies how the statutory coordination mechanism is operationalized.""}, {""testo"": ""«le forme e con le modalità definite»"", ""layer"": ""L3"", ""motivo"": ""The phrase delegates the concrete implementation to subsequent regulatory/administrative determination.""}, {""testo"": ""«i termini ... sono da considerarsi perentori»"", ""layer"": ""L4"", ""motivo"": ""This is a detailed procedural rule fixing the legal effect of deadlines in the authorization process.""}, {""testo"": ""«Decorsi inutilmente tali termini, gli atti si intendono resi in senso favorevole»"", ""layer"": ""L4"", ""motivo"": ""It establishes a specific operational enforcement mechanism tied to procedural deadlines.""}, {""testo"": ""«entro il 31 dicembre 2026»"", ""layer"": ""L4"", ""motivo"": ""This is a precise temporal threshold typical of operational procedural regulation.""}]",15.0,55.0,20.0,10.0
l_108_2021__articolo__59,l_108_2021,l_108_2021,articolo,59,ok,"[{""testo"": ""Nelle more di una ridefinizione, semplificazione e razionalizzazione del procedimento"", ""layer"": ""L1"", ""motivo"": ""This frames a temporary legislative adjustment within a broader enabling and reform context, which is characteristic of primary-level norm-setting.""}, {""testo"": ""il termine del 30 giugno 2021 ... è prorogato al 31 dicembre 2021"", ""layer"": ""L4"", ""motivo"": ""This is a concrete deadline modification, which is a detailed procedural rule typical of operational norms.""}, {""testo"": ""previsto all’articolo 1, comma 815, della legge 30 dicembre 2020, n. 178"", ""layer"": ""L2"", ""motivo"": ""The provision operates by amending and coordinating with an ordinary law, placing it within codifying/transposition-level legislation.""}, {""testo"": ""ai fini della perequazione infrastrutturale di cui all’articolo 22 della legge 5 maggio 2009, n. 42"", ""layer"": ""L2"", ""motivo"": ""The reference anchors the rule in a statutory framework that structures the sectoral discipline, which is typical of L2.""}]",10.0,20.0,0.0,70.0
l_108_2021__articolo__60,l_108_2021,l_108_2021,articolo,60,ok,"[{""testo"": ""MODIFICHE ALLA LEGGE 7 AGOSTO 1990 N. 241"", ""layer"": ""L2"", ""motivo"": ""This indicates an ordinary legislative amendment to a general law, which is codification/transposition-level normativity rather than implementing detail.""}, {""testo"": ""All’articolo 12 del decreto-legge 12 settembre 2014, n. 133"", ""layer"": ""L2"", ""motivo"": ""The text amends a decree-law, showing a legislative act that changes the statutory framework and belongs to the codifying/transposing level.""}, {""testo"": ""convertito, con modificazioni, dalla legge 11 novembre 2014, n. 164"", ""layer"": ""L1"", ""motivo"": ""The reference to conversion by law points to primary statutory authority within the general legal framework, supporting a limited L1 component.""}]",20.0,80.0,0.0,0.0
l_108_2021__articolo__61,l_108_2021,l_108_2021,articolo,61,ok,"[{""testo"": ""all’articolo 2 della legge 7 agosto 1990, n. 241, sono apportate le seguenti modificazioni"", ""layer"": ""L2"", ""motivo"": ""This is an amending provision to a primary statute, so it operates at the level of codification and ordinary legislative regulation.""}, {""testo"": ""L’organo di governo individua un soggetto ... cui attribuire il potere sostitutivo"", ""layer"": ""L4"", ""motivo"": ""It prescribes a concrete organizational procedure and operational obligation, which is characteristic of detailed procedural norms.""}, {""testo"": ""Decorso inutilmente il termine per la conclusione del procedimento"", ""layer"": ""L4"", ""motivo"": ""The text sets a specific triggering condition tied to a deadline, a classic procedural-operational rule.""}, {""testo"": ""entro un termine pari alla metà di quello originariamente previsto"", ""layer"": ""L4"", ""motivo"": ""This establishes a precise time limit for action, which belongs to the operational level.""}, {""testo"": ""il responsabile o l’unità organizzativa ... esercita il potere sostitutivo"", ""layer"": ""L4"", ""motivo"": ""It allocates a specific enforcement mechanism to identified actors, making it a detailed procedural rule.""}, {""testo"": ""anche allo scopo di garantire il tempestivo svolgimento delle attività"", ""layer"": ""L1"", ""motivo"": ""This expresses a general legislative purpose and policy objective, which is closer to primary principles than to technical implementation.""}, {""testo"": ""per il tramite dell’Agenzia per la coesione territoriale"", ""layer"": ""L3"", ""motivo"": ""The reference to an agency as an operational intermediary indicates an implementing modality that specifies how the primary rule is carried out.""}]",10.0,55.0,5.0,30.0
l_108_2021__articolo__62,l_108_2021,l_108_2021,articolo,62,ok,"[{""testo"": ""Art. 62."", ""layer"": ""L2"", ""motivo"": ""The segment is an amending statutory provision that modifies an existing legislative framework, which is characteristic of codification/transposition-level norms rather than primary principles.""}, {""testo"": ""All’articolo 20 della legge 7 agosto 1990, n. 241"", ""layer"": ""L2"", ""motivo"": ""It intervenes directly on a primary ordinary law, showing a legislative-level amendment within the general legal framework.""}, {""testo"": ""dopo il comma 2, è inserito il seguente: «2-bis."", ""layer"": ""L2"", ""motivo"": ""The text inserts a new paragraph into an existing statute, which is a codifying/legislative technique typical of L2.""}]",0.0,100.0,0.0,0.0
l_108_2021__articolo__63,l_108_2021,l_108_2021,articolo,63,ok,"[{""testo"": ""«Al fine di promuovere la qualità della ricerca e assicurare il buon funzionamento delle procedure di valutazione, è istituito il Comitato nazionale per la valutazione della ricerca»"", ""layer"": ""L3"", ""motivo"": ""This is an implementing-organizational rule that creates a body and assigns it regulatory/coordination functions for applying the higher-level framework.""}, {""testo"": ""«Il CNVR definisce le proprie regole di organizzazione e funzionamento»"", ""layer"": ""L3"", ""motivo"": ""It delegates internal operational rule-making, which is typical of implementing norms rather than primary legislation.""}, {""testo"": ""«Le regioni e le province autonome di Trento e di Bolzano possono autorizzare trasferimenti di diritti di uso civico»"", ""layer"": ""L2"", ""motivo"": ""This is a codifying legislative provision that sets substantive legal powers and conditions within the statutory framework.""}, {""testo"": ""«a) abbiano irreversibilmente perso la conformazione fisica... prima della data di entrata in vigore»"", ""layer"": ""L4"", ""motivo"": ""This is a detailed factual condition with a temporal cutoff, characteristic of procedural/operational norms.""}, {""testo"": ""«hanno a oggetto terreni di superficie e valore ambientale equivalenti»"", ""layer"": ""L4"", ""motivo"": ""It prescribes a concrete technical requirement for the transaction, which is operational in nature.""}, {""testo"": ""«Dall’attuazione delle disposizioni di cui al presente articolo non devono derivare nuovi o maggiori oneri»"", ""layer"": ""L4"", ""motivo"": ""This is an implementation constraint tied to execution and financial compliance, not a general principle.""}, {""testo"": ""«la parola “diciotto” è sostituita dalla seguente: “dodici”»"", ""layer"": ""L4"", ""motivo"": ""A specific deadline change is a classic operational detail.""}, {""testo"": ""«sono soppresse»"", ""layer"": ""L2"", ""motivo"": ""The repeal/amendment of statutory wording is a codification-level intervention in the legislative text.""}, {""testo"": ""«è sostituito dal seguente»"", ""layer"": ""L2"", ""motivo"": ""Replacing an entire statutory article is a legislative codification act defining the legal regime.""}, {""testo"": ""«sono aggiunti, in fine, i seguenti commi»"", ""layer"": ""L2"", ""motivo"": ""Adding new statutory paragraphs is a codifying amendment that operates at the level of ordinary law.""}]",10.0,45.0,25.0,20.0
l_108_2021__articolo__65 - bis,l_108_2021,l_108_2021,articolo,65 - bis,ok,"[{""testo"": ""Al fine di assicurare la continuità del servizio pubblico di trasporto di interesse nazionale"", ""layer"": ""L1"", ""motivo"": ""This is a general-purpose clause expressing the legislative objective and public-interest framework, typical of primary principles and enabling norms.""}, {""testo"": ""sentito il Garante per la protezione dei dati personali"", ""layer"": ""L1"", ""motivo"": ""The reference to consultation with an independent authority reflects a framework-level rule that structures the exercise of regulatory power.""}, {""testo"": ""L’INPS ... individua la tipologia di dati soggetti al trattamento"", ""layer"": ""L3"", ""motivo"": ""This delegates to an implementing body the task of specifying operational data categories, which is characteristic of regulatory/implementing norms.""}, {""testo"": ""le operazioni eseguibili necessarie al funzionamento della Carta"", ""layer"": ""L3"", ""motivo"": ""It assigns technical-operational specification to the administration, indicating implementation rather than codification.""}, {""testo"": ""l’accesso, tempo- raneo e limitato al solo disbrigo delle pratiche"", ""layer"": ""L2"", ""motivo"": ""This defines a substantive legal entitlement and its scope within the statutory framework, which is typical of codifying/transposing norms.""}, {""testo"": ""alle informazioni strettamente necessarie contenute nei verbali di accertamento"", ""layer"": ""L2"", ""motivo"": ""The provision sets the legal boundary of access to information, establishing rights and obligations at the statutory level.""}]",20.0,55.0,25.0,0.0
l_108_2021__articolo__66 - bis,l_108_2021,l_108_2021,articolo,66 - bis,ok,"[{""testo"": ""Modifiche a disposizioni legislative"", ""layer"": ""L2"", ""motivo"": ""The segment consists of amendments to primary legislative texts, which is characteristic of codification/transposition-level norms rather than implementing rules.""}, {""testo"": ""Al primo periodo del comma 2 dell’articolo 5 della legge 15 dicembre 1990, n. 395"", ""layer"": ""L2"", ""motivo"": ""This directly amends a statutory provision, showing a legislative-level intervention that defines the legal framework.""}, {""testo"": ""Al comma 4 -octies dell’articolo 241 -bis del decreto legislativo 3 aprile 2006, n. 152"", ""layer"": ""L2"", ""motivo"": ""The text modifies a legislative decree, which is a codifying/transposing act placed at the second hierarchical level.""}]",0.0,100.0,0.0,0.0
l_108_2021__articolo__66 - quinquies,l_108_2021,l_108_2021,articolo,66 - quinquies,ok,"[{""testo"": ""«è abrogato»"", ""layer"": ""L2"", ""motivo"": ""The segment mainly amends or repeals provisions within existing legislative texts, which is characteristic of codification/transposition-level norms.""}, {""testo"": ""«decreto legislativo 30 aprile 1992, n. 285»"", ""layer"": ""L2"", ""motivo"": ""Reference to a legislative decree as the object of amendment places the provision within the level of ordinary codified legislation.""}, {""testo"": ""«decreto-legge 17 marzo 2020, n. 18, convertito, con modificazioni»"", ""layer"": ""L2"", ""motivo"": ""The text operates by modifying a statutory decree-law framework, indicating a legislative-codification function rather than a regulatory one.""}, {""testo"": ""«All’articolo 208, comma 5-bis»"", ""layer"": ""L4"", ""motivo"": ""The use of a specific article and comma shows a detailed operative amendment at the procedural level.""}, {""testo"": ""«sono aggiunte, in fine, le seguenti parole»"", ""layer"": ""L4"", ""motivo"": ""This is a precise drafting instruction that directly changes the operative wording of a rule.""}, {""testo"": ""«Clausola di salvaguardia»"", ""layer"": ""L1"", ""motivo"": ""The safeguard clause expresses a general constitutional/territorial coordination principle rather than a detailed operational rule.""}, {""testo"": ""«compatibilmente con i rispettivi statuti speciali»"", ""layer"": ""L1"", ""motivo"": ""This is a high-level conflict-of-laws clause preserving special autonomy regimes, which belongs to the primary normative framework.""}]",10.0,70.0,0.0,20.0
