segment_id,celex,node_id,articolo_id,llm_status,pct__Scope_and_applicability_provisions,pct__Empowering_and_enabling_provisions,pct__Delegation_and_empowerment_clauses,pct__Scope-limiting_exceptions,pct__Incorporation_by_reference_clauses,pct__Procedural_coordination_and_consultation_clauses,pct__Procedural_safeguards_and_confidentiality,pct__Operational_flexibility_and_derogation_clauses,pct__Procedural_notification_and_reporting_clauses,pct__Implementation_and_reporting_duties,pct__Operational_procedural_provisions
32023R1441__articolo__20_p3,32023R1441,32023R1441,20_p3,ok,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32023R1441__articolo__20_p4,32023R1441,32023R1441,20_p4,ok,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32023R1441__articolo__20_p5,32023R1441,32023R1441,20_p5,ok,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32023R1441__articolo__20_p6,32023R1441,32023R1441,20_p6,ok,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
32023R1441__articolo__20_p7,32023R1441,32023R1441,20_p7,ok,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
32023R1441__articolo__20_p8,32023R1441,32023R1441,20_p8,ok,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
32023R1441__articolo__20_p9,32023R1441,32023R1441,20_p9,ok,0.0,15.0,25.0,20.0,20.0,0.0,15.0,5.0,0.0,0.0,0.0
32023R1441__articolo__20_p10,32023R1441,32023R1441,20_p10,ok,10.0,0.0,0.0,65.0,0.0,0.0,20.0,0.0,5.0,0.0,0.0
32023R1441__articolo__20_p11,32023R1441,32023R1441,20_p11,ok,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
32023R1441__articolo__20_p12,32023R1441,32023R1441,20_p12,ok,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,20.0,0.0,35.0
32023R1441__articolo__20_p13,32023R1441,32023R1441,20_p13,ok,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
32023R1441__articolo__20_p14,32023R1441,32023R1441,20_p14,ok,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32023R1441__articolo__20_p15,32023R1441,32023R1441,20_p15,ok,0.0,0.0,0.0,20.0,0.0,10.0,35.0,20.0,0.0,0.0,15.0
32023R1441__articolo__20_p16,32023R1441,32023R1441,20_p16,ok,0.0,0.0,0.0,0.0,30.0,0.0,20.0,0.0,0.0,0.0,50.0
32023R1441__articolo__20_p17,32023R1441,32023R1441,20_p17,ok,0.0,15.0,0.0,35.0,0.0,0.0,40.0,10.0,0.0,0.0,0.0
32023R1441__articolo__20_p18,32023R1441,32023R1441,20_p18,ok,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32023R1441__articolo__20_p19,32023R1441,32023R1441,20_p19,ok,0.0,0.0,0.0,0.0,0.0,0.0,85.0,15.0,0.0,0.0,0.0
32023R1441__articolo__20_p20,32023R1441,32023R1441,20_p20,ok,0.0,0.0,0.0,20.0,40.0,0.0,0.0,40.0,0.0,0.0,0.0
32023R1441__articolo__20_p21,32023R1441,32023R1441,20_p21,ok,0.0,0.0,0.0,0.0,20.0,0.0,80.0,0.0,0.0,0.0,0.0
32023R1441__articolo__21,32023R1441,32023R1441,21,ok,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,50.0
32023R1441__articolo__22,32023R1441,32023R1441,22,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
32023R1441__articolo__23_p1,32023R1441,32023R1441,23_p1,ok,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32023R1441__articolo__23_p2,32023R1441,32023R1441,23_p2,ok,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32023R1441__articolo__23_p3,32023R1441,32023R1441,23_p3,ok,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32023R1441__articolo__23_p4,32023R1441,32023R1441,23_p4,ok,0.0,0.0,0.0,0.0,25.0,0.0,35.0,0.0,0.0,0.0,40.0
32023R1441__articolo__23_p5,32023R1441,32023R1441,23_p5,ok,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32023R1441__articolo__23_p6,32023R1441,32023R1441,23_p6,ok,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
32023R1441__articolo__23_p7,32023R1441,32023R1441,23_p7,ok,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
32023R1441__articolo__23_p8,32023R1441,32023R1441,23_p8,ok,0.0,60.0,0.0,35.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
32023R1441__articolo__23_p9,32023R1441,32023R1441,23_p9,ok,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32023R1441__articolo__23_p10,32023R1441,32023R1441,23_p10,ok,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32023R1441__articolo__23_p11,32023R1441,32023R1441,23_p11,ok,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32023R1441__articolo__23_p12,32023R1441,32023R1441,23_p12,ok,0.0,0.0,0.0,20.0,0.0,0.0,15.0,45.0,0.0,0.0,20.0
32023R1441__articolo__23_p13,32023R1441,32023R1441,23_p13,ok,0.0,0.0,0.0,0.0,0.0,0.0,15.0,35.0,0.0,0.0,50.0
32023R1441__articolo__23_p14,32023R1441,32023R1441,23_p14,ok,0.0,5.0,0.0,15.0,10.0,0.0,40.0,15.0,0.0,10.0,5.0
32023R1441__articolo__24,32023R1441,32023R1441,24,ok,5.0,10.0,0.0,15.0,25.0,0.0,0.0,5.0,5.0,0.0,35.0
32023R1441__articolo__25_p1,32023R1441,32023R1441,25_p1,ok,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32023R1441__articolo__25_p2,32023R1441,32023R1441,25_p2,ok,0.0,0.0,0.0,15.0,35.0,0.0,0.0,20.0,10.0,0.0,20.0
32023R1441__articolo__25_p3,32023R1441,32023R1441,25_p3,ok,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,30.0
32023R1441__articolo__25_p4,32023R1441,32023R1441,25_p4,ok,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32023R1441__articolo__25_p5,32023R1441,32023R1441,25_p5,ok,0.0,0.0,0.0,25.0,15.0,0.0,0.0,0.0,10.0,0.0,50.0
32023R1441__articolo__25_p6,32023R1441,32023R1441,25_p6,ok,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32023R1441__articolo__25_p7,32023R1441,32023R1441,25_p7,ok,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32023R1441__articolo__25_p8,32023R1441,32023R1441,25_p8,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
32023R1441__articolo__25_p9,32023R1441,32023R1441,25_p9,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,50.0
32023R1441__articolo__25_p10,32023R1441,32023R1441,25_p10,ok,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,85.0
32023R1441__articolo__25_p11,32023R1441,32023R1441,25_p11,ok,0.0,0.0,0.0,0.0,15.0,0.0,20.0,0.0,25.0,0.0,40.0
32023R1441__articolo__26_p1,32023R1441,32023R1441,26_p1,ok,15.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,25.0,0.0,25.0
32023R1441__articolo__26_p2,32023R1441,32023R1441,26_p2,ok,0.0,0.0,0.0,0.0,35.0,0.0,0.0,25.0,0.0,0.0,40.0
32023R1441__articolo__26_p3,32023R1441,32023R1441,26_p3,ok,20.0,0.0,0.0,40.0,20.0,0.0,0.0,0.0,10.0,0.0,10.0
32023R1441__articolo__26_p4,32023R1441,32023R1441,26_p4,ok,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32023R1441__articolo__26_p5,32023R1441,32023R1441,26_p5,ok,40.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0
32023R1441__articolo__26_p6,32023R1441,32023R1441,26_p6,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
32023R1441__articolo__26_p7,32023R1441,32023R1441,26_p7,ok,0.0,0.0,0.0,0.0,40.0,0.0,20.0,0.0,0.0,0.0,40.0
32023R1441__articolo__27,32023R1441,32023R1441,27,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
32024R3104__articolo__1,32024R3104,32024R3104,1,ok,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
32024R3104__articolo__2,32024R3104,32024R3104,2,ok,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0
32008R1055__articolo__1,32008R1055,32008R1055,1,ok,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,35.0,45.0,0.0
32008R1055__articolo__2,32008R1055,32008R1055,2,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
32008R1055__articolo__3,32008R1055,32008R1055,3,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
32021R2126__articolo__1,32021R2126,32021R2126,1,ok,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
32021R2126__articolo__2,32021R2126,32021R2126,2,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
32019R0452__articolo__1_p1,32019R0452,32019R0452,1_p1,ok,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32019R0452__articolo__1_p2,32019R0452,32019R0452,1_p2,ok,85.0,5.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
32019R0452__articolo__1_p3,32019R0452,32019R0452,1_p3,ok,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32019R0452__articolo__1_p4,32019R0452,32019R0452,1_p4,ok,0.0,20.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32019R0452__articolo__2,32019R0452,32019R0452,2,ok,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0
32019R0452__articolo__3_p1,32019R0452,32019R0452,3_p1,ok,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32019R0452__articolo__3_p2,32019R0452,32019R0452,3_p2,ok,5.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32019R0452__articolo__3_p3,32019R0452,32019R0452,3_p3,ok,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32019R0452__articolo__3_p4,32019R0452,32019R0452,3_p4,ok,0.0,25.0,0.0,0.0,20.0,55.0,0.0,0.0,0.0,0.0,0.0
32019R0452__articolo__3_p5,32019R0452,32019R0452,3_p5,ok,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
32019R0452__articolo__3_p6,32019R0452,32019R0452,3_p6,ok,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32019R0452__articolo__3_p7,32019R0452,32019R0452,3_p7,ok,10.0,85.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32019R0452__articolo__3_p8,32019R0452,32019R0452,3_p8,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
32019R0452__articolo__3_p9,32019R0452,32019R0452,3_p9,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
32019R0452__articolo__3_p10,32019R0452,32019R0452,3_p10,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0
32019R0452__articolo__4_p1,32019R0452,32019R0452,4_p1,ok,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32019R0452__articolo__4_p2,32019R0452,32019R0452,4_p2,ok,60.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32019R0452__articolo__4_p3,32019R0452,32019R0452,4_p3,ok,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32019R0452__articolo__4_p4,32019R0452,32019R0452,4_p4,ok,85.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0
32019R0452__articolo__4_p5,32019R0452,32019R0452,4_p5,ok,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32019R0452__articolo__4_p6,32019R0452,32019R0452,4_p6,ok,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32019R0452__articolo__4_p7,32019R0452,32019R0452,4_p7,parse_error,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32019R0452__articolo__4_p8,32019R0452,32019R0452,4_p8,ok,70.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32019R0452__articolo__4_p9,32019R0452,32019R0452,4_p9,ok,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32019R0452__articolo__4_p10,32019R0452,32019R0452,4_p10,ok,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
32019R0452__articolo__4_p11,32019R0452,32019R0452,4_p11,ok,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
32019R0452__articolo__5_p1,32019R0452,32019R0452,5_p1,ok,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,45.0,45.0,0.0
32019R0452__articolo__5_p2,32019R0452,32019R0452,5_p2,ok,20.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,40.0,0.0
32019R0452__articolo__5_p3,32019R0452,32019R0452,5_p3,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,40.0,0.0
32019R0452__articolo__5_p4,32019R0452,32019R0452,5_p4,ok,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
32019R0452__articolo__6_p1,32019R0452,32019R0452,6_p1,ok,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32019R0452__articolo__6_p2,32019R0452,32019R0452,6_p2,ok,0.0,0.0,0.0,0.0,20.0,10.0,0.0,0.0,50.0,10.0,10.0
32019R0452__articolo__6_p3,32019R0452,32019R0452,6_p3,ok,0.0,15.0,0.0,0.0,0.0,60.0,0.0,0.0,25.0,0.0,0.0
32019R0452__articolo__6_p4,32019R0452,32019R0452,6_p4,ok,0.0,55.0,0.0,0.0,0.0,35.0,0.0,0.0,10.0,0.0,0.0
32019R0452__articolo__6_p5,32019R0452,32019R0452,6_p5,ok,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32019R0452__articolo__6_p6,32019R0452,32019R0452,6_p6,ok,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
32019R0452__articolo__6_p7,32019R0452,32019R0452,6_p7,ok,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,25.0,0.0,40.0
32019R0452__articolo__6_p8,32019R0452,32019R0452,6_p8,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
32019R0452__articolo__6_p9,32019R0452,32019R0452,6_p9,ok,0.0,0.0,0.0,0.0,0.0,20.0,55.0,0.0,25.0,0.0,0.0
32019R0452__articolo__6_p10,32019R0452,32019R0452,6_p10,ok,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,80.0
32019R0452__articolo__6_p11,32019R0452,32019R0452,6_p11,ok,0.0,0.0,0.0,20.0,10.0,25.0,10.0,15.0,10.0,0.0,10.0
32019R0452__articolo__6_p12,32019R0452,32019R0452,6_p12,ok,0.0,10.0,0.0,25.0,10.0,30.0,15.0,0.0,10.0,0.0,0.0
32019R0452__articolo__6_p13,32019R0452,32019R0452,6_p13,ok,0.0,0.0,0.0,0.0,15.0,85.0,0.0,0.0,0.0,0.0,0.0
32019R0452__articolo__6_p14,32019R0452,32019R0452,6_p14,ok,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32019R0452__articolo__6_p15,32019R0452,32019R0452,6_p15,ok,0.0,0.0,0.0,0.0,20.0,80.0,0.0,0.0,0.0,0.0,0.0
32019R0452__articolo__7_p1,32019R0452,32019R0452,7_p1,ok,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32019R0452__articolo__7_p2,32019R0452,32019R0452,7_p2,ok,10.0,35.0,0.0,0.0,0.0,40.0,0.0,0.0,15.0,0.0,0.0
32019R0452__articolo__7_p3,32019R0452,32019R0452,7_p3,ok,20.0,45.0,0.0,0.0,0.0,25.0,0.0,0.0,10.0,0.0,0.0
32019R0452__articolo__7_p4,32019R0452,32019R0452,7_p4,ok,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32019R0452__articolo__7_p5,32019R0452,32019R0452,7_p5,ok,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
32019R0452__articolo__7_p6,32019R0452,32019R0452,7_p6,ok,20.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32019R0452__articolo__7_p7,32019R0452,32019R0452,7_p7,ok,0.0,0.0,0.0,0.0,0.0,20.0,45.0,0.0,25.0,0.0,10.0
32019R0452__articolo__7_p8,32019R0452,32019R0452,7_p8,ok,0.0,0.0,0.0,0.0,10.0,35.0,0.0,10.0,5.0,0.0,40.0
32019R0452__articolo__7_p9,32019R0452,32019R0452,7_p9,ok,20.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0
32019R0452__articolo__7_p10,32019R0452,32019R0452,7_p10,ok,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,70.0
32019R0452__articolo__7_p11,32019R0452,32019R0452,7_p11,ok,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
32019R0452__articolo__7_p12,32019R0452,32019R0452,7_p12,ok,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32019R0452__articolo__8_p1,32019R0452,32019R0452,8_p1,ok,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32019R0452__articolo__8_p2,32019R0452,32019R0452,8_p2,ok,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32019R0452__articolo__8_p3,32019R0452,32019R0452,8_p3,ok,10.0,0.0,0.0,20.0,60.0,0.0,0.0,0.0,0.0,0.0,10.0
32019R0452__articolo__8_p4,32019R0452,32019R0452,8_p4,ok,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32019R0452__articolo__8_p5,32019R0452,32019R0452,8_p5,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
32019R0452__articolo__8_p6,32019R0452,32019R0452,8_p6,ok,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
32019R0452__articolo__8_p7,32019R0452,32019R0452,8_p7,ok,85.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0
32019R0452__articolo__8_p8,32019R0452,32019R0452,8_p8,ok,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32019R0452__articolo__9_p1,32019R0452,32019R0452,9_p1,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
32019R0452__articolo__9_p2,32019R0452,32019R0452,9_p2,ok,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,35.0,25.0,15.0
32019R0452__articolo__9_p3,32019R0452,32019R0452,9_p3,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
32019R0452__articolo__9_p4,32019R0452,32019R0452,9_p4,ok,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0
32019R0452__articolo__9_p5,32019R0452,32019R0452,9_p5,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
32019R0452__articolo__9_p6,32019R0452,32019R0452,9_p6,ok,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32019R0452__articolo__9_p7,32019R0452,32019R0452,9_p7,ok,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32019R0452__articolo__9_p8,32019R0452,32019R0452,9_p8,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
32019R0452__articolo__9_p9,32019R0452,32019R0452,9_p9,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
32019R0452__articolo__9_p10,32019R0452,32019R0452,9_p10,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,30.0
32019R0452__articolo__9_p11,32019R0452,32019R0452,9_p11,ok,10.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32019R0452__articolo__9_p12,32019R0452,32019R0452,9_p12,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
32019R0452__articolo__9_p13,32019R0452,32019R0452,9_p13,ok,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32019R0452__articolo__9_p14,32019R0452,32019R0452,9_p14,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
32019R0452__articolo__9_p15,32019R0452,32019R0452,9_p15,ok,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32019R0452__articolo__10,32019R0452,32019R0452,10,ok,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
32019R0452__articolo__11,32019R0452,32019R0452,11,ok,0.0,15.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,30.0,0.0
32019R0452__articolo__12,32019R0452,32019R0452,12,ok,0.0,10.0,0.0,0.0,0.0,70.0,20.0,0.0,0.0,0.0,0.0
32019R0452__articolo__13,32019R0452,32019R0452,13,ok,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32019R0452__articolo__14,32019R0452,32019R0452,14,ok,5.0,0.0,0.0,15.0,70.0,0.0,10.0,0.0,0.0,0.0,0.0
32019R0452__articolo__15,32019R0452,32019R0452,15,ok,0.0,10.0,0.0,0.0,0.0,15.0,0.0,0.0,25.0,50.0,0.0
32019R0452__articolo__16_p1,32019R0452,32019R0452,16_p1,ok,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32019R0452__articolo__16_p2,32019R0452,32019R0452,16_p2,ok,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32019R0452__articolo__16_p3,32019R0452,32019R0452,16_p3,ok,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32019R0452__articolo__16_p4,32019R0452,32019R0452,16_p4,ok,0.0,0.0,85.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32019R0452__articolo__16_p5,32019R0452,32019R0452,16_p5,ok,0.0,0.0,40.0,0.0,20.0,40.0,0.0,0.0,0.0,0.0,0.0
32019R0452__articolo__16_p6,32019R0452,32019R0452,16_p6,ok,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,50.0,30.0,0.0
32019R0452__articolo__16_p7,32019R0452,32019R0452,16_p7,ok,0.0,0.0,70.0,0.0,0.0,10.0,0.0,15.0,5.0,0.0,0.0
32019R0452__articolo__17,32019R0452,32019R0452,17,ok,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0
32014R0228__articolo__1,32014R0228,32014R0228,1,ok,0.0,45.0,25.0,0.0,20.0,0.0,0.0,0.0,0.0,10.0,0.0
32014R0228__articolo__2,32014R0228,32014R0228,2,ok,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0
32005R0184__articolo__1,32005R0184,32005R0184,1,ok,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32005R0184__articolo__2,32005R0184,32005R0184,2,ok,15.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,10.0,20.0,10.0
32005R0184__articolo__3,32005R0184,32005R0184,3,ok,0.0,10.0,0.0,5.0,0.0,0.0,0.0,15.0,0.0,30.0,40.0
32005R0184__articolo__4_p1,32005R0184,32005R0184,4_p1,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
32005R0184__articolo__4_p2,32005R0184,32005R0184,4_p2,ok,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32005R0184__articolo__4_p3,32005R0184,32005R0184,4_p3,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,80.0,0.0
32005R0184__articolo__4_p4,32005R0184,32005R0184,4_p4,ok,0.0,0.0,45.0,0.0,20.0,20.0,0.0,0.0,0.0,15.0,0.0
32005R0184__articolo__4_p5,32005R0184,32005R0184,4_p5,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
32005R0184__articolo__4_p6,32005R0184,32005R0184,4_p6,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,60.0,0.0
32005R0184__articolo__5,32005R0184,32005R0184,5,ok,25.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,50.0,0.0
32005R0184__articolo__6,32005R0184,32005R0184,6,ok,20.0,0.0,10.0,0.0,40.0,0.0,0.0,0.0,0.0,30.0,0.0
32005R0184__articolo__7,32005R0184,32005R0184,7,ok,0.0,0.0,40.0,0.0,10.0,0.0,0.0,0.0,20.0,20.0,10.0
32005R0184__articolo__8_p1,32005R0184,32005R0184,8_p1,ok,0.0,0.0,0.0,10.0,0.0,20.0,50.0,0.0,20.0,0.0,0.0
32005R0184__articolo__8_p2,32005R0184,32005R0184,8_p2,ok,0.0,20.0,0.0,40.0,20.0,0.0,20.0,0.0,0.0,0.0,0.0
32005R0184__articolo__8_p3,32005R0184,32005R0184,8_p3,ok,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
32005R0184__articolo__8_p4,32005R0184,32005R0184,8_p4,ok,0.0,0.0,0.0,0.0,20.0,0.0,80.0,0.0,0.0,0.0,0.0
32005R0184__articolo__9,32005R0184,32005R0184,9,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,80.0,0.0
32005R0184__articolo__10,32005R0184,32005R0184,10,ok,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
