Id,llm_author,llm_procedure,llm_tfeu_article,llm_primary_obligation,llm_status
32017R2215,Commission_implementing,delegated_implementing,,prohibition,ok
32018D0661,Commission_implementing,delegated_implementing,,technical_standard,ok
32018R0389R(01),Commission_delegated,delegated_implementing,,technical_standard,ok
32018R0871,Commission_implementing,delegated_implementing,,prohibition,ok
32019D0299,Council,other,,obligation,ok
32019R2105,Commission_implementing,delegated_implementing,,prohibition,ok
32020D0613,Commission_other,infringement,108.0,prohibition,ok
32020D1726,Council,other,218.0,obligation,ok
32020D2031,Council,other,,other,ok
32020D2252R(02),Council,treaty,217.0,other,ok
32020R2180,Commission_delegated,delegated_implementing,,obligation,ok
32021D0509R(01),Council,other,,other,ok
32021D0796,Council,other,,prohibition,ok
32021D1067R(01),Commission_implementing,delegated_implementing,,technical_standard,ok
32021D1113,Council,other,114.0,technical_standard,ok
32021D1956,Commission_implementing,delegated_implementing,,obligation,ok
32021D2008R(01),Council,other,,other,ok
32021D2054,Commission_other,delegated_implementing,,technical_standard,ok
32021D2231,Council,other,,obligation,ok
32021R0379,Other,other,,technical_standard,ok
32021R2104,Commission_delegated,delegated_implementing,,technical_standard,ok
32022D0338,Council,other,,other,ok
32022D0768,Commission_other,delegated_implementing,,technical_standard,ok
32022D1198,Commission_implementing,delegated_implementing,,technical_standard,ok
32022R0880,Council,other,215.0,prohibition,ok
32023D0577,Council,other,,other,ok
32023D0927,Council,other,,obligation,ok
32023D1059,Council,other,48.0,obligation,ok
32023D2063,Council,other,,other,ok
32023D2740,Council,other,218.0,obligation,ok
32024D1075,Council,other,194.0,obligation,ok
32024D1391,Council,other,29.0,prohibition,ok
32024D1779R(01),Council,other,29.0,prohibition,ok
32024R1366R(01),Commission_delegated,delegated_implementing,,technical_standard,ok
32024R1773,Commission_delegated,delegated_implementing,,technical_standard,ok
32025D0381,Council,other,,other,ok
31983D0472,Commission_other,other,,other,ok
31985D0523,Commission_other,other,,other,ok
31985D0528,Commission_other,other,,other,ok
31985D0531,Commission_other,other,,other,ok
31992D0435,Commission_other,other,,obligation,ok
31996E0408,Council,other,,other,ok
31997D0359,Council,other,113.0,obligation,ok
31997D0523,Commission_other,other,,technical_standard,ok
31997D0838,Council,other,,other,ok
31998D0521,Commission_other,other,,technical_standard,ok
31999D0310,Commission_other,other,,technical_standard,ok
31999D0498,Commission_other,other,,technical_standard,ok
32000E0056,Council,other,,prohibition,ok
32001D0089,Commission_other,infringement,87.0,prohibition,ok
32003L0020R(01),EP_Council,ordinary_legislative,71.0,obligation,ok
32003R1554,EP_Council,ordinary_legislative,80.0,obligation,ok
32004R0549,EP_Council,ordinary_legislative,80.0,obligation,ok
32005D0709,Commission_other,infringement,88.0,prohibition,ok
32005D0923R(01),Council,other,175.0,obligation,ok
32006L0038R(02),EP_Council,ordinary_legislative,71.0,obligation,ok
32007D0175,Commission_other,infringement,88.0,prohibition,ok
32007E0468,Council,other,,other,ok
32008D0060,Commission_other,delegated_implementing,,technical_standard,ok
32008D0294,Commission_other,other,,technical_standard,ok
32009D0001,Commission_other,other,,technical_standard,ok
32009R0298,Commission_other,delegated_implementing,,prohibition,ok
32010D0452,Council,other,,other,ok
32010D0585,Council,other,,obligation,ok
32010R0791,Commission_implementing,delegated_implementing,,prohibition,ok
32011D0121,Commission_other,delegated_implementing,,obligation,ok
32011R0390,Commission_implementing,delegated_implementing,,prohibition,ok
32013D0245,Commission_other,infringement,108.0,prohibition,ok
32013R1042,Council,delegated_implementing,397.0,obligation,ok
32015D0635,Commission_other,infringement,108.0,prohibition,ok
32016D0687R(01),Commission_implementing,delegated_implementing,,technical_standard,ok
32016D1172,Council,other,,other,ok
32017D0089,Commission_implementing,delegated_implementing,,obligation,ok
32017D0503,Commission_other,infringement,108.0,prohibition,ok
32017R0207,Commission_delegated,delegated_implementing,,technical_standard,ok
32017R1926R(01),Commission_delegated,delegated_implementing,,technical_standard,ok
32018D1942,Council,other,,obligation,ok
32019D0235,Commission_implementing,delegated_implementing,,technical_standard,ok
32019D1345R(01),Commission_implementing,delegated_implementing,,technical_standard,ok
32019D1930R(02),Commission_implementing,delegated_implementing,,technical_standard,ok
32019R1213R(01),Commission_implementing,delegated_implementing,,technical_standard,ok
32020D2252R(01),Council,treaty,217.0,other,ok
32020R0115,Council,delegated_implementing,,prohibition,ok
32020R1083,Commission_delegated,delegated_implementing,,technical_standard,ok
32020R2176,Commission_delegated,delegated_implementing,,technical_standard,ok
32021D0689R(02),Council,treaty,217.0,other,ok
32021D0698,Council,other,,obligation,ok
32021R0654,Commission_delegated,delegated_implementing,,obligation,ok
32021R1722,Commission_delegated,delegated_implementing,,technical_standard,ok
32021R2289R(01),Commission_implementing,delegated_implementing,,technical_standard,ok
32022D0173R(01),Commission_implementing,delegated_implementing,,technical_standard,ok
32022D0779,Commission_other,delegated_implementing,,technical_standard,ok
32022D2353R(01),Council,other,,other,ok
32022R1214R(01),Commission_delegated,delegated_implementing,,technical_standard,ok
32023D0921,Council,other,,other,ok
32023D0921R(01),Council,other,,other,ok
32023D2096,Council,other,207.0,obligation,ok
32023R2444,Commission_delegated,delegated_implementing,,technical_standard,ok
32023R2450,Commission_delegated,delegated_implementing,,technical_standard,ok
32023R2633,Commission_implementing,delegated_implementing,,obligation,ok
32024D1888,Commission_implementing,delegated_implementing,,technical_standard,ok
32024D2176,Council,other,,obligation,ok
32024D2846,Council,other,,other,ok
32024D3225,Council,other,194.0,obligation,ok
32024R0482,Commission_implementing,delegated_implementing,,technical_standard,ok
32024R1180R(01),Commission_delegated,delegated_implementing,,technical_standard,ok
32024R2724,Commission_implementing,delegated_implementing,,obligation,ok
32024R3137,Commission_implementing,delegated_implementing,,prohibition,ok
32025D0943,Council,other,,other,ok
32025D1054,Commission_other,other,,technical_standard,ok
32025D1064,Commission_other,other,,technical_standard,ok
31973H0157,Commission_other,recommendation,,recommendation,ok
31985D0636,Commission_other,other,,other,ok
31986A0537,Commission_other,other,,recommendation,ok
31990H0109,Commission_other,recommendation,155.0,recommendation,ok
31991D0555,Commission_other,infringement,93.0,prohibition,ok
31994D0415,Commission_other,other,,other,ok
31994D0693,Commission_other,other,,obligation,ok
31997D0520,Commission_other,other,,technical_standard,ok
31997D0815,Commission_other,other,,other,ok
31998D0515,Commission_other,other,,technical_standard,ok
31998D0734,Commission_other,other,,technical_standard,ok
32001D0782,Commission_other,infringement,81.0,prohibition,ok
32006R0474R(02),Commission_other,delegated_implementing,,prohibition,ok
32006R0474R(03),Commission_other,delegated_implementing,,prohibition,ok
32008D0286,Commission_other,delegated_implementing,,technical_standard,ok
32008D1351,EP_Council,ordinary_legislative,153.0,other,ok
32009D0010,Commission_other,delegated_implementing,,obligation,ok
32009L0081R(01),EP_Council,ordinary_legislative,95.0,obligation,ok
32012D0389,Council,other,,other,ok
32013D0355,Council,other,,other,ok
32014D0415R(01),Council,other,222.0,obligation,ok
32014D0485,Council,other,,other,ok
32014R0667,Commission_delegated,delegated_implementing,,technical_standard,ok
32015D0163,Commission_other,other,,other,ok
32016R2286R(03),Commission_implementing,delegated_implementing,,technical_standard,ok
32017D1193,Council,other,,other,ok
32017D1283,Commission_other,infringement,108.0,prohibition,ok
32017D2315R(02),Council,other,,obligation,ok
32018D0704,Commission_implementing,delegated_implementing,,technical_standard,ok
32018D0943,Council,other,,other,ok
32018R1785,Commission_implementing,delegated_implementing,,technical_standard,ok
32019D0513,Commission_other,other,249.0,obligation,ok
32019D0797R(01),Council,other,,prohibition,ok
32020D1639,Council,other,,obligation,ok
32021R2126,Commission_delegated,delegated_implementing,,technical_standard,ok
32022D0288R(01),Commission_implementing,delegated_implementing,,technical_standard,ok
32022D0339,Council,other,,other,ok
32022D0644,Council,other,100.0,technical_standard,ok
32022D0772,Commission_other,other,,technical_standard,ok
32022D0810,Council,other,,obligation,ok
32022D0885,Council,other,,prohibition,ok
32022D1284,Council,other,,obligation,ok
32022D2424,Commission_other,delegated_implementing,,technical_standard,ok
32023D2699,Commission_implementing,delegated_implementing,,technical_standard,ok
32023R0660,Commission_delegated,delegated_implementing,,obligation,ok
32023R1193,Commission_delegated,delegated_implementing,,technical_standard,ok
32024D1353,Council,other,,other,ok
32024D3030,Council,other,,obligation,ok
32024D3096,Council,other,,other,ok
32024R0482R(01),Commission_implementing,delegated_implementing,,technical_standard,ok
32024R1774R(01),Commission_delegated,delegated_implementing,,technical_standard,ok
32024R1942,Commission_implementing,delegated_implementing,,technical_standard,ok
32024R2916,Commission_implementing,delegated_implementing,,obligation,ok
32025D0779,Council,other,,obligation,ok
12012P047,Treaty,treaty,,obligation,ok
31979D0639,Commission_other,other,,obligation,ok
31994D0470,Commission_other,other,,technical_standard,ok
31994D0796,Commission_other,delegated_implementing,,technical_standard,ok
31994D1067,Council,other,,obligation,ok
31994R1164,Council,ordinary_legislative,130.0,obligation,ok
31996D0191,Council,treaty,,obligation,ok
31997L0033,EP_Council,ordinary_legislative,100.0,obligation,ok
31997R0322,Council,ordinary_legislative,213.0,obligation,ok
31998L0078,EP_Council,ordinary_legislative,57.0,obligation,ok
31999D0197,Commission_other,infringement,93.0,prohibition,ok
31999D0242,Commission_other,infringement,85.0,prohibition,ok
31999L0005,EP_Council,ordinary_legislative,100.0,technical_standard,ok
31999R1257,Council,ordinary_legislative,37.0,obligation,ok
32000L0009,EP_Council,ordinary_legislative,95.0,technical_standard,ok
32001D0264,Council,other,207.0,obligation,ok
32001R2423,Other,other,,obligation,ok
32002D0730,Commission_other,delegated_implementing,,technical_standard,ok
32002R0063,Other,other,,obligation,ok
32003D0479,Council,other,,obligation,ok
32003D0512,Commission_other,infringement,88.0,prohibition,ok
32003L0008R(03),Council,ordinary_legislative,,obligation,ok
32004D0071,Commission_other,delegated_implementing,,technical_standard,ok
32004E0495,Council,other,,obligation,ok
32004L0008,EP_Council,ordinary_legislative,175.0,obligation,ok
32005R0493,Council,other,26.0,technical_standard,ok
32006D0679,Commission_other,delegated_implementing,,technical_standard,ok
32006R0601,Commission_implementing,delegated_implementing,,technical_standard,ok
32007D0090,Commission_other,delegated_implementing,,technical_standard,ok
32008D0190,Council,other,80.0,obligation,ok
32008R0351,Commission_implementing,delegated_implementing,,technical_standard,ok
32009D0449,Commission_other,other,,obligation,ok
32009L0111,EP_Council,ordinary_legislative,47.0,obligation,ok
32010D0395,Commission_other,other,108.0,prohibition,ok
32010L0043,Commission_implementing,delegated_implementing,,obligation,ok
32012D0271,Council,other,196.0,obligation,ok
32012L0010,Commission_other,delegated_implementing,,technical_standard,ok
32012R0826,Commission_delegated,delegated_implementing,,technical_standard,ok
32013D0698,Council,other,,other,ok
32013R0148,Commission_delegated,delegated_implementing,,technical_standard,ok
32014D0089,Commission_implementing,delegated_implementing,,technical_standard,ok
32014D0246,Commission_implementing,delegated_implementing,,technical_standard,ok
32014D0702,Commission_implementing,delegated_implementing,,technical_standard,ok
32015D0443,Commission_other,other,249.0,obligation,ok
32015D0494,Commission_other,infringement,108.0,prohibition,ok
32015R0002,Commission_delegated,delegated_implementing,,technical_standard,ok
32015R1972,Commission_delegated,delegated_implementing,,obligation,ok
32016D0650,Commission_implementing,delegated_implementing,,technical_standard,ok
32016D0839,Council,treaty,217.0,other,ok
32016D2238,Council,other,,other,ok
32016D2326,Commission_other,infringement,108.0,prohibition,ok
32017D2116,Commission_other,infringement,108.0,prohibition,ok
32017R0214,Commission_delegated,delegated_implementing,,prohibition,ok
32017R2367,Commission_other,delegated_implementing,,technical_standard,ok
32018D0997,Council,other,,other,ok
32019D2174,Commission_implementing,delegated_implementing,,technical_standard,ok
32020R0886,Commission_implementing,delegated_implementing,,technical_standard,ok
32020R1304,Commission_delegated,delegated_implementing,,technical_standard,ok
32021R0037,Commission_delegated,delegated_implementing,,technical_standard,ok
32021R0070,Commission_delegated,delegated_implementing,,technical_standard,ok
32021R1348,Commission_delegated,delegated_implementing,,technical_standard,ok
32022D0480,EP_Council,other,,other,ok
32022D1971,Council,other,28.0,obligation,ok
32022D2349,Council,other,114.0,other,ok
32022R0695,Commission_implementing,delegated_implementing,,technical_standard,ok
32022R1380,Commission_implementing,delegated_implementing,,obligation,ok
32023D0384,Council,other,,other,ok
32023D0746,Council,other,100.0,obligation,ok
32023D2682,Council,other,,other,ok
32023D2698,Commission_implementing,delegated_implementing,,technical_standard,ok
32023R0935,Commission_implementing,delegated_implementing,,obligation,ok
32023R0955,EP_Council,ordinary_legislative,192.0,obligation,ok
32024D1713,Council,other,,obligation,ok
32024D2015,Council,other,,obligation,ok
32024D2935,Council,other,,other,ok
32024D3187R(01),Council,other,,prohibition,ok
32024R2754,Commission_implementing,delegated_implementing,,obligation,ok
32024R3189,Council,other,215.0,prohibition,ok
32024R3192,Council,other,215.0,prohibition,ok
32025D0697,Council,other,,obligation,ok
32025R0300,Commission_delegated,delegated_implementing,,technical_standard,ok
41991X0709,Council,other,,recommendation,ok
42010D0349,Other,other,341.0,obligation,ok
62007CJ0113,Court,judgment,102.0,judicial_ruling,ok
62007TJ0421,Court,judgment,108.0,judicial_ruling,ok
62016TJ0753,Court,judgment,,judicial_ruling,ok
12012P024,Treaty,treaty,,obligation,ok
31975D0397,Commission_other,infringement,93.0,prohibition,ok
31979D0785,Council,other,,other,ok
31984D0511,Commission_other,other,,other,ok
31985D0528R(01),Commission_other,other,,other,ok
31993M0331,Commission_other,other,,other,ok
31994D0579,Commission_other,infringement,85.0,prohibition,ok
31994D0922,Commission_other,other,,prohibition,ok
31999D0276,EP_Council,ordinary_legislative,129.0,other,ok
31999L0094R(02),EP_Council,ordinary_legislative,175.0,obligation,ok
31999R2587,Council,other,,obligation,ok
32000H0053,Commission_other,recommendation,211.0,recommendation,ok
32001H0453,Commission_other,recommendation,211.0,recommendation,ok
32001L0013,EP_Council,ordinary_legislative,71.0,obligation,ok
32001R0044,Council,ordinary_legislative,61.0,obligation,ok
32002D0180,Commission_other,infringement,82.0,prohibition,ok
32002D0622,Commission_other,other,,other,ok
32002L0024,EP_Council,ordinary_legislative,95.0,technical_standard,ok
32002L0058R(02),EP_Council,ordinary_legislative,95.0,obligation,ok
32003E0444,Council,other,,other,ok
32003L0054,EP_Council,ordinary_legislative,95.0,obligation,ok
32003R1702,Commission_implementing,delegated_implementing,,technical_standard,ok
32005D0345,Commission_other,infringement,88.0,prohibition,ok
32005L0065,EP_Council,ordinary_legislative,80.0,obligation,ok
32006L0024,EP_Council,ordinary_legislative,95.0,obligation,ok
32006L0123,EP_Council,ordinary_legislative,47.0,obligation,ok
32008D0196,Council,treaty,80.0,obligation,ok
32009D0370,Council,treaty,61.0,obligation,ok
32009D0809,Commission_other,infringement,88.0,prohibition,ok
32009R0713,EP_Council,ordinary_legislative,95.0,obligation,ok
32010D0608,Commission_other,infringement,88.0,prohibition,ok
32010D0788,Council,other,,prohibition,ok
32010R1096,Council,ordinary_legislative,127.0,obligation,ok
32011D0350,Council,treaty,,obligation,ok
32011D0536R(01),Council,other,,other,ok
32012D0233,Commission_implementing,delegated_implementing,,technical_standard,ok
32012D0332,Council,other,,other,ok
32012D0757,Commission_other,delegated_implementing,,technical_standard,ok
32012R1146,Commission_implementing,delegated_implementing,,prohibition,ok
32012R1250,Commission_implementing,delegated_implementing,,prohibition,ok
32013R0390,Commission_implementing,delegated_implementing,,technical_standard,ok
32013R0697R(01),Council,other,215.0,prohibition,ok
32014R0666,Commission_delegated,delegated_implementing,,technical_standard,ok
32014R1049,Commission_implementing,delegated_implementing,,technical_standard,ok
32015D0348,Commission_implementing,delegated_implementing,,technical_standard,ok
32015D0670,Commission_implementing,delegated_implementing,,technical_standard,ok
32015D1773,Council,other,338.0,technical_standard,ok
32015D1837,Council,other,,obligation,ok
32015D1908,Council,other,,other,ok
32015R0097,Commission_delegated,delegated_implementing,,technical_standard,ok
32015R1971,Commission_delegated,delegated_implementing,,obligation,ok
32016D0644,Commission_other,infringement,108.0,prohibition,ok
32016D1385,Commission_other,infringement,108.0,prohibition,ok
32016R0300,Council,other,243.0,obligation,ok
32016R1127,Council,delegated_implementing,,prohibition,ok
32018D0637,Commission_implementing,delegated_implementing,,technical_standard,ok
32018D0716,Council,other,,obligation,ok
32018R1291,Commission_delegated,delegated_implementing,,technical_standard,ok
32019D1204,Commission_implementing,delegated_implementing,,obligation,ok
32019R0411,Commission_delegated,delegated_implementing,,technical_standard,ok
32019R1780,Commission_implementing,delegated_implementing,,technical_standard,ok
32020D1025,Commission_implementing,delegated_implementing,,other,ok
32020D1472,Commission_other,infringement,108.0,prohibition,ok
32020H2245,Commission_other,recommendation,292.0,recommendation,ok
32020R0429,Commission_implementing,delegated_implementing,,technical_standard,ok
32020R2082,Commission_implementing,delegated_implementing,,technical_standard,ok
32021D1729,Council,other,87.0,obligation,ok
32021D2131,Council,other,122.0,obligation,ok
32021R1224,Commission_implementing,delegated_implementing,,technical_standard,ok
32021R1444,Commission_delegated,delegated_implementing,,technical_standard,ok
32021R2238,Commission_implementing,delegated_implementing,,technical_standard,ok
32022D0785,Commission_other,delegated_implementing,,technical_standard,ok
32022R0595,Commission_implementing,delegated_implementing,215.0,obligation,ok
32023D2719,Commission_other,other,,technical_standard,ok
32023R0130,Commission_implementing,delegated_implementing,,technical_standard,ok
32024D0392,Council,other,,obligation,ok
32024D1847,Council,other,,prohibition,ok
32024D2496,Council,other,,other,ok
32024D2843,Council,other,,other,ok
32024R1739,Council,other,215.0,prohibition,ok
32025D0429,Commission_other,other,108.0,prohibition,ok
32025D0632,Council,delegated_implementing,,obligation,ok
32025D0676,Commission_other,other,,obligation,ok
42021X0387,Commission_other,other,,technical_standard,ok
62004CJ0148,Court,judgment,107.0,judicial_ruling,ok
62004TJ0199,Court,judgment,,judicial_ruling,ok
12012P,Treaty,treaty,,obligation,ok
31993D0403,Commission_other,infringement,85.0,prohibition,ok
31994D0800,Council,treaty,,other,ok
31996D0177,Commission_other,other,,prohibition,ok
31998D0500,Commission_other,other,118.0,other,ok
31998L0030,EP_Council,ordinary_legislative,,obligation,ok
32000L0012,EP_Council,ordinary_legislative,47.0,obligation,ok
32001D0051,Council,ordinary_legislative,13.0,other,ok
32001D0792,Council,other,308.0,other,ok
32001L0012,EP_Council,ordinary_legislative,71.0,obligation,ok
32002D1513,EP_Council,ordinary_legislative,166.0,obligation,ok
32002F0475,Council,other,,obligation,ok
32003R1882,EP_Council,ordinary_legislative,40.0,other,ok
32005D0513,Commission_other,other,,technical_standard,ok
32006E0419,Council,other,,obligation,ok
32006L0032,EP_Council,ordinary_legislative,175.0,obligation,ok
32008D0087,Council,other,80.0,obligation,ok
32008E0368,Council,other,,obligation,ok
32009D0149,Council,other,80.0,obligation,ok
32009D1012,Council,other,,obligation,ok
32009L0028,EP_Council,ordinary_legislative,175.0,obligation,ok
32009L0132,Council,other,,obligation,ok
32010D0713,Commission_other,delegated_implementing,,technical_standard,ok
32010D0787,Council,other,107.0,prohibition,ok
32010R1169,Commission_implementing,delegated_implementing,,technical_standard,ok
32011D0485,Commission_implementing,delegated_implementing,,technical_standard,ok
32011R0063,Commission_other,delegated_implementing,,technical_standard,ok
32013R1071,Other,other,,obligation,ok
32015D2249,Council,other,,other,ok
32015R1588,Council,ordinary_legislative,109.0,prohibition,ok
32016D2144,Council,other,,prohibition,ok
32017D2077,Commission_implementing,delegated_implementing,,technical_standard,ok
32017D2263,Council,other,,other,ok
32017R2268,Commission_delegated,delegated_implementing,,obligation,ok
32018D0859,Commission_other,infringement,108.0,prohibition,ok
32018R0151,Commission_implementing,delegated_implementing,,technical_standard,ok
32018R1922,Commission_delegated,delegated_implementing,,obligation,ok
32020R0283,Council,ordinary_legislative,113.0,obligation,ok
32020R0446,Commission_delegated,delegated_implementing,,technical_standard,ok
32021D0935,Council,other,91.0,technical_standard,ok
32021R1122,Commission_implementing,delegated_implementing,,technical_standard,ok
32021R1351,Commission_delegated,delegated_implementing,,technical_standard,ok
32022D0399R(01),Council,other,,prohibition,ok
32022D0638,Council,other,,other,ok
32022D0639,Commission_other,other,108.0,prohibition,ok
32022R2202,Commission_delegated,delegated_implementing,,technical_standard,ok
32022R2372,Council,other,122.0,obligation,ok
32023D0434,Council,other,,prohibition,ok
32023D1599,Council,other,,other,ok
32023D2582,Council,other,91.0,obligation,ok
32023R1184,Commission_delegated,delegated_implementing,,technical_standard,ok
32023R1479,Council,other,,obligation,ok
32023R1615,Commission_delegated,delegated_implementing,,technical_standard,ok
32023R2534R(01),Commission_delegated,delegated_implementing,,technical_standard,ok
32023R2873,Council,other,215.0,prohibition,ok
32024D2138,Commission_implementing,delegated_implementing,,other,ok
32024D3186,Council,other,,other,ok
32024R1085,Commission_delegated,delegated_implementing,,technical_standard,ok
32024R1740,Commission_implementing,delegated_implementing,,obligation,ok
32024R2212,Commission_implementing,delegated_implementing,,technical_standard,ok
32024R2613,Commission_delegated,delegated_implementing,,technical_standard,ok
32025R0061,Commission_implementing,delegated_implementing,,obligation,ok
32025R0413,Commission_delegated,delegated_implementing,,technical_standard,ok
41987X0704,Council,other,,recommendation,ok
62003TJ0068,Court,judgment,,judicial_ruling,ok
62004CJ0372,Court,judgment,,judicial_ruling,ok
62010CJ0556,Court,judgment,,judicial_ruling,ok
62011TJ0388,Court,judgment,,judicial_ruling,ok
62019TJ0865,Court,judgment,,judicial_ruling,ok
31991S3855,Commission_other,other,,prohibition,ok
31995M0595,Commission_other,other,,other,ok
31998D0134,Commission_other,other,,other,ok
31998F0428,Council,other,,other,ok
31999D0128,EP_Council,ordinary_legislative,100.0,obligation,ok
32001D0519,Commission_other,other,,other,ok
32002F0584R(03),Council,other,,obligation,ok
32002Q0328R(01),EP_Council,other,,other,ok
32003D0081,Commission_other,infringement,88.0,prohibition,ok
32003D0740,Council,other,71.0,other,ok
32003D0796,Commission_other,other,,other,ok
32004D0571,Commission_other,other,,obligation,ok
32004L0017,EP_Council,ordinary_legislative,,obligation,ok
32005D0854R(01),EP_Council,ordinary_legislative,153.0,other,ok
32006L0048,EP_Council,ordinary_legislative,47.0,obligation,ok
32006L0094,EP_Council,ordinary_legislative,71.0,obligation,ok
32007D0131,Commission_other,other,,technical_standard,ok
32007L0038,EP_Council,ordinary_legislative,71.0,obligation,ok
32007R1569,Commission_other,delegated_implementing,,technical_standard,ok
32008E0123,Council,other,,other,ok
32009D0150,Commission_other,infringement,88.0,prohibition,ok
32009L0072,EP_Council,ordinary_legislative,95.0,obligation,ok
32009L0140,EP_Council,ordinary_legislative,95.0,obligation,ok
32009R0352,Commission_other,delegated_implementing,,technical_standard,ok
32010D0166,Commission_other,other,,technical_standard,ok
32011R1197,Commission_implementing,delegated_implementing,,prohibition,ok
32013D0208,Council,other,148.0,recommendation,ok
32013R1391,Commission_delegated,delegated_implementing,,technical_standard,ok
32014R0473,Commission_delegated,delegated_implementing,,technical_standard,ok
32014R1222,Commission_delegated,delegated_implementing,,technical_standard,ok
32015R1976,Commission_implementing,delegated_implementing,,obligation,ok
32016D0289,Commission_other,infringement,108.0,prohibition,ok
32016R0369,Council,other,122.0,obligation,ok
32016R0480,Commission_implementing,delegated_implementing,,technical_standard,ok
32017H1584,Commission_other,recommendation,292.0,recommendation,ok
32018H0624,Commission_other,recommendation,292.0,recommendation,ok
32018R1212,Commission_implementing,delegated_implementing,,technical_standard,ok
32019D1118,Commission_implementing,delegated_implementing,,technical_standard,ok
32019D1310,Commission_implementing,delegated_implementing,,technical_standard,ok
32019R0254,Commission_delegated,delegated_implementing,,technical_standard,ok
32020D0471,Council,other,,other,ok
32020R0204R(01),Commission_implementing,delegated_implementing,,technical_standard,ok
32020R0855,Commission_delegated,delegated_implementing,,obligation,ok
32020R1627,Commission_implementing,delegated_implementing,,obligation,ok
32020R1818,Commission_delegated,delegated_implementing,,technical_standard,ok
32021D0813,Council,other,,other,ok
32021R0637,Commission_implementing,delegated_implementing,,technical_standard,ok
32022D1014,Council,other,218.0,obligation,ok
32022D1334R(01),Council,other,,other,ok
32022D2443,Council,other,,other,ok
32023D0468,Commission_implementing,delegated_implementing,,technical_standard,ok
32023R1769,Commission_implementing,delegated_implementing,,technical_standard,ok
32023R1782,Council,ordinary_legislative,187.0,obligation,ok
32023R2070,Commission_delegated,delegated_implementing,,obligation,ok
32024D1059,Council,other,,other,ok
32024D2164,Commission_implementing,delegated_implementing,,technical_standard,ok
32024D2988,Council,other,,other,ok
32024D3136,Commission_implementing,delegated_implementing,,obligation,ok
32024D3223,Commission_other,other,,obligation,ok
32024R2059,Commission_delegated,delegated_implementing,,obligation,ok
32024R2514,Commission_delegated,delegated_implementing,,technical_standard,ok
32025D0334,Council,other,,other,ok
62005TJ0354,Court,judgment,,judicial_ruling,ok
12016AN02,Commission_other,other,,other,ok
31984D0510,Commission_other,other,,other,ok
31994D1110,EP_Council,ordinary_legislative,130.0,obligation,ok
31998D0013,Other,other,,technical_standard,ok
31998D0230,Commission_other,other,,other,ok
31998D0490,Commission_other,infringement,,prohibition,ok
31998L0010,EP_Council,ordinary_legislative,100.0,obligation,ok
32000D0396,Council,other,207.0,other,ok
32002L0039R(02),EP_Council,ordinary_legislative,95.0,obligation,ok
32003D0213,Commission_other,other,,technical_standard,ok
32003D1230,EP_Council,ordinary_legislative,175.0,obligation,ok
32003L0006,EP_Council,ordinary_legislative,95.0,prohibition,ok
32003L0008R(04),Council,ordinary_legislative,,obligation,ok
32003R0807,Council,delegated_implementing,,other,ok
32004L0040,EP_Council,ordinary_legislative,153.0,obligation,ok
32004R2006,EP_Council,ordinary_legislative,95.0,obligation,ok
32005L0089,EP_Council,ordinary_legislative,95.0,obligation,ok
32006D0771,EP_Council,ordinary_legislative,13.0,obligation,ok
32006E0304,Council,other,,other,ok
32006R1543,Commission_other,delegated_implementing,,prohibition,ok
32007L0036R(01),EP_Council,ordinary_legislative,251.0,obligation,ok
32008D0673,Commission_other,delegated_implementing,,technical_standard,ok
32008E0314,Council,other,,obligation,ok
32008L0057,EP_Council,ordinary_legislative,,technical_standard,ok
32008R0106,EP_Council,ordinary_legislative,175.0,technical_standard,ok
32009D0902,Council,other,,obligation,ok
32009D0971,Commission_other,infringement,88.0,prohibition,ok
32009H0329,Commission_other,recommendation,211.0,recommendation,ok
32009H0848,Commission_other,recommendation,211.0,recommendation,ok
32009R0663R(01),EP_Council,ordinary_legislative,175.0,obligation,ok
32010D0224,Council,treaty,217.0,obligation,ok
32011D0292,Council,other,240.0,obligation,ok
32011H0622,Commission_other,recommendation,292.0,recommendation,ok
32011R0451,Council,delegated_implementing,,obligation,ok
32012D0088,Commission_other,delegated_implementing,,technical_standard,ok
32013D0533,Council,other,,other,ok
32013D0664,Commission_other,infringement,108.0,prohibition,ok
32014D0132,Commission_implementing,delegated_implementing,,technical_standard,ok
32014D0401,Council,other,,other,ok
32014O0043,Other,other,,obligation,ok
32015R2402,Commission_delegated,delegated_implementing,,technical_standard,ok
32016R0758,Commission_delegated,delegated_implementing,,technical_standard,ok
32017D0652,Commission_other,other,,other,ok
32017R0389,Commission_delegated,delegated_implementing,,technical_standard,ok
32017R0571,Commission_delegated,delegated_implementing,,technical_standard,ok
32018D1688,Commission_implementing,delegated_implementing,,obligation,ok
32019D1298,Council,other,,other,ok
32019R0715,Commission_delegated,delegated_implementing,,technical_standard,ok
32019R1745,Commission_delegated,delegated_implementing,,technical_standard,ok
32020D0434,Council,other,,obligation,ok
32020D0955,Council,other,,other,ok
32020D1023,Commission_implementing,delegated_implementing,,technical_standard,ok
32020D1133,Council,other,,other,ok
32020R0389,Commission_delegated,delegated_implementing,,technical_standard,ok
32020R1229,Commission_delegated,delegated_implementing,,technical_standard,ok
32020R1318,Commission_implementing,delegated_implementing,,technical_standard,ok
32021D1143R(01),Council,other,,other,ok
32021H2279,Commission_other,recommendation,292.0,recommendation,ok
