Id,Label,title,title_status
32020R0736R(01),32020R0736,Commission Implementing Regulation (EU) 2020/736 of 2 June 2020 amending Regulation (EC) No 474/2006 as regards the list of air carriers banned from operating or subject to operational restrictions within the Union (Text with EEA relevance),ok
32020R1056,32020R1056,Regulation (EU) 2020/1056 of the European Parliament and of the Council of 15 July 2020 on electronic freight transport information (Text with EEA relevance),ok
32021D1886R(01),32021D1886,"Commission Implementing Decision (EU) 2021/1886 of 27 October 2021 amending Implementing Decision (EU) 2019/570 as regards stockpiling rescEU capacities in the area of chemical, biological, radiological and nuclear incidents (notified under document C(2021) 7570) (Text with EEA relevance)",ok
32021R0379R(01),32021R0379,Regulation (EU) 2021/379 of the European Central Bank of 22 January 2021 on the balance sheet items of credit institutions and of the monetary financial institutions sector (recast) (ECB/2021/2),ok
32021R0453R(02),32021R0453,Commission Implementing Regulation (EU) 2021/453 of 15 March 2021 laying down implementing technical standards for the application of Regulation (EU) No 575/2013 of the European Parliament and of the Council with regard to the specific reporting requirements for market risk (Text with EEA relevance),ok
32021R0782R(01),32021R0782,Regulation (EU) 2021/782 of the European Parliament and of the Council of 29 April 2021 on rail passengers’ rights and obligations (recast) (Text with EEA relevance),ok
32022D0767,32022D0767,Commission Decision (EU) 2022/767 of 13 April 2022 on the consistency of the performance targets contained in the draft performance plan submitted by Portugal pursuant to Regulation (EC) No 549/2004 of the European Parliament and of the Council with the Union-wide performance targets for the third reference period (notified under document C(2022) 2288) (Only the Portuguese text is authentic) (Text with EEA relevance),ok
32022D1367,32022D1367,Council Decision (CFSP) 2022/1367 of 4 August 2022 amending Decision 2011/72/CFSP concerning restrictive measures directed against certain persons and entities in view of the situation in Tunisia,ok
32023D0176,32023D0176,Commission Decision (EU) 2023/176 of 14 December 2022 on the consistency of the performance targets contained in the revised draft performance plan submitted by France pursuant to Regulation (EC) No 549/2004 of the European Parliament and of the Council with the Union-wide performance targets for the third reference period (notified under document C(2022) 9230) (Only the English text is authentic) (Text with EEA relevance),ok
32023D2481,32023D2481,Commission Decision (EU) 2023/2481 of 10 November 2023 laying down indicative ranges for the Union-wide performance targets for the air traffic management network for the fourth reference period (2025-2029),ok
32023D2524,32023D2524,Commission Decision (EU) 2023/2524 of 10 August 2023 on the State aid SA.34001 (2017/C) implemented by the Kingdom of Spain for Telecom Castilla La Mancha SA (notified under document C(2023) 5414),ok
32023R1717,32023R1717,Commission Delegated Regulation (EU) 2023/1717 of 27 June 2023 amending Directive 2014/53/EU of the European Parliament and of the Council as regards the technical specifications for the charging receptacle and charging communication protocol for all the categories or classes of radio equipment capable of being recharged by means of wired charging (Text with EEA relevance),ok
32024D0350,32024D0350,Commission Decision (EU) 2024/350 of 13 December 2023 on the compliance of the corrective measures submitted by Belgium with Implementing Decision (EU) 2023/1336 (notified under document C(2023) 8616),ok
32024L1640,32024L1640,"Directive (EU) 2024/1640 of the European Parliament and of the Council of 31 May 2024 on the mechanisms to be put in place by Member States for the prevention of the use of the financial system for the purposes of money laundering or terrorist financing, amending Directive(EU) 2019/1937, and amending and repealing Directive (EU) 2015/849 (Text with EEA relevance)",ok
32024R1774,32024R1774,"Commission Delegated Regulation (EU) 2024/1774 of 13 March 2024 supplementing Regulation (EU) 2022/2554 of the European Parliament and of the Council with regard to regulatory technical standards specifying ICT risk management tools, methods, processes, and policies and the simplified ICT risk management framework",ok
31972Y1011(01),31972Y101101,,not_found
31986R4058,31986R4058,,not_found
31991H0288,31991H0288,,not_found
31994D0414,31994D0414,,not_found
31996R2271,31996R2271,,not_found
31997D0310,31997D0310,,not_found
31998D0388,31998D0388,,not_found
31998H0322,31998H0322,,not_found
31999D0511,31999D0511,,not_found
32003D0834,32003D0834,,not_found
32005D0012,32005D0012,,not_found
32006D0355,32006D0355,,not_found
32006L0038R(01),32006L0038,,not_found
32007D0258,32007D0258,,not_found
32007D0784,32007D0784,,not_found
32008D0432R(01),32008D0432,,not_found
32008F0909R(06),32008F0909,,not_found
32009L0081,32009L0081,,not_found
32010D0368,32010D0368,,not_found
32010R0590,32010R0590,,not_found
32012L0013R(01),32012L0013,,not_found
32012L0034R(02),32012L0034,,not_found
32012L0034R(03),32012L0034,,not_found
32013D0195,32013D0195,,not_found
32013R0606,32013R0606,,not_found
32013R1042R(01),32013R1042,,not_found
32013R1075,32013R1075,,not_found
32014D0641R(01),32014D0641,,not_found
32015D1055,32015D1055,,not_found
32015L2366R(05),32015L2366,,not_found
32017D0899,32017D0899,,not_found
32017D1483,32017D1483,,not_found
32017D2075,32017D2075,,not_found
32019D0327(02),32019D032702,,not_found
32019D1742,32019D1742,Commission Implementing Decision (EU) 2019/1742 of 17 October 2019 on the compliance of unit rates for charging zones with Implementing Regulations (EU) No 390/2013 and (EU) No 391/2013 (notified under document C(2019) 7333) (Text with EEA relevance),ok
32019R1213,32019R1213,Commission Implementing Regulation (EU) 2019/1213 of 12 July 2019 laying down detailed provisions ensuring uniform conditions for the implementation of interoperability and compatibility of on-board weighing equipment pursuant to Council Directive 96/53/EC (Text with EEA relevance.),ok
32020D1127,32020D1127,Council Decision (CFSP) 2020/1127 of 30 July 2020 amending Decision (CFSP) 2019/797 concerning restrictive measures against cyber-attacks threatening the Union or its Member States,ok
32020D1746,32020D1746,Council Decision (CFSP) 2020/1746 of 20 November 2020 amending and updating Decision (CFSP) 2018/340 establishing the list of projects to be developed under PESCO,ok
32020D2252,32020D2252,"Council Decision (EU) 2020/2252 of 29 December 2020 on the signing, on behalf of the Union, and on provisional application of the Trade and Cooperation Agreement between the European Union and the European Atomic Energy Community, of the one part, and the United Kingdom of Great Britain and Northern Ireland, of the other part, and of the Agreement between the European Union and the United Kingdom of Great Britain and Northern Ireland concerning security procedures for exchanging and protecting classified information",ok
32020R0459,32020R0459,Regulation (EU) 2020/459 of the European Parliament and of the Council of 30 March 2020 amending Council Regulation (EEC) No 95/93 on common rules for the allocation of slots at Community airports (Text with EEA relevance),ok
32020R1536R(01),32020R1536,Council Implementing Regulation (EU) 2020/1536 of 22 October 2020 of implementing Regulation (EU) 2019/796 concerning restrictive measures against cyber-attacks threatening the Union or its Member States,ok
32021D0689,32021D0689,"Council Decision (EU) 2021/689 of 29 April 2021 on the conclusion, on behalf of the Union, of the Trade and Cooperation Agreement between the European Union and the European Atomic Energy Community, of the one part, and the United Kingdom of Great Britain and Northern Ireland, of the other part, and of the Agreement between the European Union and the United Kingdom of Great Britain and Northern Ireland concerning security procedures for exchanging and protecting classified information",ok
32021D0750,32021D0750,Council Decision (CFSP) 2021/750 of 6 May 2021 on the participation of the United States of America in the PESCO project Military Mobility,ok
32022D0765,32022D0765,Commission Decision (EU) 2022/765 of 13 April 2022 on the consistency of the performance targets contained in the draft performance plan submitted by Finland pursuant to Regulation (EC) No 549/2004 of the European Parliament and of the Council with the Union-wide performance targets for the third reference period (notified under document C(2022) 2285) (Only the Finnish and Swedish texts are authentic) (Text with EEA relevance),ok
32022D0774,32022D0774,Commission Decision (EU) 2022/774 of 13 April 2022 on the consistency of the performance targets contained in the draft performance plan submitted by Austria pursuant to Regulation (EC) No 549/2004 of the European Parliament and of the Council with the Union-wide performance targets for the third reference period (notified under document C(2022)2297) (Only the German text is authentic) (Text with EEA relevance),ok
32022D0906,32022D0906,Council Decision (CFSP) 2022/906 of 9 June 2022 on an assistance measure under the European Peace Facility to strengthen the capacities of the Balkan Medical Task Force,ok
32022D2255,32022D2255,"Commission Decision (EU) 2022/2255 of 24 October 2022 on the initiation of the detailed examination of certain performance targets contained in the revised draft performance plan for the third reference period submitted at functional airspace block level by Belgium, Germany, France, Luxembourg, and the Netherlands pursuant to Regulation (EC) No 549/2004 of the European Parliament and of the Council (notified under document C(2022) 7438) (Only the Dutch, French and German texts are authentic) (Text with EEA relevance)",ok
32022R0869,32022R0869,"Regulation (EU) 2022/869 of the European Parliament and of the Council of 30 May 2022 on guidelines for trans-European energy infrastructure, amending Regulations (EC) No 715/2009, (EU) 2019/942 and (EU) 2019/943 and Directives 2009/73/EC and (EU) 2019/944, and repealing Regulation (EU) No 347/2013",ok
32022R1032R(04),32022R1032,Regulation (EU) 2022/1032 of the European Parliament and of the Council of 29 June 2022 amending Regulations (EU) 2017/1938 and (EC) No 715/2009 with regard to gas storage (Text with EEA relevance),ok
32022R1645,32022R1645,"Commission Delegated Regulation (EU) 2022/1645 of 14 July 2022 laying down rules for the application of Regulation (EU) 2018/1139 of the European Parliament and of the Council, as regards requirements for the management of information security risks with a potential impact on aviation safety for organisations covered by Commission Regulations (EU) No 748/2012 and (EU) No 139/2014 and amending Commission Regulations (EU) No 748/2012 and (EU) No 139/2014",ok
32023D0162,32023D0162,Council Decision (CFSP) 2023/162 of 23 January 2023 on a European Union mission in Armenia (EUMA),ok
32023D0531(01),32023D053101,,not_found
32023D0926(01),32023D092601,,not_found
32023D0964,32023D0964,Council Decision (CFSP) 2023/964 of 15 May 2023 amending Decision (CFSP) 2019/797 concerning restrictive measures against cyber-attacks threatening the Union or its Member States,ok
32023R2418,32023R2418,Regulation (EU) 2023/2418 of the European Parliament and of the Council of 18 October 2023 on establishing an instrument for the reinforcement of the European defence industry through common procurement (EDIRPA),ok
32025R0295,32025R0295,Commission Delegated Regulation (EU) 2025/295 of 24 October 2024 supplementing Regulation (EU) 2022/2554 of the European Parliament and of the Council with regard to regulatory technical standards on harmonisation of conditions enabling the conduct of the oversight activities,ok
31985D0527,31985D0527,,not_found
31994D0694,31994D0694,,not_found
31999D0494,31999D0494,,not_found
32000D0299,32000D0299,,not_found
32004D0739R(01),32004D0739,,not_found
32004L0113,32004L0113,,not_found
32005D0851,32005D0851,,not_found
32006D0375,32006D0375,,not_found
32008R1099R(02),32008R1099,,not_found
32009L0119,32009L0119,,not_found
32009L0119R(02),32009L0119,,not_found
32010D0267,32010D0267,,not_found
32010D0792,32010D0792,,not_found
32011D0659,32011D0659,,not_found
32013D0788,32013D0788,,not_found
32014L0051R(03),32014L0051,,not_found
32014L0051R(05),32014L0051,,not_found
32014R0909,32014R0909,,not_found
32014R0912,32014R0912,,not_found
32015D0457,32015D0457,,not_found
32016D1353,32016D1353,,not_found
32016D2240R(01),32016D2240,,not_found
32017L0433,32017L0433,,not_found
32017L2455R(02),32017L2455,,not_found
32017R0394R(01),32017R0394,,not_found
32018D0491,32018D0491,,not_found
32018D1797,32018D1797,Council Decision (CFSP) 2018/1797 of 19 November 2018 amending and updating Decision (CFSP) 2018/340 establishing the list of projects to be developed under PESCO,ok
32019D1279,32019D1279,Commission Implementing Decision (EU) 2019/1279 of 29 July 2019 on the recognition of the legal and supervisory framework of the United States of America as equivalent to the requirements of Regulation (EC) No 1060/2009 of the European Parliament and of the Council on credit rating agencies (Text with EEA relevance.),ok
32019D1281,32019D1281,Commission Implementing Decision (EU) 2019/1281 of 29 July 2019 repealing Implementing Decision 2014/245/EU on the recognition of the legal and supervisory framework of Brazil as equivalent to the requirements of Regulation (EC) No 1060/2009 of the European Parliament and of the Council on credit rating agencies (Text with EEA relevance.),ok
32019R0881,32019R0881,Regulation (EU) 2019/881 of the European Parliament and of the Council of 17 April 2019 on ENISA (the European Union Agency for Cybersecurity) and on information and communications technology cybersecurity certification and repealing Regulation (EU) No 526/2013 (Cybersecurity Act) (Text with EEA relevance),ok
32020D0636,32020D0636,Commission Implementing Decision (EU) 2020/636 of 8 May 2020 amending Decision 2008/477/EC as regards an update of relevant technical conditions applicable to the 2 500–2 690 MHz frequency band (notified under document C(2020) 2831) (Text with EEA relevance),ok
32020D0667,32020D0667,Commission Implementing Decision (EU) 2020/667 of 6 May 2020 amending Decision 2012/688/EU as regards an update of relevant technical conditions applicable to the frequency bands 1 920-1 980 MHz and 2 110-2 170 MHz (notified under document C(2020) 2816) (Text with EEA relevance),ok
32020D1489,32020D1489,"Council Decision (EU) 2020/1489 of 6 October 2020 on the position to be adopted on behalf of the European Union, within the EEA Joint Committee, concerning the amendment of Protocol 31 to the EEA Agreement, on cooperation in specific fields outside the four freedoms",ok
32020R0857,32020R0857,Commission Implementing Regulation (EU) 2020/857 of 17 June 2020 laying down the principles to be included in the contract between the European Commission and the .eu top-level domain Registry in accordance with Regulation (EU) 2019/517 of the European Parliament and of the Council (Text with EEA relevance),ok
32020R1230,32020R1230,Commission Delegated Regulation (EU) 2020/1230 of 29 November 2019 supplementing Regulation (EU) 2017/2402 of the European Parliament and of the Council with regard to regulatory technical standards specifying the details of the application for registration of a securitisation repository and the details of the simplified application for an extension of registration of a trade repository (Text with EEA relevance),ok
32021D1730,32021D1730,"Commission Implementing Decision (EU) 2021/1730 of 28 September 2021 on the harmonised use of the paired frequency bands 874,4-880,0 MHz and 919,4-925,0 MHz and of the unpaired frequency band 1900-1910 MHz for Railway Mobile Radio (notified under document C(2021) 6862) (Text with EEA relevance)",ok
