Id,layer,confidence,motivation,input_source,classification_status,dominant_layer,purity,G1,G2,G3,G4,G5
32024R1774R(02),,,Regolamento delegato con dettagli tecnici e flessibilità,preamble,ok,G3,0.8,10.0,0.0,80.0,10.0,0.0
32024R2025,,,"Modifica tecnica di allegato, basata su delega",preamble,ok,G3,0.9,10.0,0.0,90.0,0.0,0.0
32024R2995,,,Regolamento tecnico con riferimenti a principi e quadro,preamble,ok,G3,0.6,10.0,20.0,60.0,10.0,0.0
32024R3210,,,Regolamento di esecuzione con dettagli tecnici,preamble,ok,G3,0.8,10.0,0.0,80.0,10.0,0.0
32025D0093,,,Legge quadro con riferimenti a principi e dettagli tecnici,preamble,ok,G2,0.7,10.0,70.0,10.0,10.0,0.0
32025D0465,,,Atto quadro con principi e dettagli tecnici,preamble,ok,G2,0.6,20.0,60.0,10.0,10.0,0.0
32025D0913,,,Atto tecnico con dettagli operativi e riferimenti normativi,preamble,ok,G3,0.6,10.0,20.0,60.0,10.0,0.0
32025D1039,,,Regolamento tecnico con riferimenti a principi e quadro,preamble,ok,G3,0.5,10.0,30.0,50.0,10.0,0.0
32025R0886,,,Regolamento quadro con allegati tecnici,preamble,ok,G2,0.6,10.0,60.0,30.0,0.0,0.0
32006R0216,,,Regolamento tecnico che modifica classificazione doganale,preamble,ok,G3,0.8,10.0,0.0,80.0,10.0,0.0
32007E0203,,,Estensione mandato basata su Trattati,preamble,ok,G2,0.8,20.0,80.0,0.0,0.0,0.0
32008R1099,,,Legge quadro con riferimenti a trattati e dettagli tecnici,preamble,ok,G2,0.7,10.0,70.0,15.0,5.0,0.0
32009L0119R(01),,,Direttiva quadro con principi e dettagli tecnici,preamble,ok,G2,0.7,15.0,70.0,10.0,5.0,0.0
32009R1072R(02),,,Regolamento quadro con principi e dettagli tecnici,preamble,ok,G2,0.7,10.0,70.0,15.0,5.0,0.0
32009R1072R(03),,,Regolamento quadro con principi e dettagli tecnici,preamble,ok,G2,0.7,10.0,70.0,15.0,5.0,0.0
32010R1071,,,Regolamento tecnico con riferimenti a principi e quadro,preamble,ok,G3,0.6,10.0,20.0,60.0,10.0,0.0
32011D0186,,,Atto legislativo quadro con riferimenti ai trattati,preamble,ok,G2,0.8,20.0,80.0,0.0,0.0,0.0
32011R1227,,,Legge quadro con principi e dettagli tecnici,preamble,ok,G2,0.7,15.0,70.0,10.0,5.0,0.0
32012D0503,,,Decisione quadro con riferimenti ai Trattati,preamble,ok,G2,0.8,20.0,80.0,0.0,0.0,0.0
32013D0064,,,Decisione quadro con riferimenti a trattati e allegati tecnici,preamble,ok,G2,0.7,10.0,70.0,10.0,10.0,0.0
32013D0206,,,Decisione del Consiglio su posizione UE in EEA,preamble,ok,G2,0.7,10.0,70.0,10.0,5.0,5.0
32014R0342,,,Regolamento tecnico basato su atti precedenti,preamble,ok,G3,0.9,10.0,0.0,90.0,0.0,0.0
32014R0514R(01),,,Legge quadro con riferimenti ai trattati,preamble,ok,G2,0.8,20.0,80.0,0.0,0.0,0.0
32014R0667R(01),,,Regolamento delegato con dettagli tecnici e riferimenti a principi,preamble,ok,G3,0.8,10.0,0.0,80.0,10.0,0.0
32015D1835R(01),,,Decisione quadro con principi e regole operative,preamble,ok,G2,0.7,20.0,70.0,5.0,5.0,0.0
32015L0849R(02),,,Legge quadro con principi e dettagli tecnici,preamble,ok,G2,0.7,15.0,70.0,10.0,5.0,0.0
32015L2366R(06),,,Legge quadro con riferimenti a trattati e allegati,preamble,ok,G2,0.8,10.0,80.0,5.0,5.0,0.0
32015R0909,,,Regolamento tecnico con riferimenti a principi e linee guida,preamble,ok,G3,0.6,10.0,20.0,60.0,10.0,0.0
32016D0120,,,Regolamento tecnico con riferimenti a principi e linee guida,preamble,ok,G3,0.6,10.0,20.0,60.0,10.0,0.0
32016D0418,,,Atto tecnico con riferimenti a principi e linee guida,preamble,ok,G3,0.8,10.0,0.0,80.0,10.0,0.0
32016D0687,,,Atto legislativo con principi e dettagli tecnici,preamble,ok,G2,0.6,10.0,60.0,20.0,10.0,0.0
32016L2258,,,Direttiva legislativa con principi e dettagli tecnici,preamble,ok,G2,0.7,10.0,70.0,15.0,5.0,0.0
32016R1719R(01),,,Atto tecnico basato su regolamento quadro,preamble,ok,G3,0.5,10.0,30.0,50.0,10.0,0.0
32016R2286R(02),,,Regolamento delegato con dettagli tecnici,preamble,ok,G3,0.6,10.0,20.0,60.0,10.0,0.0
32017D0259,,,Atto tecnico con riferimenti a regolamenti quadro,preamble,ok,G3,0.6,10.0,20.0,60.0,10.0,0.0
32017D0552,,,Atto di esecuzione tecnica con riferimenti normativi,preamble,ok,G3,0.5,10.0,30.0,50.0,10.0,0.0
32017D0899R(01),,,Legge quadro con riferimenti a principi e dettagli tecnici,preamble,ok,G2,0.7,10.0,70.0,15.0,5.0,0.0
32017D1253,,,Decisione del Consiglio con riferimenti ai Trattati,preamble,ok,G2,0.8,20.0,80.0,0.0,0.0,0.0
32017D1342,,,Decisione CFSP con base giuridica e proroga mandato,preamble,ok,G2,0.7,10.0,70.0,10.0,10.0,0.0
32017D1406,,,Atto tecnico con riferimenti a trattati e linee guida,preamble,ok,G3,0.8,10.0,0.0,80.0,10.0,0.0
32017L2054,,,Direttiva che modifica allegato tecnico,preamble,ok,G2,0.6,10.0,60.0,20.0,10.0,0.0
32017L2455R(01),,,"Direttiva con principi, regole e dettagli tecnici",preamble,ok,G2,0.7,10.0,70.0,15.0,5.0,0.0
32017L2455R(06),,,Direttiva con principi e dettagli tecnici,preamble,ok,G2,0.7,10.0,70.0,15.0,5.0,0.0
32017R0830,,,Regolamento tecnico con riferimenti a principi e quadro,preamble,ok,G3,0.6,10.0,20.0,60.0,10.0,0.0
32017R2196,,,Regolamento tecnico con riferimenti a principi e quadro,preamble,ok,G3,0.6,10.0,20.0,60.0,10.0,0.0
32018D1993R(01),,,Decisione quadro con principi e dettagli operativi,preamble,ok,G2,0.7,10.0,70.0,10.0,10.0,0.0
32018L1972R(05),,,Legge quadro con riferimenti ai trattati,preamble,ok,G2,0.8,10.0,80.0,5.0,5.0,0.0
32018R1101,,,"Cita trattati, definisce regole, dettagli tecnici",preamble,ok,G2,0.4,20.0,40.0,30.0,10.0,0.0
32018R1999R(02),,,Regolamento quadro con principi e dettagli tecnici,preamble,ok,G2,0.7,15.0,70.0,10.0,5.0,0.0
32019D0420R(01),,,Legge quadro con riferimenti ai trattati,preamble,ok,G2,0.7,20.0,70.0,5.0,5.0,0.0
32019D1765,,,Decisione di esecuzione con dettagli tecnici,preamble,ok,G3,0.8,10.0,0.0,80.0,10.0,0.0
32019D1930,,,Implementazione tecnica basata su decisione quadro,preamble,ok,G3,0.8,10.0,0.0,80.0,10.0,0.0
32019R0296,,,Correzione tecnica di regolamento attuativo,preamble,ok,G3,0.8,10.0,0.0,80.0,10.0,0.0
32019R0943R(01),,,Legge quadro con principi e dettagli tecnici,preamble,ok,G2,0.7,10.0,70.0,10.0,5.0,5.0
32019R0943R(02),,,Legge quadro con riferimenti a principi e dettagli,preamble,ok,G2,0.7,10.0,70.0,10.0,5.0,5.0
32019R0943R(03),,,Legge quadro con principi e dettagli tecnici,preamble,ok,G2,0.7,10.0,70.0,10.0,5.0,5.0
32020D1131,,,Decisione quadro con riferimenti a trattati e dettagli operativi,preamble,ok,G2,0.7,10.0,70.0,10.0,5.0,5.0
32020R0370R(01),,,Modifica tecnica di allegato regolamentare,preamble,ok,G3,0.7,10.0,20.0,70.0,0.0,0.0
32020R0459R(01),,,Legislazione quadro con riferimenti ai trattati,preamble,ok,G2,0.8,10.0,80.0,5.0,5.0,0.0
32020R0605,,,Atto tecnico con riferimenti a principi e quadro,preamble,ok,G3,0.6,10.0,20.0,60.0,10.0,0.0
32020R0736,,,Regolamento tecnico con riferimenti a principi e quadro,preamble,ok,G3,0.6,10.0,20.0,60.0,10.0,0.0
32020R1056R(01),,,Regolamento quadro con principi e dettagli tecnici,preamble,ok,G2,0.7,10.0,70.0,15.0,5.0,0.0
32020R1294,,,Legge quadro con riferimenti ai trattati e dettagli tecnici,preamble,ok,G2,0.7,10.0,70.0,20.0,0.0,0.0
32020R1744,,,Atto di esecuzione tecnica con riferimenti ai trattati,preamble,ok,G3,0.9,10.0,0.0,90.0,0.0,0.0
32021D2008,,,Decisione del Consiglio con riferimenti a trattati e raccomandazioni,preamble,ok,G2,0.7,10.0,70.0,10.0,10.0,0.0
32021D2134R(01),,,Legge quadro con riferimenti a principi e dettagli,preamble,ok,G2,0.6,20.0,60.0,10.0,10.0,0.0
32021D2243,,,"Cita principi, stabilisce regole, dettagli tecnici",preamble,ok,G2,0.4,20.0,40.0,30.0,10.0,0.0
32022D0172,,,Regolamento tecnico con riferimenti a principi e quadro,preamble,ok,G3,0.6,10.0,20.0,60.0,10.0,0.0
32022D0589,,,"Miscele principi, regole e raccomandazioni",preamble,ok,G4,0.5,20.0,30.0,0.0,50.0,0.0
32022D0637,,,Decisione quadro con riferimenti ai Trattati,preamble,ok,G2,0.9,10.0,90.0,0.0,0.0,0.0
32022D0667,,,Legge quadro con riferimenti ai trattati,preamble,ok,G2,0.7,20.0,70.0,5.0,5.0,0.0
32022D0770,,,Atto tecnico con riferimenti a principi e regole,preamble,ok,G3,0.5,10.0,30.0,50.0,10.0,0.0
32022D2307,,,Decisione tecnica basata su mandato e rapporto CEPT,preamble,ok,G3,0.8,10.0,0.0,80.0,10.0,0.0
32022D2409,,,Decisione del Consiglio su posizione UE,preamble,ok,G2,0.6,20.0,60.0,10.0,10.0,0.0
32022R0469,,,Regolamento di esecuzione con dettagli tecnici,preamble,ok,G3,0.8,10.0,0.0,80.0,10.0,0.0
32022R0594,,,Regolamento tecnico con riferimenti a trattati e linee guida,preamble,ok,G3,0.8,10.0,0.0,80.0,10.0,0.0
32022R1463R(01),,,Regolamento tecnico per sistema OOTS,preamble,ok,G3,0.9,10.0,0.0,90.0,0.0,0.0
32023D0272,,,Atto di adattamento EEA con riferimenti a trattati e regolamenti,preamble,ok,G2,0.6,20.0,60.0,10.0,10.0,0.0
32023R0451,,,Regolamento delegato con dettagli tecnici,preamble,ok,G3,0.8,10.0,0.0,80.0,10.0,0.0
32023R2527,,,Regolamento delegato con dettagli tecnici e riferimenti a principi,preamble,ok,G3,0.6,10.0,20.0,60.0,10.0,0.0
32024D04431,,,Decisione tecnica di attuazione regolamento,preamble,ok,G3,0.7,10.0,20.0,70.0,0.0,0.0
32024D1049,,,Atto legislativo con riferimenti a trattati e linee guida,preamble,ok,G2,0.6,20.0,60.0,10.0,10.0,0.0
32024D1102,,,Decisione del Consiglio con principi e regole operative,preamble,ok,G2,0.6,20.0,60.0,10.0,10.0,0.0
32024D1467,,,Atto tecnico con riferimenti a principi e quadro,preamble,ok,G3,0.6,10.0,20.0,60.0,10.0,0.0
32024D1688,,,Atto di esecuzione tecnica con riferimenti a trattati,preamble,ok,G3,0.8,10.0,0.0,80.0,10.0,0.0
32024D1715,,,Decisione quadro con principi e dettagli operativi,preamble,ok,G2,0.7,10.0,70.0,10.0,10.0,0.0
32024D1980,,,Decisione quadro con principi e dettagli operativi,preamble,ok,G2,0.6,20.0,60.0,10.0,10.0,0.0
32024D3157R(01),,,Atto tecnico con dettagli operativi e riferimenti normativi,preamble,ok,G3,0.6,10.0,20.0,60.0,10.0,0.0
32024R0264R(01),,,Regolamento tecnico con riferimenti a principi e linee guida,preamble,ok,G3,0.6,10.0,20.0,60.0,10.0,0.0
32024R1390,,,Aggiornamento tecnico di allegato,preamble,ok,G3,0.9,10.0,0.0,90.0,0.0,0.0
32024R1772,,,Specifica criteri tecnici e soglie,preamble,ok,G3,0.8,10.0,0.0,80.0,10.0,0.0
32024R3117,,,Regolamento di esecuzione con riferimenti ai trattati,preamble,ok,G3,0.85,10.0,0.0,85.0,5.0,0.0
32024R3144R(01),,,Regolamento di esecuzione con riferimenti a trattati e standard,preamble,ok,G3,0.8,10.0,0.0,80.0,10.0,0.0
32024R3210R(01),,,Regolamento di esecuzione con dettagli tecnici,preamble,ok,G3,0.6,10.0,20.0,60.0,10.0,0.0
32025D01951,,,"Cita Trattati, stabilisce regole, dettagli tecnici",preamble,ok,G2,0.4,20.0,40.0,30.0,10.0,0.0
32025D0650,,,Regolamento tecnico con riferimenti a principi e quadro,preamble,ok,G3,0.6,10.0,20.0,60.0,10.0,0.0
32025D1040,,,Regolamento tecnico con riferimenti a principi e quadro,preamble,ok,G3,0.6,10.0,20.0,60.0,10.0,0.0
32025D1056,,,Atto tecnico con riferimenti a principi e linee guida,preamble,ok,G3,0.6,10.0,20.0,60.0,10.0,0.0
32025R0173,,,Regolamento quadro con principi e dettagli,preamble,ok,G2,0.7,10.0,70.0,10.0,10.0,0.0
32005D0905,,,Riferimenti ai Trattati e decisione quadro,preamble,ok,G2,0.6,40.0,60.0,0.0,0.0,0.0
32007R1348,,,Regolamento tecnico con riferimenti a principi e quadro,preamble,ok,G3,0.6,10.0,20.0,60.0,10.0,0.0
32007R1400,,,Regolamento tecnico con riferimenti a principi e quadro,preamble,ok,G3,0.6,10.0,20.0,60.0,10.0,0.0
32009D0992,,,Regolamento tecnico con riferimenti a principi e linee guida,preamble,ok,G3,0.6,10.0,20.0,60.0,10.0,0.0
32009L0110R(03),,,Direttiva quadro con riferimenti a trattati e allegati tecnici,preamble,ok,G2,0.7,10.0,70.0,10.0,10.0,0.0
32012D0503R(01),,,Decisione del Consiglio che estende mandato missione,preamble,ok,G2,0.8,20.0,80.0,0.0,0.0,0.0
32012L0034R(06),,,Legge quadro con principi e dettagli tecnici,preamble,ok,G2,0.7,15.0,70.0,10.0,5.0,0.0
32012R1011R(01),,,Atto tecnico con riferimenti a principi e regole,preamble,ok,G3,0.6,10.0,20.0,60.0,10.0,0.0
32013D0019,,,Legge quadro con riferimenti a principi e dettagli tecnici,preamble,ok,G2,0.7,10.0,70.0,10.0,5.0,5.0
32013D0752,,,Regolamento tecnico con riferimenti a principi e quadro,preamble,ok,G3,0.6,10.0,20.0,60.0,10.0,0.0
32014D0901,,,Decisione del Consiglio che modifica misure restrittive,preamble,ok,G2,0.8,10.0,80.0,5.0,5.0,0.0
32014L0051R(08),,,Legge quadro con principi e dettagli tecnici,preamble,ok,G2,0.7,15.0,70.0,10.0,5.0,0.0
32014R0342R(01),,,Regolamento tecnico basato su atti precedenti,preamble,ok,G3,0.9,10.0,0.0,90.0,0.0,0.0
32014R1299R(05),,,Regolamento tecnico con riferimenti a principi e linee guida,preamble,ok,G3,0.6,10.0,20.0,60.0,10.0,0.0
32015D1056,,,Atto misto con riferimenti a regolamenti e decisioni tecniche,preamble,ok,G3,0.4,10.0,30.0,40.0,20.0,0.0
32015L0849R(03),,,Legislazione quadro con principi e dettagli tecnici,preamble,ok,G2,0.7,15.0,70.0,10.0,5.0,0.0
32015R0010,,,Regolamento tecnico con linee guida,preamble,ok,G3,0.4,10.0,20.0,40.0,30.0,0.0
32016D0971,,,Legge quadro con riferimenti ai trattati,preamble,ok,G2,0.8,20.0,80.0,0.0,0.0,0.0
32016D1351,,,Decisione quadro con principi e dettagli tecnici,preamble,ok,G2,0.7,10.0,70.0,20.0,0.0,0.0
32016L0343R(01),,,Principi e regole quadro con riferimenti tecnici,preamble,ok,G2,0.6,30.0,60.0,5.0,5.0,0.0
32016R0545,,,Regolamento tecnico con riferimenti a principi e linee guida,preamble,ok,G3,0.6,10.0,20.0,60.0,10.0,0.0
32016R2286R(01),,,Regolamento delegato con dettagli tecnici,preamble,ok,G3,0.6,10.0,20.0,60.0,10.0,0.0
32017D0684,,,Legge quadro con riferimenti ai trattati,preamble,ok,G2,0.8,20.0,80.0,0.0,0.0,0.0
32017R0391R(01),,,Regolamento delegato con dettagli tecnici e riferimenti ai trattati,preamble,ok,G3,0.8,10.0,0.0,80.0,10.0,0.0
32018D0703,,,Atto tecnico con riferimenti a regolamenti e procedure,preamble,ok,G3,0.6,10.0,20.0,60.0,10.0,0.0
32018D1485,,,Legge quadro con principi e dettagli tecnici,preamble,ok,G2,0.6,20.0,60.0,20.0,0.0,0.0
32018L1972R(06),,,Legge quadro con riferimenti ai trattati,preamble,ok,G2,0.8,10.0,80.0,5.0,5.0,0.0
32018R0728,,,Regolamento delegato con dettagli tecnici,preamble,ok,G3,0.9,10.0,0.0,90.0,0.0,0.0
32018R1999R(06),,,Regolamento quadro con principi e dettagli tecnici,preamble,ok,G2,0.7,15.0,70.0,10.0,5.0,0.0
32019D0785,,,Decisione tecnica con base legale e principi,preamble,ok,G3,0.6,10.0,20.0,60.0,10.0,0.0
32019D1909R(02),,,Decisione quadro con riferimenti a trattati e procedure,preamble,ok,G2,0.7,10.0,70.0,10.0,10.0,0.0
32019D1930R(01),,,Implementazione tecnica con riferimenti a principi e quadro,preamble,ok,G3,0.6,10.0,20.0,60.0,10.0,0.0
32019R0796R(02),,,Regolamento quadro con principi e dettagli tecnici,preamble,ok,G2,0.7,15.0,70.0,10.0,5.0,0.0
32020D0452R(03),,,Decisione tecnica con riferimenti a principi e linee guida,preamble,ok,G3,0.8,10.0,0.0,80.0,10.0,0.0
32020D0651,,,Decisione CFSP che estende misure restrittive,preamble,ok,G2,0.8,20.0,80.0,0.0,0.0,0.0
32020D0663,,,Decisione quadro con riferimenti ai Trattati,preamble,ok,G2,0.8,10.0,80.0,5.0,5.0,0.0
32020D1426,,,Regolamento tecnico con riferimenti a principi e quadro,preamble,ok,G3,0.6,10.0,20.0,60.0,10.0,0.0
32020D1537,,,Decisione quadro con principi e allegati,preamble,ok,G2,0.7,10.0,70.0,10.0,0.0,10.0
32020D2168,,,Decisione tecnica con riferimenti a trattati e linee guida,preamble,ok,G3,0.8,10.0,0.0,80.0,10.0,0.0
32020R0158,,,Regolamento di esecuzione con riferimenti a trattati e linee guida,preamble,ok,G3,0.8,10.0,0.0,80.0,10.0,0.0
32020R0782,,,Modifica regolamenti delegati tecnici,preamble,ok,G3,0.9,10.0,0.0,90.0,0.0,0.0
32020R1055,,,Legge quadro con riferimenti a principi e dettagli tecnici,preamble,ok,G2,0.7,10.0,70.0,15.0,5.0,0.0
32020R1055R(01),,,Legge quadro con riferimenti a principi e dettagli tecnici,preamble,ok,G2,0.7,10.0,70.0,15.0,5.0,0.0
32020R1423,,,Regolamento delegato con dettagli tecnici e riferimenti ai trattati,preamble,ok,G3,0.8,10.0,0.0,80.0,10.0,0.0
32021D0698R(01),,,Legge quadro con principi e dettagli tecnici,preamble,ok,G2,0.6,20.0,60.0,10.0,10.0,0.0
32021D1428R(01),,,Decisione di infrazione con riferimento ai trattati,preamble,ok,G5,0.9,10.0,0.0,0.0,0.0,90.0
32021D1777,,,Decisione del Consiglio con base giuridica e dettagli,preamble,ok,G2,0.7,10.0,70.0,10.0,10.0,0.0
32021R1328R(01),,,Regolamento tecnico con riferimenti a principi e quadro,preamble,ok,G3,0.6,10.0,20.0,60.0,10.0,0.0
32022D0180,,,Atto tecnico con riferimenti a principi e quadro,preamble,ok,G3,0.6,10.0,20.0,60.0,10.0,0.0
32022D0338R(02),,,Atto legislativo con riferimenti ai trattati,preamble,ok,G2,0.8,20.0,80.0,0.0,0.0,0.0
32022D0766,,,Regolamento tecnico con riferimenti a principi e linee guida,preamble,ok,G3,0.6,10.0,20.0,60.0,10.0,0.0
32022D0777,,,Atto tecnico con riferimenti a principi e linee guida,preamble,ok,G3,0.5,10.0,30.0,50.0,10.0,0.0
32022D0778,,,Atto tecnico con riferimenti a principi e linee guida,preamble,ok,G3,0.5,10.0,30.0,50.0,10.0,0.0
32022D1842,,,Decisione quadro con riferimenti a trattati e procedure,preamble,ok,G2,0.6,20.0,60.0,10.0,5.0,5.0
32022D2426,,,Regolamento di esecuzione con riferimenti ai trattati,preamble,ok,G3,0.8,10.0,0.0,80.0,10.0,0.0
32022L2380,,,Legge quadro con riferimenti a principi e dettagli tecnici,preamble,ok,G2,0.7,10.0,70.0,15.0,5.0,0.0
32022L2555R(07),,,Legge quadro con riferimenti a principi e dettagli,preamble,ok,G2,0.7,10.0,70.0,10.0,5.0,5.0
32022R0342,,,Regolamento delegato con dettagli tecnici e riferimenti a principi,preamble,ok,G3,0.5,10.0,30.0,50.0,10.0,0.0
32022R0930,,,Regolamento delegato con dettagli tecnici e riferimenti ai trattati,preamble,ok,G3,0.8,10.0,0.0,80.0,10.0,0.0
32022R1501,,,"Modifica tecnica di allegato, basata su regolamento quadro.",preamble,ok,G3,0.7,10.0,20.0,70.0,0.0,0.0
32022R1645R(01),,,Regolamento tecnico con riferimenti a principi e linee guida,preamble,ok,G3,0.8,10.0,0.0,80.0,10.0,0.0
32022R2554R(06),,,Legge quadro con principi e dettagli tecnici,preamble,ok,G2,0.7,10.0,70.0,15.0,5.0,0.0
32023D0747,,,Atto quadro con principi e dettagli tecnici,preamble,ok,G2,0.6,20.0,60.0,10.0,10.0,0.0
32023D0993,,,Decisione quadro con principi e dettagli operativi,preamble,ok,G2,0.6,20.0,60.0,10.0,10.0,0.0
32023D1305,,,Decisione del Consiglio con riferimenti ai Trattati e dettagli operativi,preamble,ok,G2,0.7,20.0,70.0,10.0,0.0,0.0
32023D2784,,,Decisione PSC con base legale e attuazione,preamble,ok,G2,0.7,10.0,70.0,20.0,0.0,0.0
32023R1201,,,Regolamento di esecuzione con dettagli tecnici,preamble,ok,G3,0.8,10.0,0.0,80.0,10.0,0.0
32023R1616,,,Regolamento delegato con dettagli tecnici,preamble,ok,G3,0.9,10.0,0.0,90.0,0.0,0.0
32023R2418R(01),,,Legge quadro con principi e dettagli tecnici,preamble,ok,G2,0.7,15.0,70.0,10.0,5.0,0.0
32023R2691,,,Aggiornamento tecnico di elenchi allegati,preamble,ok,G3,0.8,10.0,0.0,80.0,10.0,0.0
32024D1213,,,Autorizzazione negoziale con base giuridica,preamble,ok,G2,0.8,20.0,80.0,0.0,0.0,0.0
32024D1644,,,Decisione del Consiglio su trattato internazionale,preamble,ok,G2,0.7,20.0,70.0,0.0,10.0,0.0
32024D2118,,,"Principi, quadro legislativo, giurisprudenza",preamble,ok,G2,0.4,30.0,40.0,0.0,0.0,30.0
32024D3086,,,Decisione quadro con riferimenti ai trattati,preamble,ok,G2,0.6,20.0,60.0,10.0,10.0,0.0
32024D3185,,,Legge quadro con riferimenti a trattati e dettagli operativi,preamble,ok,G2,0.7,10.0,70.0,10.0,10.0,0.0
32024L0242,,,Aggiornamento tecnico di allegato,preamble,ok,G3,0.7,10.0,20.0,70.0,0.0,0.0
32024R0827,,,Modifica quadro con riferimenti a principi e allegati,preamble,ok,G2,0.7,10.0,70.0,20.0,0.0,0.0
32024R0873R(01),,,Regolamento delegato con dettagli tecnici,preamble,ok,G3,0.7,10.0,20.0,70.0,0.0,0.0
32024R0873R(03),,,Regolamento delegato con dettagli tecnici e riferimenti a principi,preamble,ok,G3,0.6,10.0,20.0,60.0,10.0,0.0
32024R1183R(02),,,Legge quadro con riferimenti a principi e dettagli,preamble,ok,G2,0.8,10.0,80.0,5.0,5.0,0.0
32024R1309,,,Legge quadro con principi e dettagli tecnici,preamble,ok,G2,0.7,10.0,70.0,15.0,5.0,0.0
32024R1309R(02),,,Legge quadro con principi e dettagli tecnici,preamble,ok,G2,0.7,15.0,70.0,10.0,5.0,0.0
32024R1703,,,Regolamento delegato con dettagli tecnici e riferimenti a principi,preamble,ok,G3,0.8,10.0,0.0,80.0,10.0,0.0
32025D0222,,,"Cita trattati, stabilisce regole quadro e dettagli tecnici",preamble,ok,G2,0.4,20.0,40.0,30.0,10.0,0.0
32025D0538,,,Decisione del Consiglio su accordo internazionale,preamble,ok,G2,0.7,10.0,70.0,10.0,5.0,5.0
32025D1107,,,Decisione quadro con riferimenti a trattati e procedure,preamble,ok,G2,0.7,10.0,70.0,10.0,10.0,0.0
32025L0290,,,"Aggiornamento tecnico di allegato, riferimenti a trattati e direttive.",preamble,ok,G3,0.6,10.0,20.0,60.0,10.0,0.0
32025R0037R(01),,,Regolamento quadro con riferimenti ai trattati e dettagli tecnici,preamble,ok,G2,0.7,10.0,70.0,15.0,5.0,0.0
32025R0849,,,Regolamento tecnico con riferimenti a principi e quadro,preamble,ok,G3,0.6,10.0,20.0,60.0,10.0,0.0
32006L0097,,,Adattamento legislativo per accessione,preamble,ok,G2,0.7,10.0,70.0,20.0,0.0,0.0
32007D0098,,,"Principi, quadro, dettagli, linee guida",preamble,ok,G2,0.5,20.0,50.0,20.0,10.0,0.0
32007L0059,,,Legge quadro con riferimenti a principi e dettagli tecnici,preamble,ok,G2,0.7,10.0,70.0,15.0,5.0,0.0
32008D0298,,,Decisione del Consiglio che modifica atti esistenti,preamble,ok,G2,0.8,10.0,80.0,10.0,0.0,0.0
32008D0411,,,Atto misto con prevalenza tecnica e linee guida,preamble,ok,G3,0.4,10.0,30.0,40.0,20.0,0.0
32008R1055,,,Regolamento tecnico basato su legge quadro,preamble,ok,G3,0.9,10.0,0.0,90.0,0.0,0.0
32009D0182,,,Decisione di infrazione con riferimenti ai trattati,preamble,ok,G5,0.7,10.0,20.0,0.0,0.0,70.0
32009D0305,,,Decisione quadro con riferimenti ai Trattati,preamble,ok,G2,0.8,20.0,80.0,0.0,0.0,0.0
32009D0710,,,Decisione del Consiglio con riferimenti a trattati e procedure operative,preamble,ok,G2,0.7,10.0,70.0,10.0,10.0,0.0
32009D1005,,,Regolamento quadro con principi e dettagli tecnici,preamble,ok,G2,0.7,10.0,70.0,20.0,0.0,0.0
32009R0619R(01),,,Regolamento tecnico con riferimenti a trattati e linee guida,preamble,ok,G3,0.8,10.0,0.0,80.0,10.0,0.0
32009R1144,,,Regolamento tecnico per aggiornare lista,preamble,ok,G3,0.9,10.0,0.0,90.0,0.0,0.0
32009R1177,,,Legge quadro con riferimenti a trattati e dettagli tecnici,preamble,ok,G2,0.7,10.0,70.0,20.0,0.0,0.0
32010D0049,,,Regolamento di esecuzione tecnica con riferimenti a trattati e quadro,preamble,ok,G3,0.6,10.0,20.0,60.0,10.0,0.0
32010D0385,,,Decisione quadro con riferimenti ai Trattati,preamble,ok,G2,0.8,20.0,80.0,0.0,0.0,0.0
32010L0040R(01),,,Legge quadro con principi e dettagli tecnici,preamble,ok,G2,0.7,15.0,70.0,10.0,5.0,0.0
32011D0168,,,Principi fondanti e obiettivi generali,preamble,ok,G1,0.7,70.0,30.0,0.0,0.0,0.0
32011H0217,,,Linee guida interpretative per applicazione uniforme,preamble,ok,G4,0.7,10.0,20.0,0.0,70.0,0.0
32011R1203,,,Regolamento tecnico con riferimenti a principi e linee guida,preamble,ok,G3,0.8,10.0,0.0,80.0,10.0,0.0
32012L0013,,,Legge quadro con principi fondanti e dettagli tecnici,preamble,ok,G2,0.7,20.0,70.0,5.0,5.0,0.0
32012R0236,,,Legge quadro con principi e dettagli tecnici,preamble,ok,G2,0.7,10.0,70.0,15.0,5.0,0.0
32012R0236R(01),,,Legge quadro con principi fondanti e dettagli tecnici,preamble,ok,G2,0.7,15.0,70.0,10.0,5.0,0.0
32012R0946,,,Delegato tecnico con riferimenti a trattati e linee guida,preamble,ok,G3,0.8,10.0,0.0,80.0,10.0,0.0
32013D0015,,,Regolamento quadro con principi e dettagli tecnici,preamble,ok,G2,0.6,10.0,60.0,20.0,10.0,0.0
32013D0752R(01),,,Regolamento tecnico con riferimenti a principi e quadro,preamble,ok,G3,0.6,10.0,20.0,60.0,10.0,0.0
32013D1313R(02),,,Legge quadro con principi e dettagli tecnici,preamble,ok,G2,0.7,15.0,70.0,10.0,5.0,0.0
32014D0884,,,Decisione di infrazione con riferimenti procedurali e tecnici,preamble,ok,G3,0.3,10.0,20.0,30.0,20.0,20.0
32014L0053R(02),,,Legge quadro con riferimenti a principi e dettagli tecnici,preamble,ok,G2,0.7,10.0,70.0,15.0,5.0,0.0
